"amphur_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT","province_ID"
6601,1292,3021,754,611,423,275,0,0,14,0.954478707782673,1,1,0,77,166,114,245,49,2,4,254,6,86,3,0,10,2,0,33,39,134,60,184,153,169,81,9,5,6,47,22,"66"
6602,63,156,64,56,0,56,0,0,0,0.416109377322039,0,0,0,0,0,12,0,37,0,0,19,0,4,2,0,2,0,0,8,2,8,4,1,23,34,0,0,0,0,0,0,"66"
6603,466,1187,479,417,173,277,0,0,0,1.59281894576012,1,0,0,87,105,50,33,9,0,0,268,0,8,0,0,0,0,0,2,11,95,17,142,111,104,0,0,0,0,0,0,"66"
6604,1038,2230,627,534,414,129,0,0,10,1.3342994927663,2,0,0,24,183,28,219,22,3,2,118,8,14,0,0,6,0,0,8,16,76,7,168,66,84,7,3,7,0,8,6,"66"
6605,442,1118,361,250,134,142,0,0,2,0.849733183780293,1,1,0,0,99,9,41,2,0,0,140,11,26,0,0,0,0,0,6,17,48,0,0,88,91,4,0,2,0,2,4,"66"
6606,370,1025,337,254,37,214,0,0,3,0.556907627880462,0,0,0,0,0,17,37,0,0,0,214,0,2,0,0,0,0,0,5,26,70,0,14,85,90,0,3,0,0,0,0,"66"
6607,2527,8110,2976,2623,399,2480,0,0,4,11.0876273407448,0,0,0,55,325,124,52,46,1,0,2474,7,537,5,0,0,4,0,29,40,45,25,591,1120,1109,9,4,0,0,6,40,"66"
6608,368,1012,345,294,140,188,0,0,1,1.23695725345002,0,0,0,21,54,91,67,46,21,3,167,5,35,0,0,0,0,0,13,29,80,15,93,113,121,10,0,1,0,4,12,"66"
6609,159,381,136,104,70,32,0,0,2,0.681743690593248,0,0,0,0,2,14,68,0,0,0,32,0,4,0,0,0,0,0,8,13,21,3,1,25,35,8,0,2,0,0,6,"66"
6610,1269,2957,834,776,84,706,0,0,1,4.67300975551006,0,0,0,5,19,5,63,5,0,0,701,1,13,0,0,14,0,0,32,1,46,9,0,195,201,9,1,0,0,0,4,"66"
6611,183,594,213,166,130,47,0,0,1,1.16059567922813,0,0,0,74,65,4,0,6,0,0,43,6,36,0,0,0,0,0,18,27,22,8,7,52,74,3,0,1,0,14,19,"66"
6612,734,2211,840,682,307,537,0,0,1,3.51383378844866,2,7,2,114,204,186,33,7,0,0,532,57,115,0,0,3,0,0,30,39,0,12,12,283,265,9,0,1,0,0,2,"66"
