"province_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT"
11,18314,43219,6641,5482,0,1832,0,3947,0,1.00928089196718,0,8,0,872,412,301,235,228,31,16,1776,474,600,111,9,157,4,0,43,797,3235,255,2003,750,809,78,11,9,1,231,350
12,5917,19803,3334,2755,0,273,0,2548,0,0.884879007650751,0,0,0,49,86,229,226,2,0,3,271,33,52,5,0,79,0,0,19,464,2222,44,1027,321,431,94,4,3,0,95,40
13,8562,24784,4795,3895,0,1111,0,3057,0,0.902466432650981,0,0,0,360,425,208,177,175,19,22,1049,69,401,82,2,102,0,0,49,675,2280,568,1763,740,710,94,4,1,1,68,184
14,9193,31980,8880,7340,0,966,0,6544,0,1.47806562691932,0,0,3,11,90,245,177,99,65,10,825,300,73,6,0,173,6,0,67,1422,5668,28,2150,2350,1541,219,9,2,0,99,43
15,6589,21258,5831,4842,0,886,0,4138,0,2.43565043738085,0,1,0,146,50,281,108,63,2,0,850,45,123,6,0,68,1,0,59,750,2716,1063,1667,979,1105,97,0,2,0,14,9
16,11987,38341,10914,9155,0,2843,0,6742,0,1.98869128690375,0,26,13,687,793,3353,423,212,25,41,2657,120,642,15,12,349,17,1,322,1613,5388,242,2565,2549,2839,501,56,17,15,203,360
17,2264,7115,2292,1799,0,118,0,1700,0,1.27856152944103,0,0,0,53,19,218,42,4,0,0,116,5,9,1,0,49,0,0,33,314,1481,68,288,389,402,55,0,1,0,6,6
18,4629,13598,4504,3522,0,591,0,2983,0,1.4658875237239,0,1,1,1,1,53,35,102,223,107,219,70,85,1,1,29,3,0,62,202,2236,642,737,685,863,4,6,0,0,10,0
19,7519,25690,5743,4629,0,1300,0,3591,0,1.17074577188541,0,6,0,196,281,546,267,147,48,17,1212,269,589,14,2,118,0,0,105,921,2767,240,1397,1284,1194,236,10,5,2,65,129
20,7649,23947,4264,3555,0,524,0,3154,0,0.610532064525769,0,0,0,37,128,154,211,106,38,19,437,110,203,12,4,109,1,1,69,620,2663,112,1135,665,650,156,14,0,0,234,41
21,4955,14992,2450,2057,0,601,0,1587,0,0.582858243888064,0,0,0,51,80,359,131,30,46,107,493,31,178,3,0,78,0,0,54,420,1317,20,453,558,592,183,3,0,0,35,59
22,5976,19241,3565,3099,0,1225,0,2096,0,1.11828003550783,1,4,0,152,255,507,216,131,70,80,1107,130,339,9,2,132,1,0,153,501,1354,482,1036,894,965,179,10,1,3,169,148
23,2009,5618,1335,1212,0,192,0,1048,0,0.983303314997809,0,1,0,5,7,16,66,75,5,3,119,12,21,0,3,27,4,0,25,313,820,26,268,318,272,46,18,7,0,19,68
24,6987,26167,4913,4189,0,958,0,3485,0,0.966133436658179,0,1,1,480,213,572,163,110,54,37,846,257,322,2,6,102,7,0,92,815,2781,276,862,1000,1267,120,12,5,2,81,67
25,5401,17831,4386,3466,0,1571,0,2046,0,1.05097501735958,0,3,15,234,228,278,110,182,36,56,1427,152,201,47,6,189,4,0,109,769,1490,32,925,1100,1019,77,41,4,16,54,122
26,2973,9729,2137,1751,0,483,0,1321,0,1.04971613901095,0,0,0,8,144,92,39,64,4,2,443,62,26,4,0,45,1,0,33,253,1100,54,621,387,544,54,2,0,0,43,11
27,3745,12565,3458,2981,0,1118,0,2007,0,0.897748251032215,1,4,0,74,142,155,152,66,15,19,1051,43,250,6,3,54,7,0,87,645,1547,12,620,932,981,83,4,1,0,16,61
30,29059,95004,30665,24811,0,7620,0,18328,0,1.4469139287116,2,24,14,1054,1212,3475,1028,351,63,94,7337,790,1265,43,18,1307,32,14,790,5571,13294,1197,3979,7975,8633,739,33,28,8,328,632
31,15524,57164,18544,15447,0,7191,0,9304,0,1.46591442901271,7,12,0,604,1213,1397,325,408,325,226,6763,387,1192,45,7,1002,29,0,619,3116,5463,1584,2542,5822,6219,692,43,9,6,114,647
32,7363,26769,10138,8515,0,3217,0,5917,0,0.964679038878321,0,1,10,449,725,726,153,387,181,111,2874,203,606,9,17,320,17,0,264,1638,2687,2072,1180,3138,3162,192,19,4,2,18,318
33,12554,47234,19642,16501,0,8940,0,8755,0,1.71795045314704,0,10,4,1512,1589,813,251,471,475,429,8291,395,1088,68,9,983,29,0,764,3329,4453,1879,3445,6524,7039,337,19,17,2,64,619
34,5850,20003,8115,6358,0,3116,0,3464,0,0.546723913022915,0,7,4,397,189,488,103,145,101,116,2935,116,1281,40,2,427,14,0,123,1218,2376,93,830,2406,2193,80,1,8,0,25,250
35,2469,8381,2714,2100,0,612,0,1548,0,0.530569654952868,0,0,2,76,82,100,95,48,6,8,567,18,137,2,2,98,5,0,37,434,995,203,280,693,629,31,3,0,1,35,62
36,12284,42422,14865,11948,0,6117,0,6315,0,1.49766162724671,1,4,8,982,1012,1279,179,252,154,81,5870,406,352,29,8,525,5,1,375,1410,4607,713,1577,4219,4750,315,14,3,7,64,331
37,1715,5895,2399,1894,0,1025,0,937,0,0.76633003172137,0,1,0,55,120,131,8,30,4,2,991,1,85,0,0,55,4,0,32,318,493,198,339,956,675,12,0,3,0,2,16
38,2881,10852,3763,3243,0,410,0,2915,0,1.11387796458809,0,3,5,491,155,524,73,65,8,4,355,28,276,11,2,281,5,0,81,771,1955,371,415,1041,1423,81,8,3,0,32,89
39,903,3607,1209,1045,0,140,0,920,0,0.306230695744419,0,0,0,1,22,6,9,25,0,0,118,33,23,0,0,0,0,0,0,119,661,171,83,396,445,1,1,0,0,1,32
40,12572,47043,15354,12297,0,4901,0,7905,0,1.07799108117325,0,3,5,649,812,1233,174,384,100,48,4644,268,608,164,11,578,12,0,153,2152,4511,1916,1118,4859,5103,166,66,3,9,82,563
41,10192,36619,12622,10125,0,2733,0,7837,0,0.993345322152925,1,5,4,828,826,1575,223,168,37,60,2560,351,712,20,12,496,13,3,234,2595,4272,1632,1364,3366,3746,210,27,9,0,45,237
