"province_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT"
11,14681,23613,2899,2385,2385,0,0,0,0,0.439097943696045,0,0,0,1003,526,284,1130,166,20,2,983,340,439,98,6,40,1,0,16,77,289,87,1146,336,328,52,4,5,0,95,282
12,2588,7072,1077,874,874,0,0,0,0,0.280720236909893,0,0,0,137,201,59,711,2,0,2,85,20,23,3,0,34,0,0,3,43,211,12,420,93,125,43,0,0,0,47,17
13,4262,9593,1590,1283,1283,0,0,0,0,0.297269430832146,0,0,0,604,672,120,377,119,15,19,479,39,214,74,0,27,0,0,10,70,239,38,832,177,181,28,1,0,0,26,102
14,1655,3953,873,708,708,0,0,0,0,0.142570907882681,1,0,1,47,160,39,526,2,0,1,96,81,23,0,0,32,0,0,15,63,147,3,291,152,130,21,6,0,0,15,9
15,1496,3662,995,805,805,0,0,0,0,0.404935688164308,0,0,0,211,64,119,581,27,0,0,164,7,71,5,0,5,0,0,13,43,96,61,258,221,228,47,0,0,0,1,5
16,5821,15822,4702,4009,4009,0,0,0,0,0.870853453762656,4,6,0,1440,1336,1831,1867,67,9,5,1032,121,426,8,2,124,11,0,112,189,560,10,1305,1280,1310,391,6,1,3,121,157
17,657,1569,495,387,387,0,0,0,0,0.275043530791372,0,0,0,142,30,85,227,0,0,0,47,2,2,0,0,5,0,0,8,16,51,0,89,70,104,38,0,0,0,1,1
18,247,711,179,133,133,0,0,0,0,0.0553557753138215,1,1,0,5,6,11,124,2,0,0,3,2,1,0,0,3,0,0,3,1,33,4,64,50,47,2,0,0,0,2,0
19,2657,6731,1478,1193,1193,0,0,0,0,0.301728171496931,0,1,0,271,356,169,770,20,9,5,328,109,161,9,1,21,0,0,38,123,251,18,407,312,272,97,12,0,0,33,70
20,3972,8438,1280,1083,1083,0,0,0,0,0.185993312484221,3,2,0,123,285,72,718,21,13,5,117,41,64,10,0,40,1,0,17,42,222,4,433,205,220,29,2,0,0,60,16
