"village_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"1201060101",495,809,104,92,248,4,1,8.87878787878788,0,0,61,809,809,768,805,809,809,809,809,809,809,809,22,43,0,0,663,658,392,809,792,809,809,808,395,12,2,809,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201060201",240,517,87,66,205,15,0,9.12916666666667,0,0,36,517,517,514,516,517,517,517,517,517,517,517,10,41,4,0,417,412,351,517,517,517,517,517,355,40,0,517,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201060301",311,555,59,49,192,1,0,8.93247588424437,0,0,39,555,555,540,542,555,555,555,555,555,555,555,17,26,0,0,441,432,317,555,555,555,555,555,317,5,0,555,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,"12"
"1201060401",1153,1968,319,278,448,24,0,8.99653078924545,0,0,278,1968,1968,1767,1968,1968,1968,1968,1968,1968,1968,1968,80,208,0,0,1724,1720,737,1968,1968,1968,1968,1968,741,73,0,1968,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201060501",886,1363,97,79,223,2,0,8.94243792325056,0,0,201,1363,1363,1190,1339,1363,1363,1363,1363,1363,1363,1363,59,139,0,0,1225,1206,367,1363,1363,1363,1363,1363,367,7,0,1363,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201080201",204,275,40,28,132,0,0,8.99509803921569,0,0,12,275,275,270,275,275,275,275,275,275,275,275,0,12,0,0,158,158,178,275,275,275,275,275,178,0,0,275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201080301",397,639,76,53,198,8,0,8.23929471032746,0,0,52,639,639,611,633,639,639,639,639,639,639,639,21,47,0,0,527,521,296,639,638,639,639,639,299,21,0,639,639,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"12"
"1201080401",2210,3354,376,301,508,5,0,8.51221719457014,0,0,276,3354,3354,3094,3347,3354,3354,3354,3354,3354,3354,3354,79,276,16,10,3088,3069,909,3353,3354,3354,3354,3352,909,13,0,3354,3354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"12"
"1201080501",952,1936,233,187,423,0,0,8.87079831932773,0,0,136,1936,1936,1847,1865,1936,1936,1936,1936,1936,1936,1936,32,159,4,0,1798,1777,811,1936,1936,1936,1936,1936,811,0,0,1936,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201080601",126,294,43,34,81,8,0,8.73015873015873,0,0,28,294,294,282,294,294,294,294,294,294,294,294,16,24,0,0,266,266,166,294,294,294,294,294,171,22,0,294,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201080701",208,412,79,66,169,8,0,8.25,0,0,15,412,412,405,402,412,412,412,412,412,412,412,3,12,2,0,320,313,274,412,412,412,412,412,277,18,0,412,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201080801",629,1469,145,119,361,15,0,8.26232114467409,0,0,274,1469,1469,1431,1461,1469,1469,1469,1469,1469,1469,1469,103,229,4,0,1345,1337,748,1469,1469,1469,1469,1469,748,46,0,1469,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201080901",296,420,79,62,99,4,0,8.11824324324324,6,6,109,420,420,391,419,420,420,420,420,420,420,420,43,80,0,0,345,345,167,420,419,420,420,420,167,19,0,420,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201081001",1556,2128,200,159,343,0,0,8.2512853470437,8,8,380,2128,2128,1954,2120,2128,2128,2128,2128,2128,2128,2128,167,272,15,0,1822,1817,450,2127,2128,2128,2128,2128,450,0,0,2128,2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,2,14,0,0,0,0,0,0,0,0,"12"
"1201090101",944,1565,171,144,262,0,0,7.07521186440678,2,2,354,1565,1565,1496,1565,1565,1565,1565,1565,1565,1565,1565,110,242,0,0,1416,1411,472,1565,1565,1565,1565,1565,472,0,0,1565,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201090201",1044,1688,104,77,438,0,1,7.06226053639847,0,0,228,1688,1688,1632,1688,1688,1688,1688,1688,1688,1688,1688,56,187,0,0,1419,1401,689,1688,1688,1688,1688,1688,689,0,3,1688,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201090301",954,1438,86,64,291,0,1,7.06498951781971,0,0,111,1438,1438,1326,1438,1438,1438,1438,1438,1438,1438,1438,22,125,0,0,1260,1249,491,1438,1438,1438,1438,1438,491,0,3,1438,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201090401",909,1411,105,82,325,0,0,7.07810781078108,0,0,201,1411,1411,1371,1411,1411,1411,1411,1411,1411,1411,1411,30,190,0,0,1189,1168,529,1411,1411,1411,1411,1411,529,0,0,1411,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201090501",527,803,77,59,153,0,0,7.07779886148008,0,0,104,803,803,771,803,803,803,803,803,803,803,803,19,96,0,0,714,714,252,803,803,803,803,803,252,0,0,803,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201090601",418,675,124,90,224,0,0,7.05502392344498,0,0,43,675,675,654,675,675,675,675,675,675,675,675,9,46,0,0,536,533,349,675,675,675,675,675,349,0,0,675,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201100101",124,247,38,27,85,0,0,7.09677419354839,0,0,54,247,247,246,247,247,247,247,247,247,247,247,14,44,0,0,195,195,167,247,247,247,247,247,167,0,0,247,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201100201",120,194,16,13,52,0,0,7.04166666666667,0,0,29,194,194,183,194,194,194,194,194,194,194,194,7,19,0,0,155,153,93,194,194,194,194,194,93,0,0,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201100301",1156,1627,131,99,259,0,0,7.11332179930796,0,0,156,1627,1627,1515,1627,1627,1627,1627,1627,1627,1627,1627,48,116,0,0,1449,1433,429,1627,1627,1627,1627,1627,429,0,0,1627,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201100401",1230,1656,258,187,132,0,0,7.08536585365854,0,0,183,1656,1656,1565,1656,1656,1656,1656,1656,1656,1656,1656,51,162,0,0,1573,1572,282,1656,1656,1656,1656,1656,282,0,0,1656,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201100501",856,1273,114,79,211,0,0,7.08644859813084,0,0,203,1273,1273,1209,1273,1273,1273,1273,1273,1273,1273,1273,52,170,3,0,1125,1120,335,1273,1273,1273,1273,1273,335,0,0,1273,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201100601",160,263,54,41,58,0,0,7.05,0,0,52,263,263,253,263,263,263,263,263,263,263,263,17,39,0,0,226,226,109,263,263,263,263,263,109,0,0,263,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201510101",14,27,14,11,7,0,0,9.42857142857143,0,0,0,27,27,27,27,27,27,27,27,27,27,27,0,4,0,0,22,22,12,27,27,27,27,27,12,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201510301",25,37,9,7,12,1,0,8.64,0,0,0,37,37,36,37,37,37,37,37,37,37,37,0,0,0,0,29,29,16,33,37,37,37,37,16,2,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"12"
"1201510401",47,58,12,10,13,0,0,8.97872340425532,0,0,0,58,58,54,58,58,58,58,58,58,58,58,0,0,0,0,48,48,17,58,58,58,58,58,17,0,0,58,58,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,8,0,58,0,0,0,0,0,0,0,0,"12"
"1201510701",46,62,2,1,29,0,0,9.02173913043478,0,0,0,62,62,58,52,62,62,62,62,62,62,62,0,0,0,0,37,37,36,60,62,62,62,62,36,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,"12"
"1201510901",53,144,27,23,49,1,4,8.16981132075472,0,0,40,144,144,142,144,144,144,144,144,144,144,144,4,36,0,0,124,124,112,144,142,144,144,144,112,6,8,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,6,0,20,0,0,0,0,0,0,0,0,"12"
"1201511001",30,69,20,16,22,1,2,9.3,0,0,8,69,69,69,69,69,69,69,69,69,69,69,4,7,0,0,60,60,40,69,69,69,69,69,43,3,8,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12"
"1201511101",71,137,44,36,25,2,1,8.94366197183099,0,0,24,137,137,135,133,137,137,137,137,137,137,137,3,24,0,0,120,120,49,137,137,137,137,137,49,8,5,137,137,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,10,0,0,2,18,15,0,134,0,0,0,0,0,0,0,0,"12"
"1201511201",125,150,12,10,29,0,0,8.768,0,0,3,150,150,135,150,150,150,150,150,150,150,150,0,3,0,0,131,131,46,150,150,150,150,150,46,0,0,150,150,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,104,1,1,0,0,0,0,0,0,"12"
"1201511501",24,47,22,16,21,1,2,9,0,0,2,47,47,47,47,47,47,47,47,47,47,47,0,2,0,0,38,38,35,47,47,47,47,47,35,3,3,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,44,0,0,0,0,0,0,0,0,"12"
"1201511601",62,185,21,15,69,0,0,8.41935483870968,9,9,39,185,185,183,185,185,185,185,181,181,181,181,6,20,6,0,165,169,149,185,181,181,181,181,149,0,0,181,181,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,4,4,4,6,0,0,0,4,0,0,0,0,"12"
"1201511701",74,175,45,37,54,1,5,7.97297297297297,5,5,23,175,175,167,175,175,175,175,175,175,175,175,7,18,0,0,154,154,101,175,175,175,175,175,101,3,11,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37,0,0,0,0,0,0,0,0,"12"
"1201511801",46,116,34,27,43,3,2,8.91304347826087,0,0,24,116,116,114,116,116,116,116,116,116,116,116,0,29,0,0,103,94,96,116,116,116,116,116,96,12,8,116,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,"12"
"1201511901",103,184,37,33,52,3,8,8.85436893203883,0,0,8,184,184,176,184,184,184,184,184,184,184,184,0,12,0,0,157,155,91,184,184,184,184,184,91,5,23,184,184,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,"12"
"1201512001",59,87,13,10,33,0,0,8.72881355932203,0,0,0,87,87,86,86,87,87,87,87,87,87,87,0,0,0,0,71,71,54,87,87,87,87,87,54,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,"12"
"1201512301",31,101,29,25,29,0,0,8.90322580645161,0,0,30,101,101,100,101,101,101,101,101,101,101,101,4,26,0,4,93,93,71,101,101,101,101,101,71,0,0,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,36,18,0,0,0,0,0,0,"12"
"1201512701",135,277,23,16,68,0,0,8.62222222222222,0,0,0,277,277,268,276,277,277,277,277,275,275,275,0,0,0,0,258,260,128,275,275,275,275,275,128,0,0,275,275,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,42,0,172,0,0,0,0,0,0,0,1,"12"
"1201512801",50,126,28,25,55,2,2,8.04,0,0,15,126,126,123,126,126,126,126,126,126,126,126,0,18,0,0,107,102,99,126,126,126,126,126,99,5,5,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,"12"
"1201512901",54,109,14,9,18,0,0,9.14814814814815,0,0,29,109,109,107,109,109,109,109,109,109,109,109,5,14,0,0,100,97,36,109,109,109,109,109,36,0,0,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,40,13,10,0,0,0,0,0,0,"12"
"1201513101",106,152,12,12,34,0,0,8.95283018867925,0,0,0,152,152,145,151,152,152,152,152,152,152,152,0,0,0,0,137,137,53,152,152,152,152,152,53,0,0,152,152,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,"12"
"1201513201",74,78,5,4,16,0,0,8.63513513513514,0,0,0,78,78,65,77,78,78,78,78,78,78,78,0,0,0,0,63,63,20,78,77,78,78,78,20,0,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"12"
