"province_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT"
11,11778,40014,5823,4844,0,0,1071,3947,0,0.891819890676579,0,8,0,83,181,257,230,60,7,2,321,203,183,22,14,995,7,0,62,797,3235,255,1552,588,650,66,11,5,1,169,196
12,6154,22186,3508,2927,0,0,464,2548,0,0.94012372246597,0,0,0,22,33,233,241,1,0,0,75,20,44,2,1,436,3,0,27,464,2222,44,1047,313,406,96,4,3,0,101,33
13,9104,34400,5577,4595,0,0,1660,3057,0,1.06465552195924,0,0,0,89,144,188,150,32,0,3,289,37,213,5,4,1585,3,0,73,675,2280,568,1579,757,774,88,3,1,1,47,73
14,10066,39114,9888,8161,0,0,1835,6544,0,1.64339149608836,0,0,3,6,41,225,186,24,5,0,172,262,52,4,0,1658,19,0,164,1422,5668,28,2374,2552,1644,140,7,0,0,70,25
15,5906,21100,5538,4609,0,0,590,4138,0,2.31844544937801,0,1,0,45,36,265,108,33,0,0,176,44,71,3,0,470,3,0,117,750,2716,1063,1403,932,1074,70,0,2,0,13,7
16,12972,48813,12499,10589,0,0,4372,6742,0,2.30019137487971,0,15,15,325,313,2856,403,47,8,12,564,88,225,10,19,3480,67,1,844,1613,5388,242,2411,2699,3034,390,48,13,17,135,240
17,2803,10179,2935,2343,0,0,721,1700,0,1.66518602750435,0,0,0,20,14,198,46,3,0,0,22,3,1,0,0,656,4,0,61,314,1481,68,289,434,448,41,0,1,0,6,5
18,4080,12608,4165,3317,0,0,397,2983,0,1.38056471214997,0,1,1,0,0,36,37,19,23,4,39,7,30,0,2,272,8,0,118,202,2236,642,701,633,790,3,6,0,0,9,0
19,8101,33014,6530,5385,0,0,1969,3591,0,1.36194987720953,0,4,0,84,125,380,232,46,10,5,282,160,199,11,9,1757,7,0,211,921,2767,240,1487,1194,1078,129,9,8,2,49,114
20,10221,39552,5947,4988,0,0,1985,3154,0,0.85663401908707,0,1,0,27,52,144,228,52,16,11,113,117,152,6,5,1725,10,1,254,620,2663,112,1363,749,792,163,13,0,0,228,47
21,5069,18354,2739,2282,0,0,784,1587,0,0.646612791712476,0,0,1,26,45,283,132,20,18,32,141,24,86,3,0,705,0,0,80,420,1317,20,519,528,565,170,3,0,0,29,48
22,6270,24820,4010,3510,0,0,1587,2096,0,1.26659016606404,1,6,0,55,144,352,217,58,37,20,315,86,178,9,6,1239,3,0,354,501,1354,482,1112,924,1009,166,13,1,6,140,116
