"tumbol_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"410102",1743,5655,1474,1122,969,80,166,8.8605851979346,76,63,2548,5655,5655,5530,5618,5655,5655,5655,5655,5655,5655,5655,961,2205,3,0,5371,5319,2882,5655,5655,5655,5655,5655,2886,310,612,5655,5655,0,0,0,6,0,10,8,1,0,0,16,2,1,8,0,361,0,0,2,6,28,0,31,7,310,0,0,0,0,0,7,"41"
"410103",2278,7627,2210,1850,1352,67,192,8.99165935030729,352,257,3381,7619,7619,7502,7606,7627,7627,7627,7627,7627,7627,7627,962,3001,0,0,7283,7209,3979,7627,7623,7627,7620,7620,3982,268,640,7620,7620,5,0,17,0,0,0,248,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,7,77,7,0,7,0,0,0,0,"41"
"410104",71,248,39,34,36,0,0,8.77464788732394,0,0,129,248,248,243,248,248,248,248,248,248,248,248,36,146,0,0,230,228,141,248,248,248,248,248,141,0,0,248,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,"41"
"410105",3121,9799,2757,2229,1483,86,251,8.09163729573855,70,48,4060,9799,9799,9428,9789,9799,9799,9799,9799,9799,9799,9799,1250,3678,109,5,9480,9388,4280,9799,9799,9799,9799,9799,4303,336,907,9799,9799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,7,0,0,2329,1406,1386,0,0,4,0,0,0,"41"
"410106",2182,6638,1138,951,1134,66,170,8.35197066911091,95,53,2243,6638,6638,6487,6428,6638,6638,6638,6637,6638,6638,6638,687,2046,83,0,6362,6327,3221,6638,6638,6638,6638,6638,3221,294,643,6638,6638,0,0,8,0,16,14,11,6,9,3,66,8,68,5,0,606,20,0,33,556,136,5,748,853,1358,14,9,0,0,21,80,"41"
"410107",1990,6213,1434,1052,813,58,99,8.52964824120603,36,36,2501,6213,6213,5940,5446,6213,6213,6213,6213,6213,6213,6213,833,2190,0,0,6076,6031,2680,6213,6213,6213,6213,6209,2683,242,337,6213,6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,0,0,530,0,5,0,2075,1349,0,0,0,0,0,0,"41"
"410108",3442,12427,3398,2585,1721,90,241,8.36316095293434,401,203,6160,12427,12427,12154,11185,12427,12427,12427,12427,12427,12427,12427,2089,5294,22,0,12061,11993,5515,12427,12427,12427,12427,12426,5545,352,957,12427,12427,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1491,0,0,7,356,55,0,177,2281,1604,4,0,0,0,0,0,"41"
"410109",3671,12396,2708,2243,1527,95,306,9.25469899210024,104,62,5853,12396,12396,12020,12266,12396,12396,12396,12396,12396,12396,12396,1809,5401,88,0,12080,12025,4942,12396,12396,12396,12396,12395,4953,446,1196,12396,12396,0,0,0,5,2,34,30,12,0,11,24,30,0,7,0,623,0,0,5,61,444,4,1375,2983,1491,0,0,0,0,0,0,"41"
"410110",2227,6359,1313,1023,1033,84,338,8.48046699595869,19,19,2485,6359,6359,6137,5567,6359,6359,6359,6359,6359,6359,6359,868,2227,0,0,6070,6002,3010,6359,6359,6359,6359,6359,3026,331,1061,6359,6359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,162,0,3,11,2010,1310,0,0,0,0,0,0,"41"
"410111",1259,4061,1019,769,675,41,205,7.75853852263701,13,8,1697,4061,4061,3970,4061,4061,4061,4061,4061,4061,4061,4061,614,1463,0,0,3943,3905,2038,4061,4061,4061,4061,4061,2061,158,547,4061,4061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,"41"
"410112",514,1343,250,213,241,6,41,8,0,0,430,1343,1343,1293,1336,1343,1343,1343,1343,1343,1343,1343,164,371,0,0,1262,1244,616,1343,1343,1343,1343,1343,616,28,136,1343,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,229,9,72,0,0,0,0,0,0,"41"
"410113",3054,8822,2417,1814,1285,40,118,8.42829076620825,111,55,2887,8822,8822,8508,8395,8822,8822,8822,8822,8822,8822,8822,973,2457,43,6,8520,8496,3654,8822,8821,8822,8822,8822,3664,183,373,8822,8822,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,472,0,0,0,259,1,5,452,911,1034,0,0,0,0,0,0,"41"
"410114",4503,15970,3529,2620,2217,99,1464,8.50610703975128,423,379,7482,15970,15970,15575,13711,15970,15970,15970,15970,15970,15970,15970,2598,6185,0,0,15645,15561,7631,15970,15970,15970,15970,15970,7637,390,5019,15970,15970,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,1495,0,0,0,1438,0,27,1,4809,3283,0,0,0,0,0,0,"41"
