"amphur_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT","province_ID"
9301,2330,8567,1906,1477,0,0,691,838,7,2.04177552910601,0,1,1,7,33,253,79,5,0,1,167,24,46,4,1,622,8,0,66,268,627,8,267,424,483,60,7,0,1,13,44,"93"
9302,943,4008,813,648,0,0,374,296,3,2.34876218782848,0,5,0,0,0,22,3,2,2,2,34,2,1,1,1,347,7,0,22,79,231,0,83,76,340,3,0,3,0,0,2,"93"
9303,877,3642,786,606,0,0,414,202,5,1.85083379146051,0,0,0,0,0,1,3,0,3,1,13,5,0,3,0,397,4,0,13,130,94,0,167,116,225,9,0,5,0,1,17,"93"
9304,460,2070,489,432,0,0,421,11,0,2.07084991131777,0,0,0,0,2,248,0,0,0,0,0,0,2,0,0,401,0,0,20,3,2,6,96,61,256,1,0,0,0,0,3,"93"
9305,1342,5043,1224,1012,0,0,616,431,6,1.66335201591032,0,1,0,4,18,74,35,7,4,0,60,13,27,6,0,553,4,0,59,189,290,0,89,290,360,26,4,2,0,9,23,"93"
9306,1718,6966,1672,1250,0,0,568,752,3,3.22306165072326,1,0,0,18,47,102,54,9,11,5,124,37,74,5,0,499,2,0,76,359,501,0,449,325,525,77,1,3,2,22,22,"93"
9307,566,2203,357,325,0,0,203,134,0,2.18796283829272,0,0,0,0,0,70,5,5,0,0,16,0,3,3,0,200,0,0,4,61,79,4,34,151,183,29,0,0,1,0,1,"93"
9308,523,1700,533,386,0,0,46,358,0,1.05927552140505,0,2,0,8,7,52,13,12,7,4,23,9,15,1,0,2,0,0,44,114,263,2,78,90,131,12,0,0,0,0,5,"93"
9309,578,2517,672,562,0,0,319,271,0,2.93579898657473,0,0,0,9,17,29,9,5,6,1,33,14,77,0,0,267,3,0,53,113,189,0,178,142,243,66,0,0,0,2,23,"93"
9310,844,3518,876,699,0,0,471,259,0,2.50026826912759,0,0,0,0,14,80,21,3,15,19,73,7,28,2,2,441,0,0,28,137,133,0,32,213,280,33,0,0,0,20,8,"93"
9311,278,1146,246,194,0,0,172,24,0,1.04121940747102,0,0,0,0,0,1,0,0,0,0,0,0,36,0,0,168,2,0,2,10,16,0,25,75,80,3,0,0,0,1,2,"93"
