"amphur_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
6001,53887,135050,33968,27504,28150,1507,3453,8.1290663796463,1562,1203,44659,135050,135050,127645,134071,135050,135050,135050,135049,135050,135050,135050,13513,40937,1173,0,125101,123810,63450,135046,134870,135042,135042,135041,63790,5249,9514,135042,135042,7,5,0,383,774,1066,2147,1008,123,124,2322,1638,1341,135,26,5202,36,0,520,2100,3914,4200,34072,11503,10211,1029,69,26,10,1486,1482,"60"
6002,8874,25329,6691,5485,6073,348,825,7.95886860491323,333,220,9559,25329,25329,24515,25081,25329,25329,25329,25329,25329,25329,25329,2945,8930,277,24,23191,22904,14082,25329,25244,25329,25329,25329,14125,1129,2104,25329,25329,0,12,0,49,120,875,103,5,2,0,77,11,144,8,7,1246,30,0,178,406,1174,0,2321,3576,3501,37,2,0,5,44,235,"60"
6003,16916,45191,13508,10680,10278,631,1579,8.12768976117285,685,471,16761,45191,45191,43052,44724,45189,45189,45189,45189,45188,45188,45188,5195,15296,400,57,40723,39920,22642,45188,45092,45177,45181,45181,22731,1973,3938,45181,45182,0,2,3,22,83,1425,669,22,5,3,185,117,42,16,0,2256,14,0,203,483,1640,85,3871,6536,6958,29,11,0,0,82,190,"60"
6004,18199,48314,14755,12108,10343,565,730,8.23567228968625,467,371,17027,48314,48314,46237,47592,48314,48314,48314,48307,48314,48314,48314,5546,15293,342,44,43883,43397,24179,48314,48084,48314,48314,48314,24243,1902,1967,48314,48314,0,0,0,2,21,117,121,12,17,8,48,20,54,11,0,3120,3,0,256,370,1455,0,6998,3980,5012,429,28,0,0,23,313,"60"
6005,22227,63663,14368,11787,13689,841,2253,7.91141404598011,741,455,26130,63663,63663,61280,63462,63663,63663,63663,63663,63663,63663,63663,8257,23854,406,8,58706,57962,32509,63663,63646,63663,63663,63663,32649,2879,5992,63663,63663,6,32,0,19,106,969,228,13,0,4,139,15,394,0,0,2986,8,0,292,446,2071,0,10346,10516,9421,532,3,7,0,536,69,"60"
6006,9247,26674,7115,5920,5469,448,1253,8.03557910673732,553,430,11212,26674,26674,25438,26591,26674,26674,26674,26674,26674,26674,26674,3389,9960,127,153,24769,24467,13258,26664,26606,26674,26674,26674,13324,1438,3253,26674,26674,0,0,0,0,0,88,57,0,0,0,0,0,0,0,0,777,0,21,42,26,470,11,118,1851,1705,116,0,0,0,0,0,"60"
6007,22515,61723,16816,13692,14225,680,1203,8.12578281145903,651,485,22341,61723,61723,59850,61202,61723,61723,61723,61722,61723,61723,61723,6621,20936,506,0,56281,55599,33952,61723,61450,61723,61723,61723,34098,2527,3576,61723,61723,7,23,0,805,1099,297,769,34,6,7,2000,78,1158,15,7,4275,17,0,266,840,3108,0,16545,9673,9351,777,17,0,0,184,430,"60"
6008,17975,51795,14428,11461,11392,792,3049,7.55493741307371,755,577,19364,51795,51795,49614,51265,51795,51795,51795,51773,51795,51795,51795,5891,17824,339,40,47893,47396,25957,51792,51722,51791,51794,51794,26097,2681,7834,51794,51795,0,5,0,1104,598,539,457,150,20,19,2588,574,551,17,4,2115,0,0,522,949,2685,11,3902,12184,14605,874,1,7,1,319,267,"60"
6009,15790,43869,14442,12055,8871,568,824,8.00538315389487,513,362,16615,43869,43869,42106,43736,43869,43869,43869,43869,43869,43869,43865,4765,15118,127,16,40154,39852,19612,42714,43798,43831,43843,43842,19721,1807,2155,43853,43857,0,5,0,479,336,3341,286,33,0,0,553,84,910,16,0,15,18,0,361,181,830,180,11375,7641,8554,644,12,131,0,435,265,"60"
6010,16165,41563,12902,9439,10564,800,2267,7.87738942158985,453,343,13937,41563,41563,39946,41277,41563,41563,41563,41563,41563,41563,41563,4062,12926,202,0,36719,36060,21935,41549,41441,41563,41563,41561,22086,2458,5183,41563,41563,0,0,0,85,260,419,199,10,288,285,220,61,58,15,0,2310,5,0,140,452,777,4,8992,5805,5630,81,0,0,0,10,24,"60"
