"tumbol_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"540102",1705,4439,1228,943,1178,56,128,8.32903225806452,84,70,1161,4439,4439,4332,4394,4439,4439,4439,4439,4439,4439,4439,297,1101,17,0,3993,3933,2401,4439,4439,4437,4437,4435,2412,181,367,4437,4436,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"54"
"540103",479,1293,544,422,402,51,69,8.59916492693111,12,0,334,1293,1293,1268,1282,1293,1293,1293,1293,1293,1293,1293,90,341,10,0,1151,1125,795,1293,1293,1293,1293,1293,803,130,166,1293,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,204,1,24,575,323,0,0,0,0,0,0,"54"
"540104",1394,3511,1483,1184,951,102,97,8.88378766140602,76,60,1101,3511,3511,3433,3447,3511,3511,3511,3511,3511,3511,3511,256,976,39,4,3125,3086,1897,3511,3506,3511,3511,3511,1910,303,236,3511,3511,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,12,3,5,12,3,101,70,0,0,0,0,0,0,"54"
"540105",1774,4098,1148,842,1057,79,234,7.87880496054115,52,42,708,4098,4098,4011,4083,4098,4098,4098,4098,4098,4098,4098,233,645,8,3,3674,3624,2122,4098,4098,4098,4098,4098,2130,207,537,4098,4098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,1134,458,0,0,0,0,0,0,"54"
"540106",2502,7257,2120,1719,2049,253,384,8.50359712230216,123,72,2028,7257,7257,7147,7031,7257,7257,7257,7257,7257,7257,7257,547,1888,8,0,6641,6555,4486,7257,7243,7243,7243,7243,4528,854,1053,7243,7243,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,4,0,14,0,8,0,0,"54"
"540107",750,2291,950,675,601,41,11,7.93733333333333,89,53,760,2291,2291,2265,2281,2291,2291,2291,2291,2291,2291,2291,219,774,20,0,2150,2131,1509,2291,2270,2291,2291,2291,1511,128,32,2291,2291,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,15,35,1,7,9,513,0,0,0,0,0,0,"54"
"540108",1174,3211,1183,975,775,96,153,7.8458262350937,103,73,1085,3211,3211,3142,3105,3211,3211,3211,3211,3211,3211,3211,340,930,5,44,2929,2894,1715,3211,3211,3211,3211,3211,1723,276,360,3211,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,35,0,1841,967,0,0,0,0,0,0,"54"
"540109",1746,5258,2572,1950,1392,131,377,7.49942726231386,70,56,1248,5258,5258,5203,5243,5258,5258,5258,5258,5258,5258,5258,355,1183,50,2,4931,4884,3184,5258,5258,5258,5258,5258,3194,413,1012,5254,5254,0,0,0,0,108,3,0,0,0,0,0,0,0,0,0,0,0,0,0,139,533,106,1009,3546,1641,0,0,0,0,0,0,"54"
"540110",3194,7676,2867,2235,2461,198,347,7.98465873512837,102,80,1426,7676,7676,7494,7543,7676,7676,7676,7676,7676,7676,7676,291,1440,40,0,6626,6523,4479,7676,7655,7676,7676,7676,4508,544,773,7676,7676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,580,336,0,0,0,0,0,0,"54"
"540111",1617,5142,1969,1420,1368,143,306,8.75572047000618,103,88,1652,5142,5142,5103,5124,5142,5142,5142,5142,5142,5142,5142,517,1469,40,30,4829,4792,3251,5142,5129,5142,5142,5142,3267,461,893,5142,5141,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,5,28,27,0,1,2307,1192,0,0,0,0,0,0,"54"
