"village_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"7701020101",135,484,105,85,55,2,26,6.68888888888889,0,0,299,484,484,459,484,484,484,484,484,484,484,484,117,241,0,0,473,473,197,484,484,484,484,484,197,5,93,484,484,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,63,77,0,396,23,36,0,0,0,0,0,0,"77"
"7701020201",287,1059,155,130,217,0,0,7.94076655052265,0,0,453,1059,1059,1044,1059,1059,1059,1059,1059,1059,1059,1059,144,427,65,7,1004,995,674,1059,1059,1059,1059,1059,674,0,0,1059,1059,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,0,11,3,0,0,0,0,0,"77"
"7701020301",196,555,108,88,96,12,20,7.79081632653061,42,36,266,555,555,529,544,555,555,555,555,555,555,555,89,196,2,0,525,525,238,555,555,555,555,555,238,46,59,555,555,0,8,0,10,17,111,22,0,14,17,118,39,24,0,0,0,0,0,27,67,73,0,307,175,165,52,0,8,8,11,35,"77"
"7701020401",370,938,190,160,197,15,38,8.21351351351351,20,15,357,938,938,894,936,938,938,938,938,938,938,938,111,346,22,0,859,850,401,938,938,938,938,938,401,40,100,938,938,0,0,0,0,15,78,0,0,0,0,65,2,36,0,0,0,3,0,5,21,113,0,688,166,224,0,0,0,0,27,30,"77"
"7701020501",307,769,90,72,202,11,16,8.15635179153094,4,4,243,769,769,741,756,769,769,769,769,769,769,769,72,237,19,4,683,677,405,769,769,769,769,769,405,37,44,769,769,0,4,0,15,9,85,17,0,0,0,108,59,36,0,4,0,7,0,15,35,107,0,540,152,140,18,2,0,1,8,9,"77"
"7701020601",256,763,104,76,119,9,1,7.796875,52,52,278,763,763,750,759,763,763,763,763,763,763,763,76,257,0,3,744,728,349,763,763,763,763,763,349,35,2,763,763,0,0,0,6,13,28,6,0,0,0,27,7,16,3,0,0,0,0,2,32,53,0,219,132,184,9,0,0,0,21,18,"77"
"7701020701",160,465,71,60,74,7,3,7.725,13,13,207,465,465,437,465,465,465,465,465,465,465,465,65,159,27,0,448,439,192,465,462,465,465,465,192,22,12,465,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,40,0,167,29,36,0,2,0,0,0,1,"77"
"7701020801",314,874,110,96,159,18,29,7.53503184713376,5,5,275,874,874,838,849,874,874,874,874,874,874,874,46,285,15,0,828,813,341,874,859,874,874,874,342,60,90,874,874,0,0,0,27,16,127,23,0,15,14,211,6,109,0,0,0,0,0,47,91,85,0,191,107,196,45,0,5,4,170,21,"77"
"7701020901",200,635,136,103,97,12,61,8.77,19,8,328,635,635,606,628,635,635,635,635,635,635,635,97,328,33,0,601,601,259,635,623,635,635,635,260,50,181,635,635,0,0,0,0,0,174,0,0,0,0,0,10,0,0,0,0,4,0,4,23,26,0,45,58,174,17,0,0,0,14,126,"77"
"7701021001",420,1166,97,84,162,2,0,8.9952380952381,0,0,428,1166,1166,1124,1142,1166,1166,1166,1166,1166,1166,1166,117,408,0,0,1125,1119,399,1166,1166,1166,1166,1166,399,10,0,1166,1165,0,0,0,0,0,11,332,0,0,0,0,0,0,0,0,0,0,0,0,16,33,0,1097,42,25,0,0,0,0,0,3,"77"
"7701021101",190,493,94,71,80,13,10,8.00526315789474,4,0,210,493,493,461,472,493,493,493,493,493,493,493,79,204,11,4,462,462,184,493,490,490,490,490,190,35,21,493,493,0,0,0,3,14,7,6,0,0,0,30,13,17,0,0,0,0,0,4,18,28,0,364,73,112,4,4,5,0,4,36,"77"
"7701030101",320,906,166,152,172,5,121,8.5875,0,0,334,906,906,872,883,906,906,906,906,906,906,906,94,327,31,17,860,846,420,906,897,906,906,906,420,21,325,906,906,0,0,0,24,27,423,141,0,6,10,8,0,0,0,0,0,0,0,18,10,0,0,484,299,457,5,0,0,0,6,9,"77"
"7701030201",241,674,108,82,150,1,0,8.40248962655602,4,4,237,674,674,664,674,674,674,674,674,674,674,674,79,230,4,0,595,593,334,674,674,674,674,674,334,4,0,674,674,0,0,0,1,0,18,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,116,142,171,21,0,0,0,64,71,"77"
"7701030301",198,611,86,67,98,4,0,8.32828282828283,4,4,320,611,611,566,593,611,611,611,611,611,611,611,66,280,3,0,572,567,229,611,611,611,611,611,229,15,0,611,611,0,0,0,0,3,3,22,0,0,0,4,0,0,0,0,0,0,0,3,0,29,0,212,108,195,2,0,0,0,26,14,"77"
"7701030401",167,549,130,98,87,2,11,8,0,0,184,549,549,545,541,549,549,549,545,549,549,549,54,175,3,0,533,533,274,549,549,549,549,549,274,10,32,549,549,0,0,0,0,0,5,9,0,0,0,1,0,0,0,0,0,0,0,6,10,23,0,128,251,240,4,0,0,0,0,5,"77"
"7701030501",150,393,57,41,67,8,3,8.16,0,0,151,393,393,380,393,393,393,393,393,393,393,393,55,150,4,0,372,361,168,393,393,393,393,393,170,23,12,393,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,51,76,0,0,0,0,0,0,"77"
"7701030601",365,1230,184,171,188,8,1,8.36438356164384,0,0,480,1230,1230,1186,1167,1230,1230,1230,1230,1230,1230,1230,188,460,0,0,1202,1197,603,1230,1223,1230,1230,1230,603,37,2,1230,1230,0,0,0,72,3,47,5,0,113,44,96,0,13,17,0,0,0,0,13,44,62,0,389,389,378,18,0,0,0,80,201,"77"
"7701030701",229,628,78,61,137,1,3,7.90393013100437,0,0,248,628,628,616,609,628,628,628,628,628,628,628,75,218,0,0,576,566,306,628,628,628,628,628,306,4,9,628,628,0,0,0,0,0,19,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,54,64,109,3,0,0,0,0,0,"77"
"7701030801",133,381,62,45,69,1,2,7.97744360902256,0,0,75,381,381,375,381,381,381,381,381,381,381,381,20,66,0,0,364,364,186,381,381,381,381,381,186,4,4,381,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,51,0,0,0,0,0,0,0,0,"77"
"7701030901",248,717,137,108,138,13,15,8.18548387096774,14,14,239,717,717,700,697,717,717,717,717,717,717,717,86,230,3,4,672,658,345,717,717,717,717,717,348,39,52,717,717,0,0,0,4,1,0,16,0,0,0,136,25,36,0,0,0,0,0,19,18,90,0,271,221,227,44,0,0,0,59,9,"77"
"7701040101",226,564,99,79,118,3,5,8.24336283185841,0,0,197,564,564,551,327,564,564,564,564,564,564,564,46,214,13,0,519,509,269,564,564,564,564,564,271,8,16,564,564,0,0,0,0,0,0,13,0,0,0,1,0,2,0,0,0,0,0,0,53,137,0,418,0,0,0,0,0,0,1,0,"77"
"7701040201",112,345,70,57,61,6,4,8.48214285714286,5,5,112,345,345,340,345,345,345,345,345,345,345,345,24,121,7,0,331,331,158,345,331,345,345,345,158,24,13,345,345,0,0,0,0,0,12,5,0,0,22,24,0,7,2,0,0,0,0,18,30,40,0,84,102,130,50,0,0,0,11,11,"77"
