"village_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"1501030101",223,536,127,105,151,4,1,6.94170403587444,0,0,0,536,536,524,536,536,536,536,536,536,536,536,0,0,0,0,495,495,340,536,536,536,536,536,340,11,4,536,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"15"
"1501030201",262,263,24,17,83,1,0,7.02290076335878,0,0,0,263,263,233,262,263,263,263,263,263,263,263,0,0,0,0,173,170,92,263,263,263,263,263,92,2,0,263,263,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"15"
"1501030301",376,716,192,168,160,7,1,7.95744680851064,0,0,176,716,716,675,711,716,716,716,716,716,716,716,75,181,0,17,618,614,324,716,716,716,716,716,324,22,4,716,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,"15"
"1501030401",501,1069,204,161,183,5,8,9.96407185628743,5,5,278,1069,1069,1016,1069,1069,1069,1069,1069,1069,1069,1069,82,255,9,0,987,976,419,1069,1069,1069,1069,1069,419,19,20,1069,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,"15"
"1501030501",139,259,47,38,70,0,0,7.05035971223022,0,0,38,259,259,247,259,259,259,259,259,259,259,259,6,47,0,3,220,218,130,259,259,259,259,259,130,0,0,259,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15"
"1501030601",39,58,11,10,20,0,0,7.15384615384615,0,0,5,58,58,52,58,58,58,58,58,58,58,58,0,7,0,2,45,45,31,58,58,58,58,58,31,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15"
"1501030701",184,418,86,74,80,2,0,6.70652173913043,0,0,34,418,418,402,418,418,418,418,418,418,418,418,4,44,0,4,397,397,190,418,418,418,418,418,190,7,0,418,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,"15"
"1501040101",461,1034,153,123,189,5,42,7.98915401301518,6,6,128,1034,1034,1014,1034,1034,1034,1034,1034,1034,1034,1034,37,129,0,0,984,979,465,1034,1034,1034,1034,1034,465,24,136,1034,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,337,318,161,0,0,0,0,0,0,"15"
"1501040201",139,482,111,95,87,13,58,9.30935251798561,9,9,199,482,482,477,482,482,482,482,482,482,482,482,20,203,0,20,466,466,291,482,482,482,482,482,291,41,198,482,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,255,127,99,0,0,0,0,0,0,"15"
"1501040301",72,232,54,39,55,10,5,8,0,0,87,232,232,231,232,232,232,232,232,232,232,232,32,73,0,0,221,218,149,232,232,232,232,232,151,30,14,232,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,187,35,29,0,0,0,0,0,0,"15"
"1501040401",112,217,69,55,73,5,0,7.76785714285714,0,0,8,217,217,215,208,217,217,217,217,217,217,217,0,16,0,0,188,185,131,217,217,217,217,217,131,13,0,217,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,26,0,0,0,0,0,0,"15"
"1501040501",220,702,185,148,125,4,7,7.84545454545455,0,0,203,702,702,696,700,702,702,702,702,702,702,702,25,223,0,0,684,678,410,702,702,702,702,702,410,14,22,702,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,527,22,47,0,0,0,0,0,0,"15"
"1501040601",113,298,78,62,77,7,0,7.97345132743363,0,0,66,298,298,290,298,298,298,298,298,298,298,298,6,58,0,0,286,286,174,298,298,298,298,298,174,25,0,298,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,"15"
"1501040701",195,568,142,117,126,16,6,7.43076923076923,0,0,224,568,568,542,563,568,568,568,568,568,568,568,48,247,0,3,525,516,308,568,546,568,568,568,308,48,13,568,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,105,106,150,0,0,0,0,0,0,"15"
"1501050101",164,418,140,112,117,10,0,8.13414634146342,0,0,66,418,418,405,418,418,418,418,418,418,418,418,18,58,0,0,384,384,284,418,418,418,418,418,284,32,0,418,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,94,60,0,0,0,0,0,0,"15"
"1501050201",154,445,121,99,103,6,0,8.19480519480519,6,0,103,445,445,436,445,445,445,445,445,445,445,445,39,90,0,0,419,419,249,445,444,445,445,445,249,20,0,445,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,211,165,0,0,0,0,0,0,"15"
