"tumbol_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"160101",2042,3901,781,635,1053,24,56,7.82370225269344,33,20,567,3901,3901,3769,3890,3901,3901,3901,3901,3901,3901,3901,135,529,0,0,3355,3319,2046,3839,3899,3901,3901,3901,2061,111,148,3901,3901,0,0,0,9,5,0,0,0,0,0,0,3,0,0,0,112,0,0,0,0,0,4,3096,17,7,0,0,0,0,1,0,"16"
"160103",2040,3774,735,585,910,16,41,8.40098039215686,21,21,509,3774,3774,3598,3766,3774,3774,3774,3774,3774,3774,3774,144,528,3,24,3292,3256,1641,3772,3774,3774,3774,3774,1644,45,119,3771,3771,0,0,0,0,1,0,33,0,0,0,4,0,5,2,0,46,0,0,0,0,103,0,368,356,514,0,1,0,0,4,7,"16"
"160104",1305,3739,1050,850,944,54,196,8.99540229885057,36,22,1407,3739,3739,3640,3719,3739,3739,3739,3739,3739,3739,3739,389,1324,0,3,3398,3350,2170,3730,3736,3739,3739,3739,2172,178,559,3739,3739,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,295,0,0,8,81,299,0,840,908,1058,0,0,0,0,0,0,"16"
"160105",3742,5754,1285,1093,1377,44,137,8.38321753073223,27,27,1130,5754,5754,5432,5746,5754,5754,5754,5754,5754,5754,5754,302,1032,0,0,4833,4815,2465,4831,5734,5754,5754,5754,2467,141,319,5754,5754,0,0,0,3,1,0,28,2,2,1,4,1,1,2,0,119,0,0,10,34,48,0,4900,341,294,1,0,0,0,0,2,"16"
"160107",1007,3599,727,620,743,19,65,8.85998013902681,119,80,1574,3599,3599,3530,3576,3599,3599,3599,3599,3599,3599,3599,426,1501,11,6,3447,3419,2094,3599,3599,3599,3599,3599,2094,80,219,3599,3599,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,130,0,0,4,4,4,0,58,682,663,11,0,0,0,0,0,"16"
"160108",879,2854,862,661,621,57,30,6.92491467576792,56,17,1191,2854,2854,2798,2841,2854,2854,2854,2854,2854,2854,2854,341,1064,0,0,2700,2679,1688,2854,2845,2854,2854,2854,1688,213,102,2854,2854,0,17,0,0,0,2598,0,0,0,0,0,0,2,0,0,142,0,0,0,213,753,0,0,976,1280,0,0,0,0,1,0,"16"
"160109",3100,8012,2137,1800,1675,48,197,7.45903225806452,0,0,2231,8012,8012,7796,7971,8012,8012,8012,8012,8012,8012,8012,540,2139,103,10,7392,7339,3867,8012,8012,8012,8012,8012,3877,171,545,8012,8012,0,0,0,0,0,3938,0,4,0,0,6,0,0,0,8,134,0,0,10,88,246,0,201,1003,1203,0,0,0,0,0,1,"16"
"160110",1360,4031,1035,788,916,91,303,7.88823529411765,48,48,1519,4031,4031,3933,4025,4031,4031,4031,4031,4031,4031,4031,541,1336,74,12,3733,3645,2192,4031,4031,4031,4031,4031,2195,318,746,4031,4031,0,5,0,0,0,1525,38,0,3,3,0,0,0,0,6,276,3,0,12,71,454,0,126,839,854,60,8,0,0,1,3,"16"
"160111",906,2721,868,695,479,78,20,7.56843267108168,0,0,1046,2721,2721,2631,2716,2721,2721,2721,2721,2721,2721,2721,321,926,70,0,2591,2577,1255,2721,2719,2721,2721,2721,1263,279,77,2721,2721,0,0,0,0,0,1861,0,0,0,0,4,0,6,0,6,112,0,0,4,7,53,0,89,148,474,0,0,0,0,0,0,"16"
"160112",1260,2408,631,490,778,42,336,7.98730158730159,0,0,611,2408,2408,2334,2349,2408,2408,2408,2408,2408,2408,2408,171,558,60,0,1893,1853,1332,2408,2408,2408,2408,2408,1351,110,707,2408,2408,0,0,0,0,0,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,550,1190,0,0,6,0,0,0,"16"
