"village_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"6401020101",291,862,230,140,206,28,108,8.47422680412371,39,24,321,862,862,849,839,862,862,862,862,862,862,862,87,282,0,6,790,773,447,862,862,862,862,862,454,92,282,862,862,0,4,0,4,15,2,0,0,0,0,0,0,16,2,0,0,0,0,13,6,71,0,0,136,190,0,0,0,0,0,9,"64"
"6401020102",43,141,21,15,24,2,2,8.86046511627907,4,4,67,141,141,138,141,141,141,141,141,141,141,141,14,48,0,4,133,129,71,141,140,141,141,141,71,9,6,141,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,38,27,0,0,0,0,0,0,"64"
"6401020201",8,17,2,2,2,1,1,10,0,0,0,17,17,16,17,17,17,17,17,17,17,17,0,3,0,0,17,17,3,17,17,17,17,17,3,3,3,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"64"
"6401020202",71,186,58,38,56,4,12,7.83098591549296,0,0,59,186,186,185,183,186,186,186,186,186,186,186,28,49,0,1,162,158,121,186,186,186,186,186,121,14,19,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,"64"
"6401020203",79,175,57,36,53,11,17,8.88607594936709,3,3,48,175,175,172,170,175,175,175,175,175,175,175,7,45,0,0,152,151,91,175,175,175,175,175,91,28,33,175,175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,"64"
"6401020204",66,215,59,49,44,6,9,8.03030303030303,6,0,82,215,215,215,208,215,215,215,215,215,215,215,17,52,0,0,195,190,132,215,215,215,215,215,132,17,28,215,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,"64"
"6401020205",42,117,33,24,28,0,0,8.57142857142857,0,0,22,117,117,117,117,117,117,117,117,117,117,117,5,19,0,0,106,106,62,117,117,117,117,117,62,0,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"64"
"6401020206",69,224,57,32,50,6,8,8.46376811594203,0,0,92,224,224,216,224,224,224,224,224,224,224,224,30,100,0,0,206,197,111,224,224,224,224,224,121,29,18,224,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,53,78,2,0,1,0,0,0,"64"
"6401020207",44,143,38,28,29,4,11,8.70454545454546,0,0,70,143,143,140,138,143,143,143,143,143,143,143,34,60,0,0,133,133,75,143,143,143,143,143,77,7,36,143,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,74,11,0,0,0,0,0,0,"64"
"6401020208",106,223,80,49,74,2,19,8.4811320754717,0,0,53,223,223,215,223,223,223,223,223,223,223,223,15,54,0,0,179,170,126,223,223,223,223,223,126,5,48,223,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,"64"
