"amphur_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
3101,51074,141367,36641,29991,25571,1873,1172,8.14061949328425,1766,1301,54044,141367,141367,135386,140327,141366,141366,141366,141335,141364,141360,141352,17460,49644,771,86,133115,131498,65352,141355,140965,141337,141337,141329,65759,6949,3938,141343,141343,21,26,9,868,4280,2529,1143,371,711,270,4920,961,2781,159,17,9519,117,0,1555,2901,2798,290,34632,33885,32809,1764,59,28,5,274,1240,"31"
3102,14502,44746,9082,7239,7858,891,635,8.62046614260102,557,407,19345,44746,44746,43514,44474,44746,44746,44746,44746,44746,44746,44746,6307,17440,466,33,42499,42154,22105,44746,44718,44746,44746,44746,22323,3144,2247,44746,44746,0,7,0,0,2,186,96,14,6,9,19,234,21,10,0,2818,14,0,263,114,321,236,2335,8787,8231,11,0,0,0,0,54,"31"
3103,20236,71973,23086,18113,12845,1465,716,8.59389207353232,1238,985,37314,71973,71973,70501,71397,71973,71973,71973,71973,71973,71973,71973,12500,34598,1085,160,67836,66823,37133,71973,71882,71973,71973,71973,37395,5577,2607,71967,71967,0,14,0,267,598,355,96,48,46,54,3050,144,311,28,6,7061,55,0,802,424,1106,205,4986,11653,11879,128,18,24,0,151,260,"31"
3104,26716,86152,28123,22347,16241,1611,2137,7.83429405599641,1802,1148,39983,86152,86152,83835,85210,86152,86152,86152,86150,86152,86152,86152,12155,36657,1007,84,81322,80440,43768,86152,85844,86152,86152,86151,44179,5916,6769,86152,86152,12,38,6,430,1172,3752,727,166,59,121,2111,227,925,58,43,7435,42,0,572,1707,2740,543,10635,18744,18836,974,40,12,0,367,1150,"31"
3105,14970,47245,12257,10928,7921,899,508,7.65096860387442,651,417,21448,47245,47245,45746,46779,47245,47245,47245,47236,47245,47245,47245,6439,19710,425,27,45036,44593,22011,47245,47171,47245,47245,47245,22159,3431,1618,47245,47245,6,18,0,247,980,1575,135,117,89,24,3254,251,444,27,0,4213,42,0,323,950,1315,41,2954,13699,13648,1090,0,14,5,231,287,"31"
3106,14893,47846,17629,15884,7658,775,860,8.30940710400859,475,362,21741,47846,47846,46473,47638,47846,47846,47846,47846,47846,47846,47846,6818,20328,762,57,45813,45416,22246,47846,47786,47846,47846,47846,22380,3011,3210,47846,47846,0,2,0,0,20,1102,194,24,0,0,118,0,46,41,0,69,0,0,58,54,813,107,4180,14277,11905,83,0,2,0,0,33,"31"
3107,26606,83655,26678,23168,16298,1478,1078,8.33556340675036,954,722,39927,83652,83652,81649,78893,83655,83655,83655,83648,83655,83655,83655,12965,37479,790,79,77475,76183,42384,83655,83400,83644,83645,83645,42682,5185,3492,83645,83645,0,28,0,1562,649,2760,222,134,23,65,2363,65,333,103,33,8603,79,0,575,783,1051,176,3241,17739,18585,1265,41,28,7,52,683,"31"
3108,15493,45364,16448,12984,7604,629,418,8.61731104369715,915,708,19884,45364,45364,43853,42281,45352,45352,45352,45344,45344,45344,45344,6676,18311,421,9,42821,42395,19677,43182,45128,45287,45287,45286,19822,2239,1376,45287,45303,0,0,19,30,33,194,32,7,2,1,381,312,30,5,6,3586,24,0,234,391,948,1086,18724,6365,6711,17,63,18,4,14,216,"31"
3109,11380,31045,12069,8648,6611,529,1188,8.57478031634446,305,244,11718,31045,31045,29965,30768,31045,31045,31045,31045,31045,31045,31045,3434,10833,350,17,28545,27970,16326,31045,31007,31044,31044,31044,16404,1773,3445,31040,31042,0,3,0,2,34,55,96,15,4,6,271,18,15,14,6,2253,10,0,47,103,350,125,666,3385,3468,61,12,24,2,169,49,"31"
3110,27130,65259,23048,18046,16003,1570,1439,8.61050497604128,427,364,18025,65259,65259,64161,63741,65259,65259,65259,65259,65255,65253,65253,5290,17011,486,25,58209,57401,34267,65259,65230,65251,65251,65251,34533,5000,4012,65251,65258,0,0,0,66,438,326,154,27,38,13,918,40,221,33,3,0,14,0,36,488,815,85,0,6637,4361,68,6,0,0,3,36,"31"
