"tumbol_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"210102",5924,11608,1159,984,1447,22,51,8.22349763673194,22,17,3331,11608,11608,10789,11508,11608,11608,11608,11606,11600,11600,11600,980,3116,0,21,10983,10939,3492,11608,11607,11608,11608,11608,3495,117,93,11608,11608,0,0,9,0,1,12,68,0,0,0,6,0,1,0,9,0,0,0,0,19,99,0,1121,645,344,46,7,0,0,0,0,"21"
"210103",4151,7344,898,702,1685,28,30,7.69790411948928,10,10,967,7344,7344,6971,6247,7344,7344,7344,7344,7344,7344,7344,281,927,37,3,6545,6520,2984,7344,7338,7344,7344,7344,2989,89,82,7341,7342,0,0,0,0,1,3,20,0,0,204,2,2,1,0,0,0,0,0,0,11,63,0,454,374,298,9,0,0,0,0,1,"21"
"210105",416,1363,75,71,172,3,4,8.51201923076923,21,21,617,1363,1363,1326,1354,1363,1363,1363,1363,1363,1363,1363,181,566,0,0,1326,1322,566,1363,1361,1357,1357,1357,566,15,21,1357,1357,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,8,0,0,0,0,0,0,"21"
"210106",1422,4651,550,478,783,22,137,7.9803094233474,30,19,1991,4651,4651,4532,4648,4651,4651,4651,4651,4651,4651,4651,678,1879,0,20,4494,4473,2300,4651,4651,4650,4650,4650,2315,90,435,4651,4651,0,0,0,0,0,0,3,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,497,0,1,0,1,0,2,0,2,"21"
"210107",1529,3762,332,255,785,27,5,8.11772400261609,0,0,1049,3762,3762,3659,3730,3762,3762,3762,3762,3762,3762,3762,240,1004,0,0,3566,3546,1754,3762,3762,3762,3762,3762,1761,84,11,3762,3762,0,0,0,0,6,0,8,0,0,5,4,0,0,0,0,0,0,0,0,30,44,0,560,18,25,0,0,0,0,0,2,"21"
"210108",1639,3528,339,252,926,2,5,7.25137278828554,13,13,771,3528,3528,3425,3528,3528,3528,3528,3528,3528,3528,3528,259,678,3,0,3118,3091,1874,3528,3528,3528,3528,3528,1874,5,8,3528,3528,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"21"
"210109",4936,8239,354,271,628,5,71,8.32658022690438,13,13,1573,8239,8239,7408,8213,8239,8239,8239,8239,8239,8239,8239,423,1538,0,12,7941,7903,1321,8239,8238,8239,8239,8238,1321,16,163,8239,8239,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,136,82,0,9,443,127,0,0,0,0,0,0,"21"
"210110",1195,3381,476,373,625,18,35,8.03096234309623,18,18,1378,3381,3381,3280,3339,3381,3381,3381,3381,3381,3381,3381,448,1216,4,0,3198,3166,1633,3381,3381,3381,3381,3381,1645,72,110,3381,3381,0,0,0,0,212,26,29,0,0,3,202,49,6,0,0,0,0,0,0,4,7,0,94,292,318,7,0,0,0,0,2,"21"
"210111",7128,14842,796,627,1401,6,21,8.0256734006734,24,24,4868,14842,14842,13790,14821,14841,14841,14841,14841,14841,14841,14841,1541,4581,25,1,14292,14240,3086,14842,14831,14834,14834,14831,3087,15,38,14838,14838,0,0,8,0,5,10,1968,0,0,0,12,20,9,0,0,0,0,0,0,220,481,0,343,1040,441,5410,0,0,0,0,2,"21"
"210112",1043,3019,314,245,494,9,151,7.68935762224353,7,7,1101,3019,3019,2918,3019,3019,3019,3019,3019,3019,3019,3019,348,1032,45,0,2911,2907,1294,3019,3019,3019,3019,3019,1303,35,397,3019,3019,0,0,0,0,41,46,18,0,0,7,80,55,4,0,0,0,0,0,0,52,81,0,92,116,338,0,0,0,0,0,604,"21"
"210115",1092,3420,421,354,565,9,8,8.57234432234432,0,0,1502,3420,3420,3342,3375,3420,3420,3420,3420,3420,3420,3420,487,1363,0,3,3249,3226,1678,3420,3420,3420,3420,3420,1678,39,41,3420,3420,0,0,0,0,41,25,3,0,0,0,8,15,17,0,0,0,0,0,0,3,10,0,12,306,445,10,0,0,0,0,0,"21"
"210151",10497,22778,2219,1908,4271,7,539,7.28465275793084,89,89,5859,22770,22770,21335,22593,22777,22777,22777,22777,22777,22777,22777,1673,5812,0,65,20952,20776,9239,22776,22773,22778,22775,22774,9247,20,1536,22775,22775,0,0,0,0,3,47,46,0,0,0,361,22,1,0,0,0,0,0,0,218,1276,0,608,2329,2838,11,0,0,0,0,8,"21"
"210152",14432,29315,2646,2246,2907,18,345,7.3602411308204,274,113,10010,29315,29315,26233,29273,29315,29315,29315,29315,29315,29315,29315,3356,8334,46,9,28202,28065,6990,29315,29313,29315,29315,29315,6994,80,775,29315,29315,0,0,0,0,6,8,4504,0,0,4,20,572,21,0,0,0,0,0,0,26,674,0,2940,2966,2197,5906,0,0,0,0,14,"21"
