"province_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT"
11,8818,27720,4765,3947,0,0,0,3947,0,0.726674877890268,0,8,0,70,168,249,215,55,6,2,286,174,163,18,9,121,4,0,43,797,3235,255,1295,514,570,62,11,5,1,152,184
12,5171,17679,3055,2548,0,0,0,2548,0,0.818392635751039,0,0,0,13,19,226,224,1,0,0,65,17,39,2,0,69,0,0,19,464,2222,44,925,289,369,94,4,3,0,95,33
13,5368,17748,3752,3057,0,0,0,3057,0,0.708302922879088,0,0,0,79,131,173,146,30,0,3,262,32,190,5,2,76,0,0,47,675,2280,568,1144,607,605,74,3,1,1,46,66
14,7761,27936,7929,6544,0,0,0,6544,0,1.31777404122071,0,0,3,5,29,199,162,20,4,0,153,228,36,4,0,151,6,0,65,1422,5668,28,1957,2206,1422,126,6,0,0,63,25
15,5302,18152,4977,4138,0,0,0,4138,0,2.08152034487442,0,1,0,44,34,253,105,31,0,0,168,42,67,2,0,64,1,0,54,750,2716,1063,1310,819,947,66,0,2,0,13,5
16,8145,26854,8029,6742,0,0,0,6742,0,1.4645283076248,0,8,13,233,216,2202,370,38,4,6,409,66,151,9,10,247,13,1,265,1613,5388,242,1640,1715,1938,278,47,13,15,104,176
17,2076,6717,2160,1700,0,0,0,1700,0,1.20820155644789,0,0,0,17,10,185,42,3,0,0,18,3,1,0,0,48,0,0,30,314,1481,68,237,352,364,34,0,1,0,6,5
18,3698,11054,3767,2983,0,0,0,2983,0,1.24155096061,0,1,1,0,0,30,35,17,20,4,15,6,8,0,1,29,3,0,33,202,2236,642,650,555,695,3,6,0,0,9,0
19,5316,19048,4427,3591,0,0,0,3591,0,0.908219500289588,0,4,0,71,119,350,206,36,9,5,239,142,157,9,2,97,0,0,76,921,2767,240,1090,940,835,109,6,5,2,43,102
20,6103,20528,3787,3154,0,0,0,3154,0,0.541664734603171,0,0,0,19,38,119,199,48,13,10,92,80,130,2,4,95,0,1,57,620,2663,112,1014,539,540,141,13,0,0,196,33
21,3572,11359,1901,1587,0,0,0,1587,0,0.449682077321516,0,0,0,19,34,215,123,15,8,22,109,23,76,3,0,49,0,0,41,420,1317,20,326,402,434,158,3,0,0,28,40
22,3521,12178,2416,2096,0,0,0,2096,0,0.756345580646791,1,4,0,38,108,269,185,47,34,14,207,75,136,5,1,70,1,0,102,501,1354,482,726,518,559,123,10,1,3,128,92
23,1734,4868,1154,1048,0,0,0,1048,0,0.850249071054211,0,1,0,4,3,11,62,16,0,0,13,11,12,0,0,17,3,0,23,313,820,26,221,287,217,17,18,7,0,17,59
24,5420,21244,4098,3485,0,0,0,3485,0,0.803765821617034,0,0,1,297,97,463,137,35,28,14,217,140,128,2,3,95,5,0,79,815,2781,276,743,825,978,97,10,3,2,74,44
25,2703,9552,2613,2046,0,0,0,2046,0,0.620396677875854,0,3,15,35,36,168,103,24,5,4,141,30,45,2,6,109,3,0,102,769,1490,32,453,710,666,41,41,3,16,22,45
26,2119,7086,1594,1321,0,0,0,1321,0,0.791933192252124,0,0,0,3,12,76,36,24,3,2,37,41,11,0,0,27,1,0,27,253,1100,54,441,303,438,45,2,0,0,35,11
27,2194,8256,2326,2007,0,0,0,2007,0,0.604421583301461,1,3,0,23,53,129,44,16,3,1,132,19,33,3,1,49,7,0,72,645,1547,12,473,643,651,47,2,1,0,12,41
30,20420,68402,22668,18328,0,0,0,18328,0,1.0688419848223,2,13,12,348,588,2319,934,108,17,21,1075,321,501,22,6,914,28,13,683,5571,13294,1197,2820,5564,6017,445,30,22,7,207,380
31,8604,33189,11133,9304,0,0,0,9304,0,0.882946063801015,4,8,0,217,423,739,233,114,96,49,972,166,332,17,5,569,17,0,449,3116,5463,1584,1607,3296,3571,324,36,7,5,37,293
32,4832,18155,6923,5917,0,0,0,5917,0,0.670347137174754,0,1,10,114,267,391,139,121,45,38,535,101,269,6,12,225,16,0,194,1638,2687,2072,830,2060,2128,123,15,4,2,8,151
33,6298,24180,10337,8755,0,0,0,8755,0,0.911499679855909,0,7,4,349,447,510,130,134,71,56,1092,188,338,25,5,530,16,0,466,3329,4453,1879,1636,3032,3312,190,13,13,2,29,252
34,3091,11242,4514,3464,0,0,0,3464,0,0.297869083785999,0,3,4,148,41,402,99,15,20,14,211,22,81,12,1,179,5,0,92,1218,2376,93,566,1348,1317,59,1,2,0,9,90
35,1744,6082,2025,1548,0,0,0,1548,0,0.391105631365257,0,0,2,14,22,47,89,13,0,1,48,5,20,0,2,75,5,0,26,434,995,203,130,488,435,23,3,0,1,14,24
36,5796,21415,7827,6315,0,0,0,6315,0,0.791574587886088,0,4,7,116,180,575,161,53,29,21,440,103,81,9,4,223,4,1,218,1410,4607,713,637,1925,2313,126,12,2,3,36,157
37,875,3029,1206,937,0,0,0,937,0,0.379118922768175,0,1,0,5,21,97,8,10,0,0,60,0,26,0,0,25,4,0,24,318,493,198,95,266,315,10,0,0,0,0,9
38,2549,9741,3398,2915,0,0,0,2915,0,1.00121932370468,0,3,5,410,99,467,68,21,1,1,64,17,204,9,2,245,5,0,78,771,1955,371,343,903,1260,58,8,3,0,27,70
39,775,3160,1073,920,0,0,0,920,0,0.269600229746283,0,0,0,0,4,6,9,7,0,0,10,8,17,0,0,0,0,0,0,119,661,171,74,347,379,0,1,0,0,0,26
40,7717,29886,9831,7905,0,0,0,7905,0,0.692975481554404,0,3,5,151,202,456,136,52,20,13,466,85,132,9,11,273,12,0,142,2152,4511,1916,875,2751,2947,94,58,3,6,48,99
