"province_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT"
11,11798,40060,5836,4855,0,0,1071,3947,27,0.893845080354003,0,8,0,85,183,257,230,60,7,2,325,206,188,22,14,995,7,0,62,797,3235,255,1554,588,650,68,17,10,1,169,196
12,6163,22219,3515,2931,0,0,464,2548,8,0.941408483275626,0,0,0,22,33,233,241,1,0,0,75,20,44,2,1,436,3,0,27,464,2222,44,1048,314,407,97,8,3,0,101,33
13,9108,34411,5582,4600,0,0,1660,3057,9,1.0658140154543,0,0,0,89,145,188,150,32,0,3,290,37,214,5,4,1585,3,0,73,675,2280,568,1581,757,774,89,8,1,1,47,73
14,10086,39186,9916,8184,0,0,1835,6544,30,1.64802303688116,0,0,3,6,41,227,191,28,5,0,172,263,52,4,0,1658,19,0,164,1422,5668,28,2384,2562,1660,146,26,4,0,70,27
15,5910,21114,5540,4611,0,0,590,4138,4,2.31945150077717,0,1,0,45,36,265,108,33,0,0,176,44,71,3,0,470,3,0,117,750,2716,1063,1405,932,1074,70,0,4,0,13,7
16,13013,48976,12553,10635,0,0,4372,6742,100,2.31018370685105,0,15,15,330,319,2870,403,47,8,12,574,88,227,10,19,3480,67,1,844,1613,5388,242,2420,2718,3054,394,89,22,17,136,241
17,2804,10181,2935,2343,0,0,721,1700,1,1.66518602750435,0,0,0,20,14,198,46,3,0,0,22,3,1,0,0,656,4,0,61,314,1481,68,289,434,448,41,0,1,0,6,5
18,4090,12639,4177,3327,0,0,397,2983,16,1.38472680051943,0,1,1,0,0,36,37,19,23,4,39,7,30,0,2,272,8,0,118,202,2236,642,701,633,790,3,9,7,0,9,0
19,8125,33107,6553,5404,0,0,1969,3591,36,1.36675527139096,0,4,0,85,125,382,236,46,10,5,286,162,203,11,9,1757,7,0,211,921,2767,240,1492,1208,1092,136,24,12,2,49,117
20,10243,39622,5961,5000,0,0,1985,3154,25,0.858694886815427,0,1,0,27,52,144,228,52,16,11,114,117,152,6,5,1725,10,1,254,620,2663,112,1365,753,794,164,25,0,0,231,47
21,5078,18378,2745,2288,0,0,784,1587,9,0.648312912987793,0,0,1,26,45,283,132,20,18,32,141,24,86,3,0,705,0,0,80,420,1317,20,520,530,567,170,4,5,0,30,48
22,6295,24892,4023,3522,0,0,1587,2096,26,1.27092038885401,1,6,0,55,146,354,217,58,37,20,315,86,178,9,6,1239,3,0,354,501,1354,482,1117,925,1012,168,24,2,6,140,118
23,2963,10390,1835,1655,0,0,638,1048,34,1.34271203491863,0,1,0,4,3,23,67,26,0,0,24,11,15,1,3,573,5,0,59,313,820,26,301,395,374,29,20,17,1,24,99
24,7652,32160,5503,4710,0,0,1377,3485,35,1.0862946972213,0,0,1,307,110,516,149,39,29,14,244,159,151,2,6,1118,19,0,250,815,2781,276,948,1047,1233,114,28,10,2,80,63
25,6941,30705,6406,5093,0,0,3252,2046,51,1.54432076266946,0,4,15,55,57,212,110,29,5,6,226,57,63,11,6,3016,7,0,236,769,1490,32,927,1392,1386,62,47,7,18,32,63
26,2968,11120,2311,1924,0,0,654,1321,6,1.1534288129395,0,0,0,3,28,108,41,32,3,2,58,46,11,0,5,567,1,0,87,253,1100,54,593,420,565,60,6,0,0,51,13
27,4805,19813,4937,4298,0,0,2355,2007,69,1.29437168162914,1,3,0,29,63,152,50,18,3,1,154,23,62,6,9,2046,26,0,281,645,1547,12,821,1093,1163,58,25,47,0,17,47
30,43498,173584,48110,39208,0,0,22387,18328,148,2.28651006879708,2,30,19,520,770,3473,1090,132,19,29,1575,437,673,35,56,20215,159,13,2067,5571,13294,1197,4576,10845,11789,588,83,66,10,252,528
31,25313,116159,32287,27021,0,0,18599,9304,178,2.56428263004807,4,8,0,350,710,1176,280,150,124,79,1543,294,517,39,26,16878,145,0,1691,3116,5463,1584,3553,8160,8552,522,99,83,13,67,532
32,8357,34983,12146,10258,0,0,4727,5917,67,1.16214651565635,0,3,10,182,322,503,155,140,56,47,693,153,354,7,29,3643,105,0,982,1638,2687,2072,1207,3561,3669,159,52,19,6,12,200
33,20293,94265,34356,29065,0,0,21233,8755,102,3.02601235808247,2,23,7,645,713,832,215,161,110,90,1814,269,564,35,14,18723,172,0,2501,3329,4453,1879,4669,8873,9312,327,56,46,2,41,389
34,19024,88038,26829,21830,0,0,18562,3464,81,1.87715995930957,0,5,8,366,96,589,170,25,24,27,483,90,231,22,10,17899,87,0,608,1218,2376,93,2972,5379,6134,93,23,60,0,20,142
35,6026,26450,7467,5867,0,0,4409,1548,27,1.48231055505165,0,0,2,36,31,72,95,17,1,1,77,5,41,2,4,4265,25,1,125,434,995,203,404,1460,1369,36,16,11,1,29,60
36,14447,63902,20246,16484,0,0,10544,6315,78,2.06624156875919,3,4,7,252,312,958,178,77,54,34,878,176,179,19,25,9532,65,1,970,1410,4607,713,1964,4730,5335,173,47,32,4,41,241
37,2652,11484,3842,3012,0,0,2122,937,6,1.21868323946397,0,1,0,8,30,108,14,11,0,0,100,0,39,0,0,1932,14,0,183,318,493,198,219,946,728,14,0,6,0,0,22
38,7976,36113,10232,8674,0,0,6060,2915,39,2.97927149702039,0,3,7,553,136,1122,83,27,3,2,97,50,238,14,2,5834,49,0,194,771,1955,371,1203,2848,3380,104,20,19,0,37,142
39,882,3646,1237,1064,0,0,69,920,83,0.311798526576136,0,0,29,0,4,6,9,7,0,0,10,8,17,0,12,27,30,0,0,119,661,171,76,359,395,0,74,17,0,0,26
40,17637,80122,23381,18795,0,0,11230,7905,158,1.64762481667489,2,5,24,245,299,910,158,94,28,16,773,148,226,50,60,10620,63,0,519,2152,4511,1916,1553,5834,6262,143,125,33,11,61,318
