"province_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT"
11,13055,30301,3429,2850,0,1832,1071,0,27,0.524708234605337,0,2,0,861,340,172,62,228,31,16,1776,405,570,109,14,995,7,0,62,159,292,113,1215,376,403,45,17,10,1,156,238
12,1927,7527,914,735,0,273,464,0,8,0.236074798774338,0,0,0,49,84,37,39,2,0,3,271,21,25,3,1,436,3,0,27,45,133,4,299,84,142,14,8,3,0,20,17
13,7461,25649,3296,2726,0,1111,1660,0,9,0.631610653506181,0,0,0,327,368,78,48,175,19,22,1049,55,342,78,4,1585,3,0,73,114,257,60,1244,442,414,56,8,1,1,28,158
14,4071,16777,3352,2793,0,966,1835,0,30,0.562430149316848,0,0,2,7,86,106,55,99,65,10,825,137,65,3,0,1658,19,0,164,189,272,2,744,629,493,138,26,4,0,45,29
15,2156,7201,1754,1458,0,886,590,0,4,0.733411469992002,0,0,0,139,42,89,39,63,2,0,850,9,103,4,0,470,3,0,117,78,133,140,558,366,399,52,0,4,0,5,9
16,9458,36413,8303,7087,0,2843,4372,0,100,1.53947079740981,0,25,7,645,776,2118,158,212,25,41,2657,101,617,9,19,3480,67,1,844,386,666,30,1952,2090,2285,424,89,22,14,161,327
17,990,4220,1007,834,0,118,721,0,1,0.592729469457375,0,0,0,43,14,56,5,4,0,0,116,2,9,1,0,656,4,0,61,32,82,5,122,145,141,33,0,1,0,0,1
18,1401,4398,1243,970,0,591,397,0,16,0.403722571837645,0,0,1,1,1,33,8,102,223,107,219,71,84,1,2,272,8,0,118,27,61,38,155,227,283,2,9,7,0,2,0
19,5499,22673,3870,3207,0,1300,1969,0,36,0.811099954728129,0,2,0,173,235,295,118,147,48,17,1212,187,555,9,9,1757,7,0,211,189,274,27,881,721,693,192,24,12,0,35,76
20,5966,23810,2916,2478,0,524,1985,0,25,0.425569185905726,0,1,0,35,110,94,44,106,38,19,437,90,135,13,5,1725,10,1,254,120,175,10,563,413,439,66,25,0,0,93,26
