"province_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT"
11,48,147,30,27,0,0,0,0,27,0.00497092011731372,0,0,0,5,6,5,4,2,0,0,10,7,9,1,0,2,0,0,4,8,11,4,6,5,5,6,17,10,1,5,3
12,16,58,11,8,0,0,0,0,8,0.00256952161931252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,1,4,4,8,3,0,0,0
13,13,51,9,9,0,0,0,0,9,0.00208528829110625,0,0,0,0,1,3,0,0,0,0,1,1,2,0,0,0,0,0,0,0,3,1,4,0,0,2,8,1,0,1,1
14,30,115,37,30,0,0,0,0,30,0.00604114016452038,0,0,2,0,0,2,6,4,0,0,1,2,0,0,0,1,0,0,1,2,6,0,11,13,18,8,26,4,0,0,2
15,5,17,4,4,0,0,0,0,4,0.00201210279833197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,4,0,0,0
16,110,325,112,100,0,0,0,0,100,0.0217224608072501,0,0,2,5,6,22,1,0,0,0,10,0,2,0,1,4,0,1,5,18,51,1,11,20,21,5,89,22,10,2,18
17,2,5,1,1,0,0,0,0,1,0.000710706797910522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18,16,55,18,16,0,0,0,0,16,0.00665934139113642,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,4,3,1,0,9,7,0,0,0
19,45,163,46,36,0,0,0,0,36,0.00910495739638685,0,0,0,3,2,3,9,0,0,0,7,2,7,0,0,6,0,0,7,2,10,0,13,17,15,10,24,12,0,0,6
20,45,111,28,25,0,0,0,0,25,0.00429347443407713,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,5,13,0,7,10,3,1,25,0,0,8,0
