"village_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"7301020101",164,350,75,65,71,0,0,7.09146341463415,0,0,31,350,350,339,350,350,350,350,350,350,350,350,8,25,0,0,323,323,154,350,350,350,350,350,154,0,0,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73"
"7301020201",180,744,137,121,134,11,114,9.01111111111111,0,0,345,744,744,732,744,744,744,744,744,744,744,744,138,332,0,0,735,735,462,744,744,744,744,744,466,49,409,744,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,29,0,0,0,0,0,0,"73"
"7301020301",112,320,51,43,67,0,0,7.39285714285714,0,0,93,320,320,305,320,320,320,320,320,320,320,320,42,77,0,0,303,303,187,320,320,320,320,320,187,0,0,320,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73"
"7301020401",172,717,118,104,93,0,0,8.99418604651163,0,0,362,717,717,706,717,717,717,717,717,717,717,717,169,329,9,6,709,709,386,717,717,717,717,717,386,0,0,717,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,"73"
"7301020501",117,425,62,52,82,2,0,7.00854700854701,0,0,172,425,425,424,425,425,425,425,425,425,425,425,77,170,0,0,408,403,273,425,425,425,425,425,277,9,0,425,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73"
"7301020601",367,927,122,107,120,1,1,8.96730245231608,0,0,292,927,927,865,927,927,927,927,927,927,927,927,85,288,0,6,898,886,308,927,927,927,927,927,308,6,4,927,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73"
"7301020701",136,332,52,46,74,2,0,7.27941176470588,0,0,96,332,332,327,332,332,332,332,332,332,332,332,28,59,0,0,306,303,174,332,332,332,332,332,179,8,0,332,332,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73"
"7301020801",536,1244,162,143,172,3,10,7.54664179104478,4,4,386,1244,1244,1146,1244,1244,1244,1244,1244,1244,1244,1244,116,302,0,0,1186,1174,425,1244,1244,1244,1244,1244,429,11,28,1244,1244,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73"
"7301020901",191,530,75,66,99,1,2,9.27225130890052,0,0,134,530,530,519,524,530,530,530,530,530,530,530,54,126,0,0,506,502,268,530,530,530,530,530,268,4,6,530,530,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,"73"
"7301021001",82,272,42,40,48,0,9,8,0,0,109,272,272,271,272,272,272,272,272,272,272,272,41,114,0,0,264,264,122,272,272,272,272,272,122,0,40,272,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73"
"7301030201",95,440,50,42,67,1,0,8.98947368421053,0,0,218,440,440,439,382,440,440,440,440,440,440,440,66,196,0,0,432,432,274,440,440,440,440,440,274,6,0,440,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,219,0,0,0,0,0,0,"73"
"7301030301",252,857,82,78,167,0,0,9,0,0,204,857,857,853,828,857,857,857,857,857,857,857,7,297,0,0,819,796,536,857,857,857,857,857,536,0,0,857,857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73"
"7301030501",135,507,39,36,112,0,0,9,0,0,197,507,507,496,496,507,507,507,507,507,507,507,45,217,19,0,484,484,359,507,507,507,507,507,359,0,0,507,507,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"73"
