"tumbol_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"650102",933,2580,887,673,729,100,625,9.05894962486602,0,0,912,2580,2580,2544,2580,2580,2580,2580,2580,2580,2580,2580,238,817,0,0,2313,2246,1535,2580,2580,2580,2580,2580,1554,317,1446,2580,2580,0,0,0,0,0,0,151,0,0,0,0,0,3,0,0,36,0,0,0,0,0,0,1,0,46,0,0,0,0,0,0,"65"
"650103",1913,5084,970,821,831,67,217,8.33298484056456,39,15,1701,5084,5084,4898,5011,5084,5084,5084,5084,5084,5084,5084,519,1615,51,0,4806,4752,2119,5084,5073,5074,5077,5077,2127,233,545,5077,5077,0,0,0,9,13,1455,442,0,0,4,41,104,52,3,7,14,0,0,27,316,541,3,759,539,513,22,7,0,0,24,61,"65"
"650104",1988,5869,1719,1377,1274,124,767,8.23189134808853,59,38,2421,5869,5869,5711,5842,5869,5869,5869,5869,5869,5869,5869,777,2072,107,19,5411,5331,3092,5869,5855,5869,5869,5869,3105,403,1939,5869,5869,0,0,0,0,0,794,40,0,0,0,1,0,0,3,5,205,6,0,38,142,294,5,650,1395,1324,90,0,1,4,0,6,"65"
"650105",3066,8416,1506,1163,1624,77,793,8.29125896934116,60,34,2469,8416,8416,8134,8351,8416,8416,8416,8415,8416,8416,8416,610,2321,57,27,8003,7921,3940,8416,8412,8416,8416,8415,3960,283,2004,8416,8416,0,0,0,3,6,33,139,4,1,1,1,1,3,0,0,318,0,0,5,38,730,21,1612,913,647,31,0,0,0,3,9,"65"
"650106",2620,7885,1410,1139,1601,74,224,8.04809160305344,60,51,2990,7885,7885,7670,7515,7885,7885,7885,7885,7885,7885,7885,996,2699,151,0,7475,7378,4195,7885,7884,7885,7885,7885,4215,254,648,7885,7885,0,0,0,34,55,2390,113,7,0,0,455,163,308,0,0,378,13,0,52,106,878,33,565,2166,1675,420,0,0,0,130,729,"65"
"650107",2640,7112,1342,1107,1415,90,253,8.14924242424242,107,74,2309,7112,7112,6935,7069,7112,7112,7112,7112,7112,7112,7112,719,2109,27,23,6686,6631,3559,7112,7107,7112,7112,7112,3580,351,704,7112,7112,0,0,0,4,6,186,246,2,0,2,175,14,18,5,0,246,0,0,12,160,131,2,1531,1124,774,254,0,0,0,129,190,"65"
"650108",3570,10955,2710,2109,2136,99,194,8.15966386554622,192,159,4557,10939,10939,10627,10865,10939,10939,10939,10939,10939,10939,10939,1492,4216,102,24,10287,10224,5340,10955,10926,10942,10955,10955,5346,344,564,10943,10943,0,5,5,11,9,246,118,8,0,0,20,0,17,18,0,344,6,0,96,228,524,43,1191,1907,1790,331,13,0,0,27,16,"65"
"650109",1380,4174,1155,852,867,69,177,8.9036231884058,73,67,1816,4174,4174,4050,4167,4174,4174,4174,4174,4174,4174,4174,660,1493,0,0,3928,3883,2120,4174,4160,4174,4174,4174,2121,265,450,4174,4174,0,0,0,0,2,1999,1,0,0,0,13,0,1,4,0,284,0,0,1,12,35,0,448,381,324,0,0,0,0,0,4,"65"
"650110",1384,3823,1038,748,884,102,373,8.31936416184971,113,81,1487,3823,3823,3708,3799,3823,3823,3823,3823,3823,3823,3823,483,1301,124,93,3518,3498,1946,3807,3823,3823,3823,3823,1961,286,875,3823,3823,8,22,0,0,40,875,4,0,0,0,417,28,2,11,0,127,13,0,18,70,966,27,199,1113,918,0,0,2,0,40,0,"65"
"650111",5364,11734,2268,1845,2542,55,178,8.26510067114094,24,24,2915,11734,11734,11265,11285,11734,11734,11734,11734,11734,11734,11734,889,2655,5,23,10622,10541,5527,11734,11730,11734,11734,11734,5532,240,566,11734,11734,0,0,0,0,6,0,206,3,0,0,9,0,4,3,0,293,0,0,9,312,1177,0,248,609,421,0,0,0,0,1,0,"65"
"650112",1028,3012,883,648,644,69,450,8.33171206225681,193,153,1358,3012,3012,2916,2966,3012,3012,3012,3012,3012,3012,3012,390,1081,0,2,2778,2727,1590,3012,3012,3012,3012,3012,1616,228,1137,3012,3012,0,0,0,0,0,780,32,2,0,0,0,5,0,4,0,172,0,0,22,56,192,55,0,1157,777,0,0,0,0,0,0,"65"
"650113",3490,10312,3445,2694,2158,127,670,8.02464183381089,55,45,3924,10312,10312,10015,10256,10312,10312,10312,10312,10312,10312,10312,1176,3194,61,5,9671,9570,5367,10291,10308,10312,10312,10312,5373,390,1881,10312,10312,0,0,0,4,11,1516,126,4,0,3,490,36,855,6,7,960,4,0,44,127,277,1169,2624,2395,1880,778,6,5,0,1046,3444,"65"
"650114",2461,6467,808,670,1051,31,689,8.78464039008533,7,7,1588,6467,6467,6180,6424,6467,6467,6467,6467,6467,6467,6467,413,1570,24,8,6199,6156,2774,6467,6467,6467,6467,6467,2793,112,1841,6467,6467,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,102,7,244,143,164,0,0,0,0,1,8,"65"
"650115",1851,4879,957,753,1041,113,385,7.91085899513776,45,20,1580,4879,4879,4716,4870,4879,4879,4879,4879,4879,4879,4879,536,1454,91,0,4509,4453,2474,4879,4878,4879,4879,4879,2482,369,955,4879,4879,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,355,0,0,0,37,142,4,16,862,638,3,0,0,0,3,0,"65"
"650116",1555,4027,1204,827,985,54,132,8.9967845659164,111,29,1262,4027,4027,3898,4017,4027,4027,4027,4027,4027,4027,4027,369,1037,0,10,3660,3626,2227,4027,4027,4027,4027,4027,2232,150,363,4027,4027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"65"
"650117",6892,13970,2078,1763,2588,106,763,8.48476494486361,134,100,3225,13970,13970,12935,13075,13970,13970,13970,13970,13970,13970,13970,924,2991,72,19,12758,12653,5512,13832,13946,13966,13970,13968,5530,378,1844,13969,13967,0,9,4,43,65,1265,232,17,6,0,101,41,97,20,5,467,0,0,52,360,433,304,2310,1885,1419,662,7,0,3,1927,318,"65"
"650118",3670,9259,1974,1594,2020,97,124,8.25722070844687,31,11,2745,9259,9259,8962,8973,9259,9259,9259,9259,9259,9259,9259,850,2509,86,18,8460,8362,4676,9259,9234,9259,9259,9259,4709,355,382,9259,9259,0,0,0,2,4,3,22,8,0,0,7,2,10,10,0,567,0,0,11,10,51,28,1965,1123,971,68,0,0,0,102,10,"65"
"650119",1126,3746,1205,930,730,70,347,7.91918294849023,127,110,1523,3746,3746,3654,3697,3746,3746,3746,3746,3746,3746,3746,451,1327,34,0,3588,3569,1815,3746,3746,3746,3746,3746,1817,245,950,3746,3746,0,0,0,0,4,481,40,12,0,0,21,5,8,13,0,119,0,0,40,294,564,4,1805,1352,1203,160,2,0,0,55,15,"65"
"650120",824,2723,810,616,529,50,382,9.08495145631068,9,9,1100,2723,2723,2679,2723,2723,2723,2723,2723,2723,2723,2723,299,973,3,0,2598,2582,1498,2723,2723,2723,2723,2723,1502,193,1159,2723,2723,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,225,0,0,7,0,0,0,6,2,246,0,0,0,0,0,12,"65"
"650151",5345,12537,2038,1656,3896,90,933,8.07184284377923,175,151,2537,12537,12537,12213,12222,12537,12537,12537,12532,12537,12537,12537,609,2540,61,0,11000,10860,7709,12537,12516,12530,12537,12537,7735,331,1976,12537,12537,0,0,0,87,207,536,554,30,4,4,495,75,244,22,6,147,0,0,50,640,1223,1162,3029,1002,859,565,21,0,0,618,182,"65"
"650154",370,844,233,188,274,24,222,8.66216216216216,0,0,223,844,844,823,843,844,844,844,844,844,844,844,61,209,0,0,703,684,540,844,844,844,844,844,545,80,441,844,844,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,"65"
"650201",2153,5193,2021,1363,1708,120,419,8.55689735253135,110,110,1479,5193,5193,5126,5177,5193,5193,5193,5193,5193,5193,5193,382,1441,12,23,4332,4249,3071,5193,5193,5193,5193,5193,3077,310,930,5193,5193,0,0,0,83,164,221,124,0,0,3,43,5,29,0,0,130,0,0,11,69,93,57,64,1852,1459,59,4,0,0,11,15,"65"
"650202",4021,10618,4590,3499,2136,108,131,7.99204178065158,39,36,4074,10618,10618,10249,9251,10618,10618,10618,10618,10618,10618,10618,1147,3836,91,0,9522,9426,4608,10618,10609,10618,10618,10618,4635,336,326,10614,10613,0,10,0,27,123,3340,35,4,59,125,571,71,17,16,7,920,10,0,223,475,688,16,985,2117,1595,201,5,1,0,25,7,"65"
"650203",1975,5240,1843,1666,937,37,180,8.31240506329114,98,51,2239,5240,5240,4916,5175,5240,5240,5240,5240,5240,5240,5240,759,2004,14,25,4809,4742,2087,5177,5231,5239,5239,5239,2090,109,479,5235,5235,0,0,0,8,32,44,13,21,4,4,24,20,10,2,0,502,0,0,90,155,206,149,13,1395,1184,227,0,0,0,0,0,"65"
"650204",2789,6059,2015,1480,1490,90,198,7.98529939046253,152,124,1722,6059,6059,5808,4311,6059,6059,6059,6059,6058,6058,6058,544,1481,24,9,5211,5173,2726,6059,6058,6058,6058,6058,2734,248,436,6054,6053,0,0,0,55,378,245,4,34,30,8,663,0,138,21,0,181,11,0,167,206,299,7,2150,1448,1222,43,9,0,0,0,9,"65"
"650205",1772,4364,2095,1523,1133,108,322,7.60948081264108,69,41,1224,4364,4364,4232,4344,4364,4364,4364,4364,4364,4364,4364,303,1197,11,7,3815,3754,2177,4311,4364,4364,4364,4364,2177,311,816,4364,4364,0,0,0,17,9,10,8,0,81,98,21,0,30,3,0,94,9,0,25,30,37,171,1559,1039,693,126,0,1,0,1,7,"65"
"650206",764,2223,1258,937,546,61,157,8.11387434554974,55,39,830,2223,2223,2193,2200,2223,2223,2223,2223,2223,2223,2223,284,706,23,0,1994,1973,1078,2223,2221,2223,2223,2223,1088,181,399,2223,2223,0,0,0,3,3,32,50,1,0,0,3,0,0,0,0,67,0,0,20,48,209,13,294,566,544,0,0,0,0,0,7,"65"
"650207",574,2071,1256,923,389,31,98,7.09407665505227,13,9,899,2071,2071,2013,2071,2071,2071,2071,2071,2071,2071,2071,214,757,0,0,2011,2000,1144,2071,2067,2071,2071,2071,1149,113,344,2071,2071,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,154,0,0,0,0,1,19,599,85,95,0,0,0,0,0,0,"65"
"650208",1205,3773,1588,1143,848,80,238,8.2954356846473,157,140,1655,3773,3773,3741,3680,3773,3773,3773,3773,3773,3773,3773,494,1418,54,13,3516,3470,2117,3773,3763,3773,3773,3773,2119,280,715,3773,3773,0,4,0,222,392,169,35,19,91,5,195,0,14,9,0,94,0,3,27,124,163,28,0,880,928,98,0,0,0,0,0,"65"
"650209",1828,5351,1394,1038,967,34,49,9.97592997811816,0,0,2013,5351,5351,5184,5351,5351,5351,5351,5351,5351,5351,5351,548,1845,12,0,5033,4999,2457,5351,5339,5351,5351,5351,2469,108,107,5351,5351,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,345,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,"65"
"650210",1401,4232,1835,1258,832,97,143,7.88008565310493,155,107,1877,4232,4232,4166,4224,4232,4232,4232,4232,4232,4232,4232,513,1711,103,0,3918,3883,1953,4232,4232,4232,4232,4232,1961,274,422,4232,4232,0,0,0,14,92,103,51,13,16,19,424,30,348,0,0,268,12,0,118,79,273,53,55,1898,1672,310,0,0,0,3,0,"65"
"650211",1322,4116,1921,1734,694,61,135,8.4553706505295,127,69,2212,4116,4116,3966,4040,4116,4116,4116,4116,4116,4116,4116,773,1937,74,16,3769,3713,1623,3868,4110,4116,4116,4116,1636,196,329,4116,4116,0,5,0,104,247,223,213,104,0,0,464,0,102,5,0,415,6,0,54,88,408,96,711,1652,1689,136,0,0,0,0,8,"65"
"650301",815,2875,1199,1022,393,57,60,7.63680981595092,147,91,1546,2875,2875,2803,2813,2875,2875,2875,2873,2875,2875,2875,447,1420,55,32,2756,2747,1050,2875,2858,2875,2875,2875,1055,209,171,2875,2875,0,4,0,2,0,729,17,4,2,1,161,23,78,0,0,24,9,0,93,14,108,120,134,1379,1184,5,0,0,0,13,7,"65"
"650302",1259,3851,2112,1446,765,129,182,8.659253375695,116,97,1698,3851,3851,3778,3801,3851,3851,3851,3851,3851,3851,3851,392,1525,20,23,3573,3549,1701,3851,3819,3851,3851,3851,1726,411,511,3851,3851,0,9,0,0,0,2447,9,0,2,0,0,0,0,0,0,22,3,0,7,0,31,0,6,1853,1403,1,0,0,0,0,0,"65"
"650303",1269,4007,1889,1627,645,93,204,8.25925925925926,124,84,1989,4007,4007,3896,3936,4007,4007,4007,4007,4007,4007,4007,589,1778,38,2,3746,3725,1484,4007,4007,4007,4007,4007,1484,318,562,4007,4007,0,42,0,0,5,3538,3,0,0,0,2,0,0,0,0,76,0,0,52,13,187,41,3,1911,1748,2,0,0,0,0,0,"65"
"650304",1912,5791,2615,2333,935,124,213,7.65794979079498,98,63,2815,5791,5791,5590,5663,5791,5791,5791,5786,5791,5791,5791,819,2559,14,21,5404,5374,2376,5791,5776,5791,5791,5791,2390,384,570,5791,5791,0,0,0,194,109,3142,13,18,0,0,146,15,226,0,0,236,0,0,13,22,293,49,217,3040,2171,0,0,0,0,0,0,"65"
"650305",1783,6174,2381,2189,631,68,101,8.58160403813797,397,284,3851,6174,6174,5404,5985,6174,6174,6174,6174,6174,6174,6174,1578,3372,127,32,5936,5909,1615,6174,6161,6172,6172,6172,1625,226,274,6172,6172,0,0,0,0,2,115,0,8,0,0,54,0,13,0,0,131,14,0,213,10,20,201,550,1350,1327,0,2,5,2,0,0,"65"
"650306",1106,3505,1743,1292,596,80,115,8.01356238698011,88,67,1476,3505,3505,3439,3492,3505,3505,3505,3505,3505,3505,3505,331,1422,53,4,3365,3348,1543,3505,3457,3505,3505,3505,1555,277,329,3505,3505,0,0,0,0,0,637,0,4,0,0,1,6,0,0,0,97,0,0,42,25,90,45,27,961,1246,0,0,0,0,0,0,"65"
"650351",1309,3720,1603,1052,832,90,284,8.25974025974026,98,78,1413,3720,3720,3643,3627,3720,3720,3720,3720,3720,3720,3720,373,1299,9,17,3421,3392,1759,3720,3706,3720,3720,3720,1786,304,739,3720,3720,0,0,0,0,0,1620,46,0,0,0,0,0,3,0,0,48,0,0,8,129,262,96,149,1164,1040,33,0,0,0,5,0,"65"
"650401",3250,9888,2683,2097,1931,190,1056,8.50030769230769,383,291,4672,9888,9888,9513,9845,9888,9888,9888,9888,9888,9888,9888,1470,4013,26,0,9258,9176,4572,9888,9888,9888,9888,9888,4606,624,2853,9888,9888,0,0,0,31,71,235,386,15,0,0,63,11,22,4,4,4,5,0,75,163,621,4,948,2257,2364,136,0,0,0,98,11,"65"
"650402",1107,3325,1049,851,718,116,343,8.56007226738934,121,70,1509,3325,3325,3248,3317,3325,3325,3325,3325,3325,3325,3325,495,1340,31,0,3048,2997,1745,3325,3323,3325,3325,3325,1762,330,862,3325,3325,0,0,0,2539,8,2,20,0,0,0,0,0,0,3,0,5,12,0,2,149,598,1,182,1031,900,32,0,0,0,0,0,"65"
"650403",1330,4422,1154,961,902,131,141,8.01578947368421,197,139,2095,4422,4422,4318,4342,4420,4420,4420,4420,4420,4420,4420,595,1852,52,0,4164,4127,2220,4412,4395,4420,4420,4420,2243,444,436,4420,4419,0,0,6,20,502,47,40,10,0,0,1217,223,12,3,5,0,0,0,128,108,322,8,1127,1806,1796,73,12,6,0,17,170,"65"
"650404",1136,3702,1127,847,757,74,168,8.28169014084507,115,92,1624,3702,3702,3577,3672,3702,3702,3702,3700,3702,3702,3702,501,1495,55,5,3509,3471,1927,3702,3696,3702,3702,3702,1939,306,497,3702,3702,0,0,0,6,57,2,104,2,2,2,141,0,10,8,0,18,3,0,11,49,316,14,641,1419,1037,4,0,0,0,0,6,"65"
"650405",2165,6877,2015,1512,1292,138,380,8.12240184757506,113,51,3297,6877,6877,6712,6815,6877,6877,6877,6877,6877,6877,6877,964,2930,89,40,6434,6329,3350,6871,6863,6877,6877,6877,3358,496,1181,6877,6877,0,5,0,405,107,321,177,5,4,0,401,26,75,20,0,0,0,0,130,354,538,25,687,2780,2505,180,5,2,0,35,17,"65"
