"amphur_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
4401,36687,109528,33069,25326,20602,1180,2004,8.34952435467604,1656,1347,41009,109525,109525,106307,107898,109528,109528,109528,109528,109523,109523,109523,13127,36739,622,83,104004,102635,56912,109523,109428,109516,109516,109516,57057,4580,6995,109521,109522,20,14,7,245,14,202,383,25,15,15,247,96,94,29,5,2967,10,0,105,762,1464,1065,7801,19034,13508,162,16,0,0,2019,40,"44"
4402,6598,22673,8669,6685,4371,325,606,8.73188845104577,751,574,10019,22673,22673,22413,22515,22673,22673,22673,22673,22673,22673,22673,3471,8374,171,14,21547,21290,12824,22673,22633,22673,22673,22673,12840,1216,2080,22673,22673,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,13,0,0,0,0,10,53,51,3718,3580,0,0,4,0,0,0,"44"
4403,27061,95786,25449,20679,17172,1414,1969,8.20815934370496,1964,1474,42547,95786,95786,94584,95259,95786,95786,95786,95780,95786,95786,95786,13173,38290,1282,132,91956,91197,51510,95782,94546,95752,95752,95752,51762,5654,7130,95752,95751,0,33,4,208,201,216,402,24,3,2,169,479,119,7,4,1218,41,0,93,233,291,380,1607,13583,15223,26,50,0,10,49,316,"44"
4404,20693,64038,23923,17699,10918,593,850,8.99449089063935,1013,669,25378,64034,64034,61744,62632,64038,64038,64038,64038,64038,64038,64038,7989,22608,688,3,61666,60538,33011,64038,63981,64036,64036,64035,33070,2441,3210,64036,64038,0,0,0,746,137,8,47,7,0,0,307,4,11,0,0,1959,8,0,66,29,436,0,749,12543,9913,0,7,12,0,6,12,"44"
4405,13990,48252,17750,12933,8657,705,769,8.47455325232309,1639,1437,21341,48246,48246,47488,47765,48252,48252,48252,48247,48249,48249,48249,6663,18978,603,43,46314,45891,25880,48252,48113,48239,48239,48239,25991,2780,2710,48239,48234,0,5,2,104,24,3527,24,8,0,0,30,0,50,17,2,10,0,0,26,536,605,286,1127,11298,11406,87,10,2,0,0,1,"44"
4406,24436,82653,26737,21450,15617,826,752,8.41618922900638,1411,1023,36026,82653,82653,81535,82234,82653,82653,82653,82651,82653,82653,82653,11223,32131,923,40,78610,77823,45041,82653,82576,82653,82653,82652,45161,3147,2573,82653,82653,0,19,0,1194,280,1013,54,42,22,21,1682,69,191,11,0,55,13,0,82,577,900,377,3043,21614,21389,0,0,6,6,1,659,"44"
4407,12800,43752,17737,12716,7946,466,492,8.566484375,1245,960,19394,43752,43752,43259,43459,43752,43752,43752,43752,43752,43752,43752,5769,17598,553,27,41593,41021,22755,43635,43690,43746,43746,43746,22820,1808,1775,43752,43750,0,3,2,17,15,81,73,15,0,0,131,11,161,5,6,580,10,0,78,80,182,212,706,11850,12437,39,6,9,0,5,19,"44"
4408,18278,59336,20281,14737,10618,588,788,8.38368530473794,868,682,25793,59336,59336,58285,59074,59336,59336,59336,59336,59336,59336,59336,7904,23630,715,13,56260,55621,30514,59336,59256,59336,59336,59336,30620,2283,2692,59336,59336,9,17,0,45,267,343,95,35,7,12,581,63,107,19,0,4003,50,0,310,1175,753,1167,3458,14516,13594,376,15,9,0,0,2238,"44"
4409,25007,86840,31981,23187,17136,1855,2147,8.63618186907666,2691,2244,36004,86840,86840,85605,85885,86840,86840,86840,86840,86840,86840,86840,10703,32816,1739,29,82790,81816,50500,86840,86713,86840,86840,86840,50785,7374,8121,86837,86837,0,8,5,114,170,2537,46,42,0,0,92,20,7,17,0,4546,0,7,89,307,297,963,1270,56940,23341,94,4,10,0,0,16,"44"
4410,7853,29347,10535,8111,5243,457,445,8.42340506812683,615,454,14233,29347,29347,29060,29242,29347,29347,29347,29346,29347,29347,29347,4541,12835,703,18,28269,28006,16316,29337,29251,29347,29347,29347,16384,1858,1715,29347,29347,0,0,0,6,0,1212,0,3,5,5,0,0,1,0,0,642,33,0,9,0,0,109,27,11424,7715,0,0,0,0,0,106,"44"
4411,6970,23037,12195,8727,4841,622,791,8.25982783357245,694,596,11198,23037,23037,22846,22860,23037,23037,23037,23037,23037,23037,23037,3463,9735,608,6,21251,20748,13049,23037,23030,23037,23037,23037,13131,2273,2493,23037,23037,0,5,0,0,0,0,0,47,0,0,0,0,0,0,0,51,0,0,3,0,0,102,0,7093,4849,0,0,0,0,0,0,"44"
4412,8123,32621,10844,8439,4965,339,646,8.00443186015019,1150,865,16063,32621,32621,32261,32162,32621,32621,32621,32601,32621,32621,32621,5333,14011,461,58,31873,31753,16965,32511,32518,32621,32621,32621,17067,1490,2623,32621,32621,0,18,0,3826,399,280,127,410,0,0,2138,533,18,14,0,0,15,0,0,18,0,152,0,9721,10432,0,0,13,0,0,0,"44"
4413,5448,20810,7665,5577,3512,198,217,8.95686490455213,570,458,10078,20810,20810,20585,20758,20810,20810,20810,20810,20810,20810,20810,3108,9135,17,4,20222,20130,11388,20810,20808,20810,20810,20810,11454,845,919,20810,20810,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,65,0,0,0,0,0,118,12,8887,4186,0,0,0,0,0,0,"44"
