"tumbol_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"360102",659,1337,339,284,215,15,5,8.99848254931715,28,28,413,1337,1337,1285,1319,1337,1337,1337,1337,1337,1337,1337,160,348,3,0,1205,1199,501,1337,1337,1337,1337,1337,501,60,10,1337,1337,0,0,0,8,2,4,14,0,0,0,12,2,8,4,0,48,0,0,0,4,0,0,448,442,359,3,0,0,0,0,5,"36"
"360103",1759,5803,1997,1634,1324,117,84,8.3564525298465,50,45,2285,5803,5803,5743,5790,5803,5803,5803,5803,5803,5803,5803,708,2129,56,0,5489,5438,3574,5803,5800,5803,5803,5803,3574,389,303,5803,5803,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,25,0,0,0,0,0,0,1403,1231,1282,0,0,0,0,0,0,"36"
"360104",2496,7317,2619,2064,1686,156,54,9.65144230769231,34,0,2656,7317,7317,7223,7248,7317,7317,7317,7317,7317,7317,7317,850,2291,20,2,6748,6681,4202,7317,7313,7317,7317,7317,4226,570,217,7317,7317,0,0,0,1,0,0,3,0,0,0,0,24,3,0,0,273,0,0,26,7,10,0,459,732,941,0,0,0,0,0,28,"36"
"360105",2756,8271,3069,2368,1853,897,546,8.09397677793904,172,112,3748,8271,8271,8103,7140,8271,8271,8271,8271,8271,8271,8271,1261,3344,325,0,7542,7394,4673,8271,8271,8271,8271,8269,4703,2354,1543,8271,8271,0,0,0,0,0,8,12,5,0,0,0,20,41,0,0,103,0,0,3,0,396,0,54,926,1276,1,0,0,0,0,93,"36"
"360106",2642,7718,3448,2661,2019,336,211,8.59689629068887,14,8,2675,7718,7718,7646,7710,7718,7718,7718,7718,7718,7718,7718,864,2385,36,0,7048,6925,4816,7718,7713,7718,7718,7717,4855,1053,659,7718,7718,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,479,0,0,2,28,36,0,646,920,899,0,0,0,0,0,11,"36"
"360107",2369,8406,3204,2495,1751,195,178,7.99620092866188,109,90,3517,8406,8406,8297,8334,8406,8406,8406,8406,8406,8406,8406,1209,3093,93,0,8043,8001,5122,8406,8403,8406,8406,8406,5150,685,679,8406,8406,0,0,0,3967,27,69,28,8,0,1,28,4,42,3,0,0,0,0,20,32,269,0,1083,2869,2381,32,0,3,0,3,28,"36"
"360108",2082,6787,2515,1947,1488,227,86,7.9462055715658,106,78,2618,6787,6787,6715,6762,6787,6787,6787,6787,6787,6787,6787,939,2322,11,0,6424,6374,4033,6787,6773,6787,6787,6787,4053,736,296,6787,6787,0,0,0,0,147,5,0,4,0,2,43,0,10,2,0,480,0,0,11,3,41,0,451,856,926,6,0,0,0,28,1693,"36"
"360109",1734,5986,2152,1721,1485,249,129,7.98904267589389,3,3,1999,5986,5986,5945,5977,5986,5986,5986,5986,5986,5986,5986,685,1724,10,14,5713,5660,4099,5986,5984,5986,5986,5986,4107,862,425,5986,5986,0,0,0,0,0,0,6,3,4,0,8,2,8,3,0,377,0,0,42,3,1,0,1408,1211,1087,4,0,0,0,0,2,"36"
"360110",2010,6013,2050,1655,1376,263,207,8.22537313432836,99,68,2128,6013,6013,5878,5958,6013,6013,6013,6013,6013,6013,6013,703,1962,170,0,5594,5534,3703,6013,6012,6013,6013,6013,3742,1003,739,6013,6013,0,0,6,2805,12,154,36,0,0,0,9,8,5,0,12,0,10,0,21,129,426,0,181,1625,1502,74,0,0,0,0,14,"36"
"360111",1609,5137,1953,1581,1079,101,137,8.54568054692355,52,33,2087,5137,5137,5055,5129,5137,5137,5137,5137,5137,5137,5137,793,1820,0,0,4867,4835,2870,5137,5136,5137,5137,5137,2880,376,519,5137,5136,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,377,0,0,4,25,82,0,462,1633,1400,0,0,5,0,1,8,"36"
