"province_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT"
11,25934,55511,8029,6601,2385,1832,0,3947,27,1.21529791460696,0,8,0,1003,526,493,1130,228,31,16,1776,509,622,113,12,174,4,0,52,797,3235,255,2496,841,900,87,17,10,1,256,374
12,7815,24552,4040,3324,874,273,0,2548,8,1.06763623282435,0,0,0,137,201,250,711,2,0,3,271,38,60,5,0,98,0,0,19,464,2222,44,1273,366,487,112,8,3,0,125,48
13,10855,29523,5510,4470,1283,1111,0,3057,9,1.03569318458277,0,0,0,604,672,255,377,175,19,22,1049,74,432,91,2,110,0,0,49,675,2280,568,2082,804,783,100,8,1,1,75,196
14,10425,34762,9454,7798,708,966,0,6544,30,1.57029370009766,1,0,4,47,160,261,526,99,65,10,825,324,84,6,0,194,6,0,74,1422,5668,28,2357,2433,1618,240,26,4,0,103,47
15,7701,23857,6510,5391,805,886,0,4138,4,2.71181154645191,0,1,0,211,64,341,581,63,2,0,850,46,137,6,0,69,1,0,61,750,2716,1063,1859,1069,1222,106,0,4,0,14,12
16,15633,47637,13857,11667,4009,2843,0,6742,100,2.53435950238187,4,31,13,1440,1336,4373,1867,212,25,41,2657,180,754,16,12,421,21,1,363,1613,5388,242,3340,3184,3527,646,89,22,18,244,420
17,2769,8282,2651,2081,387,118,0,1700,1,1.4789808464518,0,0,0,142,30,253,227,4,0,0,116,7,10,1,0,54,0,0,34,314,1481,68,340,424,471,70,0,1,0,6,6
18,4822,14161,4648,3629,133,591,0,2983,16,1.51042186927713,1,2,1,5,6,62,124,102,223,107,219,72,85,1,1,29,3,0,64,202,2236,642,778,721,894,6,9,7,0,11,0
19,9094,29397,6537,5274,1193,1300,0,3591,36,1.33387625857067,0,6,0,271,356,598,770,147,48,17,1212,296,620,14,3,133,0,0,117,921,2767,240,1614,1409,1295,253,24,12,2,72,156
20,10482,29829,5147,4297,1083,524,0,3154,25,0.737962385729178,3,2,0,123,285,202,718,106,38,19,437,123,220,14,4,142,1,1,75,620,2663,112,1431,786,784,165,25,0,0,256,48
