"tumbol_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"170102",970,2258,590,489,625,34,38,9.31958762886598,41,27,532,2258,2258,2220,2258,2258,2258,2258,2258,2258,2258,2258,166,497,0,0,2033,2013,1302,2258,2258,2258,2258,2258,1309,111,103,2258,2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17"
"170103",876,2433,603,472,739,66,182,8.56392694063927,5,0,778,2433,2433,2413,2433,2433,2433,2433,2433,2433,2433,2433,256,793,16,0,2160,2104,1546,2433,2433,2433,2433,2433,1557,199,464,2433,2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,3,0,65,54,0,0,0,0,0,0,"17"
"170104",1357,3873,923,735,958,89,47,9.18938835666912,0,0,882,3873,3873,3799,3864,3873,3873,3873,3873,3873,3873,3873,161,981,0,0,3645,3614,2422,3873,3873,3873,3873,3873,2430,329,129,3873,3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17"
"170105",1200,3939,1153,936,1015,128,91,8.32666666666667,85,65,1718,3939,3939,3884,3931,3939,3939,3939,3939,3939,3939,3939,533,1527,43,0,3726,3699,2526,3939,3939,3939,3939,3939,2531,470,322,3939,3939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,546,637,0,0,0,0,0,0,"17"
"170106",1591,3265,774,636,919,33,78,9.45820238843495,55,35,557,3265,3265,3139,3265,3265,3265,3265,3265,3265,3265,3265,129,549,0,14,2848,2808,1625,3265,3265,3265,3265,3265,1643,101,182,3265,3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17"
"170107",948,2650,690,561,704,22,27,8.90611814345992,33,22,785,2650,2650,2587,2649,2650,2650,2650,2650,2650,2650,2650,277,641,139,10,2453,2423,1626,2650,2650,2650,2650,2650,1626,84,82,2650,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17"
"170108",1500,4285,1282,1002,1016,15,51,8.89533333333333,29,29,1274,4285,4285,4213,4283,4285,4285,4285,4285,4285,4285,4285,312,1296,4,20,4021,3961,2580,4285,4285,4285,4285,4285,2584,54,158,4285,4285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,25,125,0,0,0,0,0,0,"17"
"170151",3875,9398,1471,1193,2988,122,333,8.70683870967742,131,99,2532,9398,9398,9153,9391,9398,9398,9398,9398,9398,9398,9398,726,2339,6,178,8126,7985,5970,9398,9395,9398,9398,9397,6014,398,845,9398,9398,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,201,0,0,2,0,0,47,6,112,68,0,0,0,0,0,0,"17"
"170201",993,2884,697,562,707,51,267,8.27089627391742,29,20,942,2884,2884,2825,2814,2884,2884,2884,2884,2884,2884,2884,270,995,47,3,2664,2622,1573,2884,2820,2884,2884,2884,1578,189,691,2883,2884,0,0,0,3,6,661,1,0,0,0,12,8,8,0,0,3,7,0,13,317,506,15,967,534,454,100,0,0,0,4,6,"17"
"170202",1736,4569,1076,836,1304,25,33,8.12384792626728,69,56,1287,4569,4569,4467,4412,4564,4564,4564,4568,4568,4569,4567,341,1158,45,0,4107,4047,2775,4569,4546,4569,4569,4569,2789,87,94,4569,4569,0,0,0,0,0,95,0,1,0,0,0,0,0,0,0,0,0,0,0,105,239,7,252,268,257,8,0,0,0,3,0,"17"
"170203",1079,2981,668,516,930,55,185,8.18999073215941,71,60,1018,2981,2981,2921,2966,2981,2981,2981,2981,2981,2981,2981,258,934,8,2,2647,2565,1985,2981,2972,2981,2981,2981,2011,148,472,2981,2981,0,0,0,3,6,641,9,0,0,0,2,32,2,0,0,0,0,0,6,54,278,13,600,510,651,23,0,0,0,1,89,"17"
"170204",1064,2951,715,577,964,48,69,7.63627819548872,18,18,770,2951,2951,2895,2930,2951,2951,2951,2948,2951,2951,2951,148,758,14,11,2643,2612,1954,2951,2949,2949,2949,2949,1961,149,198,2949,2949,0,5,0,0,0,62,0,1,0,0,4,0,0,1,0,5,0,0,3,112,404,58,542,294,189,93,0,0,2,11,0,"17"
"170205",423,1348,435,334,346,25,70,8.45862884160757,43,34,513,1348,1348,1329,1348,1348,1348,1348,1348,1348,1348,1348,173,465,0,0,1270,1253,865,1348,1342,1348,1348,1348,872,96,202,1348,1348,0,0,0,0,0,192,5,0,0,0,0,4,4,2,0,0,0,0,42,128,228,0,308,184,149,6,0,3,0,0,19,"17"
"170206",804,1324,479,360,520,5,2,7.77985074626866,4,4,163,1324,1324,1272,1324,1324,1324,1324,1324,1324,1324,1324,35,170,0,4,964,960,763,1324,1320,1324,1324,1324,763,12,6,1324,1324,0,0,0,16,11,216,9,0,0,0,31,21,24,3,0,7,0,0,2,0,19,0,583,27,42,0,0,0,0,0,15,"17"
"170207",1091,3168,968,752,775,34,80,8.012832263978,9,0,868,3168,3168,3123,3117,3168,3168,3168,3168,3168,3168,3168,228,848,105,0,2973,2935,1932,3168,3168,3168,3168,3168,1947,118,245,3168,3168,0,0,0,7,64,2431,149,0,0,0,35,0,4,0,0,7,0,0,0,16,212,4,274,643,730,0,0,0,0,0,2,"17"
