"tumbol_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"950102",1512,6575,2075,1574,782,66,46,8.89550264550265,473,386,4294,6575,6575,6338,6469,6575,6575,6575,6558,6575,6575,6575,1808,3868,209,66,6466,6413,2831,6575,6484,6575,6575,6575,2831,325,171,6575,6575,0,0,0,0,0,107,55,13,22,32,149,14,149,3,5,24,10,12,418,893,288,110,2387,24,3360,37,0,0,0,9,191,"95"
"950103",1362,4313,1104,849,776,72,218,8.53010279001468,82,27,2122,4313,4313,4055,4163,4313,4313,4313,4313,4313,4313,4313,823,1919,177,7,4018,3980,1830,4313,4244,4313,4313,4313,1839,254,581,4313,4313,0,0,0,2,0,2,55,9,0,0,24,8,11,15,0,132,0,0,83,69,150,0,1788,405,1470,3,2,0,0,8,50,"95"
"950104",1236,4307,1242,861,554,45,42,7.79773462783171,156,127,2395,4307,4307,4073,4287,4307,4307,4307,4307,4307,4307,4307,983,2261,53,0,4170,4150,1640,4307,4304,4307,4307,4307,1659,193,146,4307,4307,0,0,0,0,0,2,202,5,0,0,8,774,3,0,0,109,0,0,153,8,104,4,1123,39,2262,0,0,0,0,0,0,"95"
"950106",600,2255,661,506,248,27,5,7.81833333333333,92,57,1432,2255,2255,2054,2215,2255,2255,2255,2255,2255,2255,2255,590,1318,53,11,2184,2166,746,2255,2253,2255,2255,2255,749,108,21,2255,2255,6,0,0,3,13,0,5,0,0,0,5,0,0,0,0,235,0,11,13,27,1,127,750,0,802,0,0,0,0,0,0,"95"
"950108",1247,4962,1355,1040,600,63,114,8.33360064153969,117,76,3060,4962,4962,4636,4789,4962,4962,4962,4962,4962,4962,4962,1274,2815,196,54,4856,4817,2068,4962,4957,4962,4962,4962,2076,283,464,4962,4962,0,0,62,19,17,30,7,66,0,0,661,50,131,14,0,220,0,0,267,30,30,110,1637,64,2485,24,0,0,0,21,1,"95"
"950109",1463,5240,1614,1133,863,63,49,8.71633629528366,225,181,2694,5240,5240,4958,5141,5240,5240,5240,5237,5240,5240,5240,1084,2368,133,14,5044,5009,2390,5240,5239,5240,5240,5240,2390,229,147,5240,5239,0,0,7,28,258,205,88,25,0,0,202,0,177,9,0,0,5,6,54,187,176,341,1484,252,1559,8,0,10,0,21,24,"95"
"950110",682,2068,600,449,415,18,55,8.39882697947214,14,7,904,2068,2068,1941,1944,2068,2068,2068,2068,2068,2068,2068,250,908,165,0,1923,1896,911,2068,2068,2068,2068,2068,916,63,114,2068,2068,0,0,0,6,0,3,11,0,0,0,4,477,11,3,0,131,0,0,24,28,200,0,325,314,1050,14,1,3,0,0,3,"95"
"950111",1162,3832,1357,960,816,114,136,8.22977624784854,89,50,1752,3832,3832,3706,3803,3832,3832,3832,3832,3832,3832,3832,666,1521,120,0,3546,3513,2035,3832,3826,3832,3832,3832,2054,418,397,3832,3832,5,5,0,0,12,144,125,0,0,11,90,10,2,2,7,0,8,0,19,128,488,25,980,897,1452,83,0,0,0,83,0,"95"
"950112",1013,3848,1187,877,452,33,5,7.72655478775913,129,91,2343,3848,3848,3583,3771,3848,3848,3848,3839,3848,3848,3848,1004,2195,69,0,3752,3734,1543,3848,3832,3842,3842,3842,1555,132,16,3842,3842,0,7,32,40,51,1,29,38,6,27,65,23,10,8,7,259,0,0,91,80,51,47,1391,4,1075,0,6,0,0,1,42,"95"
"950114",967,4265,1289,955,535,55,57,7.89865563598759,266,211,2640,4265,4265,4085,4207,4265,4265,4265,4265,4265,4265,4265,1063,2511,60,23,4173,4155,1871,4265,4261,4265,4265,4265,1885,263,256,4265,4265,10,0,0,4,432,0,22,7,7,7,608,19,13,8,8,3,0,0,140,242,91,0,1010,0,1962,2,6,0,0,0,60,"95"
"950115",1317,4307,1505,1086,520,48,57,7.91268033409263,349,275,2473,4307,4307,3943,4242,4307,4307,4307,4307,4307,4307,4307,917,2330,131,16,4151,4126,1406,4307,4297,4307,4307,4307,1422,179,205,4307,4307,0,0,0,100,32,285,6,53,3,3,1572,16,414,14,58,3,0,6,308,655,147,64,1712,0,2323,3,0,4,0,223,33,"95"
"950116",6857,17764,3276,2636,2489,80,92,7.95522823392154,282,241,6641,17764,17764,16537,17557,17764,17764,17764,17764,17764,17764,17764,2588,6253,149,29,16888,16801,5686,17764,17730,17764,17760,17760,5694,313,335,17760,17760,0,0,0,1,2,20,22,27,9,0,3393,36,437,0,0,21,0,0,59,524,1156,31,5931,221,2820,0,0,2,0,1,0,"95"
"950118",858,3540,1107,851,460,20,17,7.83449883449883,143,99,2220,3540,3540,3436,3269,3540,3540,3540,3540,3540,3540,3540,902,2107,36,11,3445,3435,1458,3540,3534,3540,3540,3540,1481,91,72,3540,3540,6,0,0,28,321,92,15,9,0,0,1196,0,44,1,0,4,4,6,35,12,54,0,1698,297,1680,18,0,4,0,0,9,"95"
"950151",9946,21855,3427,2859,3570,156,685,8.22049064950734,233,169,6281,21855,21855,19597,21573,21855,21855,21855,21850,21855,21855,21855,2234,5794,356,21,20303,19622,7589,21855,21835,21855,21850,21850,7629,544,1560,21852,21855,0,25,5,1046,669,6212,549,45,15,5,3926,78,1941,23,46,8,14,0,193,762,2850,129,3654,3380,7067,1842,13,9,0,890,69,"95"
"950202",2299,6460,1729,1425,776,80,167,8.43714658547194,143,101,3093,6460,6460,5933,6367,6460,6460,6460,6460,6460,6460,6460,1264,2825,109,12,6186,6100,2116,6460,6457,6460,6460,6460,2126,270,484,6460,6460,0,0,4,3,0,2486,11,7,0,0,619,2,5,2,17,13,2,5,115,98,128,0,1235,481,2836,6,0,0,0,11,9,"95"
"950203",1991,5637,1287,1102,879,100,405,8.32295328980412,109,65,2492,5637,5637,5189,5569,5637,5637,5637,5637,5637,5637,5637,834,2318,55,16,5282,5253,2071,5637,5591,5637,5637,5637,2072,312,1000,5637,5637,0,9,0,0,0,0,12,0,0,0,7,3,62,1,0,4,0,10,172,36,189,31,1179,1013,2565,2,0,0,0,7,7,"95"
"950204",2226,6681,1121,1044,829,60,90,8.00224618149146,4,4,3708,6681,6681,6252,6587,6681,6681,6681,6676,6681,6681,6681,1512,3574,69,10,6290,6252,2284,6681,6679,6681,6681,6681,2297,192,243,6681,6681,0,0,35,866,119,520,36,133,11,9,499,12,288,11,17,26,18,0,301,111,208,17,2621,690,2579,336,5,4,0,29,30,"95"
"950205",830,3061,870,722,309,48,115,8.28674698795181,221,133,1951,3061,3061,2853,3049,3061,3061,3061,3061,3061,3061,3061,699,1758,189,14,2979,2966,1017,3061,3003,3061,3061,3061,1028,244,426,3061,3061,0,18,5,0,0,1257,9,11,0,0,27,5,11,0,0,6,0,0,132,610,376,70,843,126,1993,80,0,2,0,16,8,"95"
"950251",4362,13112,2709,2165,2176,167,550,8.62448418156809,256,184,6680,13112,13112,12193,12833,13112,13112,13112,13112,13112,13112,13112,2640,5939,172,0,12284,12202,5414,13112,13037,13112,13112,13112,5434,598,1484,13112,13112,0,0,19,35,266,2166,718,36,0,0,689,144,560,0,5,956,0,0,279,2401,1777,529,5420,783,3276,213,0,7,0,435,276,"95"
"950301",2954,8268,2300,2022,990,10,3,8.73222748815166,0,0,3317,8268,8268,7342,8265,8268,8268,8268,8268,8268,8268,8268,1213,3317,19,0,7901,7793,2606,8268,8265,8268,8268,8268,2606,50,16,8268,8268,0,0,0,7,2,0,16,7,0,0,1,0,2,0,0,220,0,0,8,13,8,0,30,0,0,0,0,0,0,3,0,"95"
"950302",1235,3724,1183,1034,432,8,13,7.88259109311741,103,103,1567,3724,3724,3341,3604,3724,3724,3724,3724,3724,3724,3724,535,1550,72,0,3597,3565,1161,3724,3724,3724,3724,3724,1176,42,41,3724,3724,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,162,0,0,37,0,64,0,1048,0,78,0,0,0,0,0,0,"95"
