"village_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"5401020101",219,576,277,185,209,18,9,8.01369863013699,18,13,149,576,576,570,565,576,576,576,576,576,576,576,27,126,0,0,496,489,407,576,576,574,574,573,409,55,25,574,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54"
"5401020201",196,507,103,87,136,5,24,8.38775510204082,0,0,131,507,507,499,505,507,507,507,507,507,507,507,18,131,3,0,454,442,289,507,507,507,507,507,289,16,60,507,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54"
"5401020301",136,414,159,129,132,10,34,8.60294117647059,16,16,102,414,414,410,414,414,414,414,414,414,414,414,35,72,0,0,384,372,293,414,414,414,414,414,296,36,101,414,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54"
"5401020401",130,364,163,117,108,10,11,8.28461538461539,9,0,129,364,364,360,364,364,364,364,364,364,364,364,19,120,0,0,316,308,221,364,364,364,364,364,227,27,34,364,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54"
"5401020501",137,386,104,76,105,1,0,8.5985401459854,3,3,84,386,386,376,385,386,386,386,386,386,386,386,27,77,0,0,369,368,230,386,386,386,386,386,230,3,0,386,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54"
"5401020601",139,288,119,101,128,0,0,8.66187050359712,0,0,43,288,288,287,288,288,288,288,288,288,288,288,10,44,10,0,214,214,203,288,288,288,288,288,203,0,0,288,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54"
"5401020701",216,493,64,52,109,3,2,8.86111111111111,0,0,117,493,493,472,492,493,493,493,493,493,493,493,20,119,0,0,431,423,193,493,493,493,493,493,193,9,6,493,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54"
"5401020801",182,539,149,124,111,2,1,7.97802197802198,30,30,187,539,539,526,527,539,539,539,539,539,539,539,60,159,0,0,510,512,254,539,539,539,539,539,254,4,2,539,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54"
"5401020901",350,872,90,72,140,7,47,8.02,8,8,219,872,872,832,854,872,872,872,872,872,872,872,81,253,4,0,819,805,311,872,872,872,872,871,311,31,139,872,872,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"54"
"5401030101",171,448,205,168,117,21,43,9.01754385964912,4,0,139,448,448,431,438,448,448,448,448,448,448,448,49,137,3,0,406,403,246,448,448,448,448,448,247,48,102,448,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,49,1,1,291,130,0,0,0,0,0,0,"54"
"5401030201",104,300,110,78,93,8,6,8.61538461538461,0,0,55,300,300,298,300,300,300,300,300,300,300,300,3,66,4,0,269,262,182,300,300,300,300,300,184,22,15,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,66,59,0,0,0,0,0,0,"54"
"5401030301",103,280,131,107,96,14,20,8.33009708737864,0,0,71,280,280,278,280,280,280,280,280,280,280,280,23,67,0,0,242,235,176,280,280,280,280,280,179,45,49,280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43,0,21,152,102,0,0,0,0,0,0,"54"
"5401030401",101,265,98,69,96,8,0,8.14851485148515,8,0,69,265,265,261,264,265,265,265,265,265,265,265,15,71,3,0,234,225,191,265,265,265,265,265,193,15,0,265,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,0,2,66,32,0,0,0,0,0,0,"54"
"5401040101",181,462,217,139,129,8,2,9.20441988950276,8,8,114,462,462,456,456,462,462,462,462,462,462,462,14,113,20,4,419,417,273,462,462,462,462,462,273,22,5,462,462,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"54"
"5401040201",26,80,25,21,12,6,0,9.42307692307692,0,0,37,80,80,76,80,80,80,80,80,80,80,80,15,26,2,0,77,77,28,80,80,80,80,80,30,16,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"54"
"5401040202",337,836,348,267,250,34,44,8.43026706231454,29,21,275,836,836,820,835,836,836,836,836,836,836,836,60,262,0,0,744,726,494,836,836,836,836,836,498,103,94,836,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,"54"
