"amphur_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
3201,50897,160769,54023,43066,31588,2266,1844,8.5074169400947,2538,1732,69024,160768,160768,156592,159467,160769,160769,160769,160765,160769,160769,160769,22563,63394,1828,161,150793,148919,84219,160769,160025,160768,160765,160762,84752,8426,6119,160769,160769,8,17,21,415,957,3974,678,196,146,144,2988,1764,1029,25,19,4087,58,0,566,1776,2686,1250,17239,32438,31481,811,29,11,0,1133,225,"32"
3202,14561,54665,20905,16252,9098,605,764,8.59405260627704,1310,980,27258,54665,54665,53702,54378,54665,54665,54665,54665,54665,54665,54665,8799,24844,892,49,52761,52302,28137,54665,54588,54665,54665,54665,28261,2480,2937,54665,54665,0,35,0,49,82,531,23,6,0,0,300,57,65,18,0,451,8,10,18,153,396,204,310,14638,14062,12,0,0,0,0,35,"32"
3203,18986,64431,23910,19666,13767,1429,1182,8.26477404403244,1610,1048,32105,64431,64431,63231,63826,64431,64431,64431,64414,64431,64431,64431,10267,28704,1245,56,59613,58529,36496,64431,64328,64417,64418,64418,36712,5130,3811,64417,64414,3,17,15,580,303,725,185,113,44,23,1748,99,299,4,30,3524,44,0,230,956,1032,316,1856,18128,16165,183,76,7,31,24,908,"32"
3204,11475,38884,14710,11755,8511,938,532,8.57446623093682,1107,657,19510,38884,38884,38310,38565,38884,38884,38884,38879,38884,38884,38884,6531,17489,542,58,35678,35125,22185,38791,38806,38884,38884,38884,22320,3245,1807,38884,38884,7,19,0,0,0,0,0,60,0,0,0,0,0,4,0,45,18,5,0,0,22,171,4,10691,10725,0,0,0,0,0,6,"32"
3205,30581,99041,32355,26337,17468,1917,2414,8.43043065955986,1789,1209,47057,99040,99040,96720,98515,99041,99041,99041,99040,99041,99041,99041,15825,42315,1238,10,93483,92552,47869,98908,98696,99025,99025,99025,48252,6876,7821,99035,99034,3,3,5,0,0,6,8,37,0,0,0,0,0,6,0,36,0,0,4,4,29,120,1,22349,21770,0,9,0,16,5,0,"32"
3206,11194,35453,10707,8826,6065,577,170,8.85483294622119,828,630,17786,35453,35453,34432,35238,35453,35453,35453,35452,35453,35453,35453,5815,16512,556,0,33340,32980,16256,35453,35421,35453,35453,35453,16322,1929,588,35453,35453,5,0,0,3,12,585,22,12,16,10,28,9,10,2,0,22,9,0,61,46,24,192,400,3835,5748,179,0,0,0,1,11,"32"
3207,17622,53684,18303,14920,11687,1031,978,8.51657019634548,1100,839,26447,53684,53684,52583,53359,53684,53684,53684,53684,53684,53684,53684,8052,24097,610,14,48408,47001,28889,53282,53632,53677,53676,53676,29012,3411,3118,53677,53677,0,0,0,9,113,113,20,103,58,9,263,26,25,12,0,81,10,0,61,154,149,398,180,7922,8275,28,22,1,4,0,96,"32"
3208,8202,31140,10545,8686,6267,1119,624,8.6241160692514,756,488,15751,31140,31140,30805,30968,31140,31140,31140,31139,31140,31140,31140,5059,14514,317,27,29400,28953,19044,31140,31107,31140,31140,31140,19212,4170,2474,31140,31140,0,7,0,0,0,0,3,50,7,7,11,27,3,5,0,200,3,0,13,38,82,321,228,7052,8114,21,0,0,0,0,1,"32"
3209,27289,82403,29046,23411,17408,1879,756,8.77763934185936,798,603,32409,82403,82403,80515,82184,82403,82403,82403,82395,82400,82400,82400,10314,29999,1322,40,76523,75498,45954,82400,82265,82388,82393,82393,46158,6615,2591,82393,82392,0,0,0,4,17,5,6,11,0,0,11,3,1,1,0,0,2,0,6,32,97,229,2493,11429,12880,0,7,6,7,0,14,"32"
3210,25557,83408,29370,25517,13531,2042,1189,7.8883280510232,1834,1282,41866,83408,83408,81274,82776,83408,83408,83408,83372,83408,83408,83408,14068,37932,1489,123,78295,77313,36209,83389,83315,83403,83403,83402,36557,6843,3899,83403,83402,4,11,4,369,941,1737,225,163,162,60,2222,143,928,65,27,107,100,0,847,1039,2256,436,3397,25736,26685,532,11,11,5,156,728,"32"
