"amphur_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT","province_ID"
4401,1889,6841,2002,1576,167,99,660,746,2,1.43890146811774,5,2,2,80,1,12,81,10,6,7,85,1,3,0,0,625,1,0,39,210,300,288,247,442,278,12,2,0,0,19,7,"44"
4402,31,82,33,29,0,4,6,23,0,0.127905438186389,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,2,21,5,1,4,0,0,0,0,0,0,"44"
4403,716,2955,786,633,169,58,222,244,16,0.660848140646859,0,0,0,30,54,16,89,8,1,1,49,13,20,0,0,192,4,0,29,61,75,115,9,142,187,2,16,0,3,2,29,"44"
4404,745,3275,1099,825,218,93,477,128,4,1.28829757331584,0,0,0,203,37,0,15,1,0,0,93,0,1,0,0,462,2,0,15,8,120,0,26,205,226,0,1,3,0,0,0,"44"
4405,389,1434,537,411,36,6,14,369,4,0.851778164635663,0,0,0,25,4,77,7,2,0,0,4,0,6,0,0,5,0,0,9,151,173,94,35,163,183,2,3,1,0,0,0,"44"
4406,1213,4557,1531,1258,418,428,47,504,0,1.52202581878456,0,1,0,362,70,70,15,12,6,5,414,8,26,1,0,12,5,0,31,148,255,148,59,577,591,0,0,0,1,0,46,"44"
4407,333,1349,492,383,44,38,165,148,2,0.875388553666118,0,0,0,8,5,0,31,3,0,0,35,0,20,0,2,137,0,0,26,29,49,76,8,154,156,0,0,2,0,0,0,"44"
4408,1733,7437,2188,1633,81,125,913,647,4,2.75212350006741,3,3,0,7,52,31,23,5,1,0,125,10,25,1,0,830,14,0,74,234,184,308,128,566,579,35,1,3,0,0,62,"44"
4409,1351,6373,2039,1551,75,30,1057,431,4,1.78604329801935,0,0,0,30,33,62,13,15,0,0,23,0,0,2,0,1037,0,0,25,71,95,295,48,1208,478,4,1,3,0,0,3,"44"
4410,163,797,263,208,6,3,166,38,0,0.708760691041674,0,0,0,6,0,1,0,1,2,2,0,0,1,0,0,156,7,0,3,0,0,38,5,65,43,0,0,0,0,0,1,"44"
4411,66,198,103,84,0,24,18,46,0,0.364630811303555,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,18,0,0,0,0,0,46,0,27,11,0,0,0,0,0,0,"44"
4412,1262,5121,1754,1359,1060,661,2,60,3,4.16602801876092,0,2,0,1013,98,0,36,134,0,0,545,66,0,0,0,0,2,0,0,7,0,53,0,599,647,0,0,3,0,0,0,"44"
4413,42,183,60,44,0,0,14,30,0,0.211436809226334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,30,0,21,13,0,0,0,0,0,0,"44"
