"province_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT"
11,22543,48870,7192,5936,2385,0,0,3947,0,1.09286599319904,0,8,0,1003,526,450,1130,190,23,4,1154,442,523,105,12,148,4,0,52,797,3235,255,2174,773,813,84,11,7,1,216,365
12,7289,23175,3844,3182,874,0,0,2548,0,1.02202722408156,0,0,0,137,201,248,711,2,0,2,133,33,54,3,0,94,0,0,19,464,2222,44,1209,341,453,111,4,3,0,125,42
13,9091,25615,4970,4039,1283,0,0,3057,0,0.935831045308681,0,0,0,604,672,236,377,138,15,19,651,63,351,79,2,95,0,0,47,675,2280,568,1830,704,711,87,4,1,1,59,151
14,9131,31083,8577,7063,708,0,0,6544,0,1.42228576606692,1,0,4,47,160,224,526,21,4,1,228,289,54,4,0,179,6,0,73,1422,5668,28,2179,2298,1501,143,12,0,0,70,30
15,6610,21176,5781,4794,805,0,0,4138,0,2.41150520380086,0,1,0,211,64,326,581,39,0,0,276,45,99,6,0,66,1,0,58,750,2716,1063,1505,971,1117,102,0,2,0,14,10
16,13073,40194,11936,10070,4009,0,0,6742,0,2.18745180329008,4,13,13,1440,1336,3685,1867,84,11,11,1236,156,486,15,10,352,21,1,321,1613,5388,242,2685,2773,3032,568,52,14,18,171,289
17,2630,8002,2578,2025,387,0,0,1700,0,1.43918126576881,0,0,0,142,30,245,227,3,0,0,61,5,2,0,0,53,0,0,34,314,1481,68,312,411,457,62,0,1,0,6,6
18,3883,11594,3900,3081,133,0,0,2983,0,1.28233942663071,1,2,1,5,6,40,124,17,20,4,16,8,9,0,1,29,3,0,35,202,2236,642,691,592,727,5,6,0,0,10,0
19,7401,24135,5489,4447,1193,0,0,3591,0,1.12471515393701,0,4,0,271,356,465,770,44,10,6,465,215,268,13,3,112,0,0,97,921,2767,240,1350,1160,1026,173,14,5,2,61,137
20,9426,27373,4776,3989,1083,0,0,3154,0,0.685066780701348,3,2,0,123,285,178,718,61,19,12,190,101,170,11,4,132,1,1,65,620,2663,112,1347,704,713,155,13,0,0,245,44
21,8356,20546,2755,2313,897,0,0,1587,0,0.65539675163495,0,0,0,136,135,297,673,16,8,22,174,37,118,3,0,67,0,0,45,420,1317,20,453,565,556,516,3,0,0,85,116
22,6435,19672,3515,3030,1225,0,0,2096,0,1.09338125446554,1,4,0,241,512,428,626,65,38,21,438,92,215,9,5,112,1,0,136,501,1354,482,1104,782,835,167,12,1,3,152,121
23,3051,6887,1462,1324,345,0,0,1048,0,1.0741696279349,0,1,0,19,14,24,313,16,0,0,22,14,14,0,0,21,3,0,24,313,820,26,310,304,245,22,18,7,1,18,87
