"amphur_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
2401,27619,88032,12028,10129,16695,1170,1131,8.14352438538687,954,600,35904,88032,88032,85881,87586,88030,88030,88030,88024,88023,88022,88022,12017,33529,655,54,83946,83409,48726,87922,87106,87985,88009,88006,48997,4956,3985,88012,88024,0,18,0,832,253,5590,390,67,86,75,547,2171,377,32,5,1760,0,3,99,595,3210,149,6600,8527,8890,463,31,7,0,417,233,"24"
2402,11108,31175,4141,3393,7132,433,758,8.17356859920778,352,262,9785,31175,31175,30148,30902,31175,31175,31175,31115,31175,31175,31175,3142,8791,328,60,28981,28741,17443,31175,31122,31172,31175,31175,17525,1550,2344,31175,31175,0,13,0,140,317,1790,516,87,57,31,816,129,482,16,6,1304,2,10,86,1265,3746,317,8575,4926,4940,775,6,4,8,1165,148,"24"
2403,17669,62339,10930,9154,10428,889,1726,8.23198822796989,853,500,29527,62331,62331,60591,59787,62226,62226,62226,62182,62186,62186,62167,10450,27131,539,381,59402,59552,32245,62336,62149,62293,62314,62314,32423,3689,6057,62312,62309,7,17,62,203,426,2221,280,180,125,65,1063,181,655,24,61,1077,39,0,466,1388,1912,111,2794,6440,14273,151,54,20,16,120,211,"24"
2404,18469,43215,7121,5959,8585,346,1329,8.67312794412258,385,362,10440,43215,43215,41159,41992,43215,43215,43215,43215,43215,43215,43215,3551,9526,93,69,40155,39911,20124,43215,43184,43210,43210,43210,20195,1339,3638,43215,43215,0,0,3,939,440,77,163,57,0,0,1158,878,427,15,0,1149,0,0,150,284,669,3,7936,1010,946,116,11,3,0,0,23,"24"
2405,13359,37885,5313,4210,7913,450,869,8.1949247698181,405,299,12626,37885,37885,36582,37762,37885,37885,37885,37885,37885,37885,37885,4086,11402,240,14,35845,35614,20698,37885,37865,37885,37885,37884,20765,1769,2864,37885,37885,0,0,0,0,0,256,125,0,0,0,5,292,6,0,0,337,0,0,53,265,1941,14,2098,1738,2624,47,0,0,0,6,36,"24"
2406,18234,48330,7556,5808,9049,410,814,8.06071076011846,151,97,15252,48330,48330,45651,48154,48330,48330,48330,48330,48330,48330,48330,4743,14207,674,0,45512,45152,21735,48330,48315,48330,48330,48328,21813,1383,2445,48330,48330,0,0,0,0,6,61,13,4,2,0,10,2,10,6,0,1060,12,0,0,3,63,14,4337,4042,3530,15,0,0,0,7,11,"24"
2407,2791,8881,1111,889,1808,141,288,7.97456108921534,134,105,3843,8881,8881,8700,8722,8881,8881,8881,8881,8881,8881,8881,1398,3443,85,11,8355,8278,4696,8881,8875,8881,8881,8881,4723,518,884,8881,8881,0,0,0,163,434,436,60,24,11,1,488,13,23,18,0,497,9,0,44,277,486,128,1217,1213,1404,26,0,0,0,16,37,"24"
2408,16291,45555,11006,10029,7114,358,561,8.15235406052422,570,391,20305,45555,45555,43640,44414,45555,45555,45555,45555,45555,45555,45554,6678,18302,2236,0,42984,42711,19497,45555,45475,45550,45549,45549,19642,1402,2128,45546,45544,0,8,7,85,269,2085,21,19,3,14,543,78,218,9,4,1761,35,0,288,416,1469,0,5500,6021,7380,61,19,0,0,7,103,"24"
2409,10223,27972,3467,2910,4756,297,1172,8.47177932113861,495,408,10927,27972,27972,26667,27397,27972,27972,27972,27964,27970,27970,27970,3581,9665,590,0,26694,26548,12725,27595,27940,27960,27960,27960,12779,1129,3565,27960,27965,7,34,4,5987,126,5060,368,35,6,6,579,424,404,17,0,1146,11,0,98,337,2695,651,6931,6382,5324,481,23,0,8,78,2187,"24"
2410,10928,31399,8503,7895,4743,246,274,7.65519765739385,786,590,15638,31399,31399,29854,31252,31399,31399,31399,31399,31399,31399,31399,5414,14348,31,0,29558,29358,12660,31399,31381,31355,31388,31388,12706,981,844,31394,31393,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44,41,14850,5224,6059,0,6,0,0,0,0,"24"
2411,2779,8801,1313,1052,2223,237,398,8.37351565311263,133,113,3363,8801,8801,8601,8771,8801,8801,8801,8801,8801,8801,8801,1128,3113,127,0,8139,8049,5423,8801,8801,8801,8801,8801,5458,828,1108,8801,8801,0,5,6,98,396,96,62,25,36,36,488,398,119,9,0,321,0,0,46,299,331,0,763,1031,1076,122,0,12,2,132,547,"24"
