"province_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT"
11,22560,48906,7203,5945,2385,0,0,3947,27,1.09452296657148,0,8,0,1003,526,450,1130,190,23,4,1156,445,526,105,12,148,4,0,52,797,3235,255,2176,773,813,84,17,10,1,216,365
12,7298,23208,3851,3186,874,0,0,2548,8,1.02331198489121,0,0,0,137,201,248,711,2,0,2,133,33,54,3,0,94,0,0,19,464,2222,44,1210,342,454,112,8,3,0,125,42
13,9093,25621,4974,4043,1283,0,0,3057,9,0.936757840104728,0,0,0,604,672,236,377,138,15,19,651,63,351,79,2,95,0,0,47,675,2280,568,1832,704,711,87,8,1,1,59,151
14,9149,31149,8600,7081,708,0,0,6544,30,1.42591045016563,1,0,4,47,160,226,526,25,4,1,228,290,54,4,0,179,6,0,73,1422,5668,28,2189,2305,1512,149,26,4,0,70,32
15,6614,21190,5783,4796,805,0,0,4138,4,2.41251125520003,0,1,0,211,64,326,581,39,0,0,276,45,99,6,0,66,1,0,58,750,2716,1063,1507,971,1117,102,0,4,0,14,10
16,13109,40338,11985,10111,4009,0,0,6742,100,2.19635801222106,4,13,13,1440,1336,3693,1867,84,11,11,1240,156,486,15,10,353,21,1,321,1613,5388,242,2688,2790,3047,569,89,22,18,172,290
17,2631,8004,2578,2025,387,0,0,1700,1,1.43918126576881,0,0,0,142,30,245,227,3,0,0,61,5,2,0,0,53,0,0,34,314,1481,68,312,411,457,62,0,1,0,6,6
18,3893,11625,3912,3091,133,0,0,2983,16,1.28650151500017,1,2,1,5,6,40,124,17,20,4,16,8,9,0,1,29,3,0,35,202,2236,642,691,592,727,5,9,7,0,10,0
19,7422,24220,5509,4464,1193,0,0,3591,36,1.12901471715197,0,4,0,271,356,467,770,44,10,6,465,216,271,13,3,115,0,0,97,921,2767,240,1352,1170,1036,176,24,12,2,61,140
20,9447,27441,4790,4001,1083,0,0,3154,25,0.687127648429705,3,2,0,123,285,178,718,61,19,12,191,101,170,11,4,132,1,1,65,620,2663,112,1349,708,715,156,25,0,0,248,44
21,8365,20570,2761,2319,897,0,0,1587,9,0.657096872910268,0,0,0,136,135,297,673,16,8,22,174,37,118,3,0,67,0,0,45,420,1317,20,454,567,558,516,4,5,0,86,116
22,6458,19745,3529,3043,1225,0,0,2096,26,1.09807232915467,1,4,0,241,512,428,626,65,38,21,438,92,215,9,5,115,1,0,136,501,1354,482,1107,786,836,169,24,2,6,152,121
23,3058,6910,1475,1336,345,0,0,1048,34,1.08390530432102,0,1,0,19,14,24,313,16,0,0,22,14,14,0,0,22,3,0,24,313,820,26,310,308,251,22,20,17,1,23,87
24,8464,30427,5302,4471,1434,0,0,3485,35,1.03117273700137,0,5,1,908,384,847,297,44,34,20,475,269,244,3,6,113,6,0,85,815,2781,276,951,1210,1326,136,28,10,6,85,75
25,4160,13865,3643,2854,951,0,0,2046,51,0.865401817525751,3,3,15,451,421,289,294,77,13,9,433,72,100,21,6,144,3,0,108,769,1490,32,784,1009,923,72,47,7,18,39,91
26,2680,8692,1957,1605,327,0,0,1321,6,0.962189836157955,0,0,0,29,176,87,134,30,3,2,175,41,23,0,0,44,1,0,31,253,1100,54,623,338,506,49,6,0,0,39,11
27,3497,11592,3232,2760,787,0,0,2007,69,0.831192610818153,1,4,0,195,263,152,384,20,6,1,358,36,132,8,1,58,7,0,84,645,1547,12,633,835,803,70,25,47,0,19,58
30,34349,102911,32344,26063,9346,0,0,18328,148,1.51992735980051,31,24,17,2366,3120,3645,4444,142,25,27,2263,595,1033,48,8,1280,40,14,792,5571,13294,1197,4278,7717,8351,788,83,66,11,325,650
