"amphur_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT","province_ID"
1901,1931,6853,1244,1010,180,143,0,852,9,1.84104994531535,0,0,0,13,58,21,113,11,34,6,107,66,36,2,0,33,0,0,20,237,675,11,297,191,152,6,3,6,0,4,20,"19"
1902,1891,5809,1201,928,402,214,0,534,4,1.34016896526825,0,0,0,141,158,125,222,4,1,0,210,87,104,1,0,0,0,0,19,146,430,8,124,350,293,57,3,1,0,13,76,"19"
1903,852,2706,503,386,134,134,0,177,5,0.5735086546319,0,1,0,15,18,14,111,8,6,1,127,32,15,1,0,18,0,0,4,84,121,3,147,95,91,35,1,4,0,5,19,"19"
1904,397,1481,341,274,53,54,0,168,5,0.913881662330732,0,0,0,4,6,47,48,12,0,2,46,0,15,0,0,8,0,0,3,18,149,3,40,74,82,18,4,1,0,4,2,"19"
1905,99,274,75,57,15,24,0,18,0,0.504826853245948,0,1,0,1,0,6,14,2,0,0,23,4,0,0,0,0,0,0,0,0,2,16,0,15,12,0,0,0,0,0,0,"19"
1906,943,2991,890,700,73,122,0,595,8,2.20938673736704,0,3,0,5,0,202,71,0,0,0,122,13,36,5,2,14,0,0,22,181,474,2,294,240,220,85,8,0,2,32,0,"19"
1907,34,79,44,41,1,5,0,38,0,0.798753165789986,0,0,0,0,0,11,1,3,0,0,2,0,0,0,0,0,0,0,0,0,1,37,20,4,7,0,0,0,0,0,0,"19"
1908,528,1722,467,382,4,287,0,94,0,3.31079909863061,0,1,0,1,0,92,3,68,0,0,285,10,251,0,0,0,0,0,8,0,93,1,76,132,132,7,0,0,0,2,0,"19"
1909,685,1904,482,416,105,112,0,325,2,1.43512609100631,0,0,0,35,40,35,52,9,1,1,109,54,62,0,0,11,0,0,23,107,131,142,276,100,106,13,2,0,0,1,18,"19"
1910,624,2211,502,401,6,0,0,395,0,1.75492341356674,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,6,68,369,0,40,30,29,0,0,0,0,0,0,"19"
1911,270,640,141,131,18,73,0,55,0,0.462227867753431,0,0,0,3,1,15,14,0,3,1,69,1,61,0,0,4,0,0,0,4,53,0,58,19,20,4,0,0,0,0,0,"19"
1912,265,933,275,233,46,26,0,182,1,1.9202241635075,0,0,0,2,11,4,35,8,1,5,23,8,10,3,1,19,0,0,5,35,141,17,119,46,55,9,1,0,0,6,5,"19"
1913,575,1794,372,315,156,106,0,158,2,1.42921960072595,0,0,0,51,64,26,80,22,2,1,89,21,30,2,0,17,0,0,7,41,128,0,123,113,96,19,2,0,0,5,16,"19"
