"province_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT"
11,8838,27766,4778,3958,0,0,0,3947,27,0.728700067567692,0,8,0,72,170,249,215,55,6,2,290,177,168,18,9,121,4,0,43,797,3235,255,1297,514,570,64,17,10,1,152,184
12,5180,17712,3062,2552,0,0,0,2548,8,0.819677396560695,0,0,0,13,19,226,224,1,0,0,65,17,39,2,0,69,0,0,19,464,2222,44,926,290,370,95,8,3,0,95,33
13,5373,17765,3757,3062,0,0,0,3057,9,0.709461416374147,0,0,0,79,132,173,146,30,0,3,263,32,191,5,2,76,0,0,47,675,2280,568,1146,607,605,75,8,1,1,46,66
14,7782,28014,7958,6568,0,0,0,6544,30,1.32260695335233,0,0,3,5,29,201,168,24,4,0,154,229,36,4,0,152,6,0,65,1422,5668,28,1967,2217,1439,133,26,4,0,63,27
15,5306,18166,4979,4140,0,0,0,4138,4,2.08252639627359,0,1,0,44,34,253,105,31,0,0,168,42,67,2,0,64,1,0,54,750,2716,1063,1312,819,947,66,0,4,0,13,5
16,8187,27023,8085,6789,0,0,0,6742,100,1.47473786420421,0,8,13,238,222,2216,370,38,4,6,419,66,153,9,10,248,13,1,265,1613,5388,242,1649,1734,1958,282,89,22,15,105,177
17,2077,6719,2160,1700,0,0,0,1700,1,1.20820155644789,0,0,0,17,10,185,42,3,0,0,18,3,1,0,0,48,0,0,30,314,1481,68,237,352,364,34,0,1,0,6,5
18,3708,11085,3779,2993,0,0,0,2983,16,1.24571304897946,0,1,1,0,0,30,35,17,20,4,15,6,8,0,1,29,3,0,33,202,2236,642,650,555,695,3,9,7,0,9,0
19,5342,19151,4457,3616,0,0,0,3591,36,0.914542387370412,0,4,0,72,119,352,213,36,9,5,243,144,164,9,2,103,0,0,79,921,2767,240,1098,954,849,116,24,12,2,43,105
20,6125,20598,3801,3166,0,0,0,3154,25,0.543725602331528,0,0,0,19,38,119,199,48,13,10,93,80,130,2,4,95,0,1,57,620,2663,112,1016,543,542,142,25,0,0,199,33
21,3581,11383,1907,1593,0,0,0,1587,9,0.451382198596833,0,0,0,19,34,215,123,15,8,22,109,23,76,3,0,49,0,0,41,420,1317,20,327,404,436,158,4,5,0,29,40
22,3548,12264,2432,2111,0,0,0,2096,26,0.761758359134244,1,4,0,38,110,271,185,47,34,14,207,75,136,5,1,73,1,0,102,501,1354,482,731,522,562,125,24,2,6,128,94
23,1741,4891,1167,1060,0,0,0,1048,34,0.859984747440328,0,1,0,4,3,11,62,16,0,0,13,11,12,0,0,18,3,0,23,313,820,26,221,291,223,17,20,17,0,22,59
24,5450,21371,4127,3509,0,0,0,3485,35,0.809301081220709,0,0,1,297,100,466,138,35,28,14,221,140,133,2,3,97,5,0,79,815,2781,276,747,832,986,99,28,10,2,74,49
25,2717,9613,2625,2054,0,0,0,2046,51,0.622822471337734,0,3,15,35,36,168,103,24,5,4,142,30,46,2,6,111,3,0,102,769,1490,32,453,710,667,42,47,7,18,23,45
26,2126,7108,1598,1325,0,0,0,1321,6,0.794331173152206,0,0,0,3,12,78,36,24,3,2,37,41,11,0,0,27,1,0,27,253,1100,54,441,305,440,45,6,0,0,35,11
27,2250,8452,2394,2073,0,0,0,2007,69,0.624297928342765,1,3,0,23,53,129,44,16,3,1,134,19,33,3,1,54,7,0,72,645,1547,12,474,647,654,48,25,47,0,12,42
30,20535,68802,22788,18424,0,0,0,18328,148,1.07444045877161,2,13,12,350,590,2333,936,108,17,21,1084,327,507,22,6,920,28,13,686,5571,13294,1197,2824,5591,6039,455,83,66,9,209,389
31,8720,33654,11293,9443,0,0,0,9304,178,0.89613711097087,4,8,0,220,427,751,234,114,96,49,981,169,334,17,5,581,17,0,451,3116,5463,1584,1615,3328,3603,343,99,83,9,37,293
32,4879,18310,6982,5966,0,0,0,5917,67,0.67589843170265,0,1,10,114,269,391,141,121,45,38,539,101,271,6,12,225,16,0,194,1638,2687,2072,834,2076,2149,132,52,19,6,8,153
33,6364,24414,10431,8831,0,0,0,8755,102,0.919412184215595,0,7,4,358,454,515,133,135,72,57,1102,190,348,25,5,532,16,0,471,3329,4453,1879,1660,3061,3347,198,56,46,2,30,254
34,3147,11442,4609,3542,0,0,0,3464,81,0.304576297566399,0,3,4,148,45,404,106,15,20,14,217,26,87,12,1,180,5,0,93,1218,2376,93,571,1366,1329,59,23,60,0,9,99
35,1768,6163,2054,1572,0,0,0,1548,27,0.397169284564718,0,0,2,15,22,47,89,13,0,1,48,5,21,2,2,84,5,0,28,434,995,203,132,494,446,23,16,11,1,15,24
36,5852,21620,7908,6379,0,0,0,6315,78,0.799596879829827,0,4,7,116,180,576,162,53,30,21,443,105,81,9,4,223,4,1,220,1410,4607,713,640,1948,2336,126,47,32,3,37,160
37,880,3048,1212,943,0,0,0,937,6,0.381546578623681,0,1,0,5,21,97,8,10,0,0,63,0,26,0,0,25,4,0,24,318,493,198,95,269,318,10,0,6,0,0,12
38,2567,9827,3429,2943,0,0,0,2915,39,1.01083652475571,0,3,5,410,99,470,68,21,1,1,64,20,204,9,2,247,5,0,78,771,1955,371,346,914,1274,61,20,19,0,27,71
39,831,3396,1163,1002,0,0,0,920,83,0.29362981544106,0,0,24,0,4,6,9,7,0,0,10,8,17,0,7,0,0,0,0,119,661,171,76,347,381,0,74,17,0,0,26
40,7830,30253,9957,8002,0,0,0,7905,158,0.701478786008645,0,3,5,151,205,460,136,55,23,15,472,88,133,9,11,277,12,0,145,2152,4511,1916,894,2776,2966,99,125,33,9,49,107
41,7721,28734,9752,7875,0,0,0,7837,74,0.772601917230053,1,5,5,332,276,990,197,52,14,12,416,101,244,8,12,422,8,3,215,2595,4272,1632,1091,2239,2644,125,52,22,1,30,161
42,4747,17738,7806,6223,0,0,0,3577,2686,1.39830441826447,2,2,418,123,121,97,104,89,4,4,189,52,82,3,223,383,360,0,160,814,2044,981,528,1274,1327,59,2337,349,55,15,80
43,2045,7478,2201,1794,0,0,0,1772,30,0.582208563074217,0,3,3,115,113,156,32,21,2,0,142,24,44,5,0,24,9,0,65,686,937,323,355,665,726,45,18,12,1,3,79
