"tumbol_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"490101",1710,2856,1012,665,393,2,0,8.80116959064327,0,0,555,2856,2856,2549,2823,2856,2856,2856,2854,2856,2856,2856,169,513,8,3,2628,2612,771,2856,2855,2855,2855,2855,771,5,0,2856,2856,0,0,0,2,0,0,0,0,0,0,19,4,9,0,0,0,0,0,0,0,0,0,0,1296,419,0,0,0,0,0,0,"49"
"490103",1904,5931,2489,2004,939,18,9,8.80567226890756,134,116,2656,5931,5931,5760,5077,5931,5931,5931,5931,5931,5931,5931,710,2456,29,0,5703,5668,2702,5931,5927,5931,5931,5931,2702,79,32,5931,5931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2182,677,0,0,0,0,0,0,"49"
"490104",2537,5441,1738,1156,828,16,7,8.82696097753252,76,47,1675,5440,5440,5086,5404,5441,5441,5441,5441,5441,5441,5441,514,1537,47,0,4970,4944,1814,5441,5440,5440,5437,5437,1819,53,16,5441,5441,0,0,0,0,0,0,0,0,0,0,13,19,6,0,0,0,0,0,0,0,0,0,8,2959,1580,0,0,0,0,0,0,"49"
"490105",2130,6940,3004,2282,970,119,75,8.81173708920188,0,0,3269,6940,6940,6676,6911,6940,6940,6940,6940,6940,6940,6940,989,2877,15,3,6695,6670,2804,6940,6940,6940,6940,6940,2818,447,252,6940,6940,0,0,0,2,0,0,0,0,0,0,15,2,17,2,0,0,0,0,0,0,0,0,0,5777,1033,0,0,0,0,0,0,"49"
"490106",1314,3469,1666,1237,885,30,27,8.17960426179604,101,40,944,3469,3469,3416,3435,3469,3469,3469,3469,3469,3469,3469,289,817,41,0,3177,3147,1964,3469,3469,3469,3469,3469,1964,128,111,3469,3469,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,115,0,0,0,0,0,0,"49"
"490107",2683,8108,3599,3206,1196,123,52,8.76369735370853,103,77,3649,8108,8108,7818,8100,8108,8108,8108,8108,8108,8108,8108,1141,3167,245,4,7719,7648,3195,8108,8104,8108,8108,8108,3221,440,167,8108,8108,0,0,0,0,0,0,0,0,0,0,13,13,3,5,0,0,0,0,0,0,0,8,0,2066,55,0,0,0,0,0,0,"49"
"490108",2158,5675,1663,1169,748,64,61,9.1274328081557,0,0,2219,5675,5675,5308,5571,5675,5675,5675,5675,5675,5675,5675,597,2206,3,0,5431,5343,2179,5675,5675,5675,5675,5675,2191,214,208,5673,5673,0,0,0,0,0,0,0,0,0,0,14,8,0,10,0,0,0,0,0,0,0,52,2715,379,191,0,0,0,0,0,0,"49"
"490109",3526,9597,3918,3044,1214,119,20,7.99858196256381,101,60,4178,9597,9597,9186,9542,9597,9597,9597,9597,9597,9597,9597,1359,3774,32,6,9192,9148,3232,9597,9586,9597,9597,9597,3238,412,67,9597,9597,0,0,0,5,0,0,0,0,0,0,4,6,4,8,0,0,0,0,0,0,0,0,1546,2264,167,0,0,0,0,0,0,"49"
"490110",3826,10648,3716,2930,1431,47,35,8.25509670674334,73,65,3975,10648,10648,10075,9974,10648,10648,10648,10648,10648,10648,10648,1300,3605,16,0,10203,10140,3876,10645,10638,10645,10642,10642,3878,157,103,10648,10647,0,0,0,24,0,0,0,0,0,0,95,20,27,4,7,0,0,0,0,0,0,77,2500,358,768,0,3,0,0,0,0,"49"
"490111",2666,8686,3077,2705,1045,28,6,9.25881470367592,88,28,4217,8686,8686,8202,8650,8686,8686,8686,8686,8686,8686,8686,1471,3746,126,10,8457,8413,3407,8686,8626,8686,8686,8686,3422,126,21,8686,8686,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,2057,262,833,0,0,0,0,0,0,"49"
