"village_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"8301030101",383,711,71,58,145,0,0,8.86945169712794,0,0,112,711,711,646,708,711,711,711,711,711,711,711,23,97,0,0,638,632,296,711,711,711,711,711,296,0,0,711,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,"83"
"8301030201",858,1105,55,47,66,0,0,8.55944055944056,0,0,247,1105,1105,795,1102,1105,1105,1105,1105,1105,1105,1105,101,201,0,0,1047,1025,104,1105,1103,1104,1104,1104,104,0,0,1102,1103,0,0,4,1,3,0,0,0,0,0,6,3,2,0,0,56,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,"83"
"8301030301",305,599,127,109,92,10,7,8.55737704918033,0,0,154,599,599,508,587,599,599,599,599,599,599,599,64,137,2,0,554,534,179,599,599,599,599,599,182,44,32,599,599,0,0,0,0,0,1,0,0,0,0,5,5,14,0,0,52,0,0,0,8,8,0,19,5,12,0,0,0,0,5,0,"83"
"8301030302",28,78,13,12,7,2,2,8.82142857142857,0,0,44,78,78,66,71,78,78,78,78,78,78,78,29,40,0,0,75,75,17,78,78,78,78,78,17,11,11,78,78,0,0,0,0,9,4,0,0,0,0,12,12,19,0,0,0,0,0,0,5,0,0,24,39,44,30,0,0,0,0,10,"83"
"8301030303",152,439,99,81,75,7,1,8.26315789473684,0,0,164,439,439,414,439,439,439,439,439,439,439,439,55,145,8,0,417,417,196,439,433,439,439,439,196,27,4,439,439,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,48,0,0,0,1,3,0,7,4,1,0,0,0,0,6,13,"83"
"8301030401",1028,1615,187,156,157,0,0,8.56128404669261,0,0,372,1615,1615,1262,1426,1615,1615,1615,1615,1615,1615,1615,131,250,0,0,1535,1512,276,1615,1615,1615,1615,1615,276,0,0,1615,1615,0,0,0,7,4,0,2,4,0,1,8,2,7,4,0,87,0,0,0,0,2,0,9,1,1,0,2,0,0,3,1,"83"
"8301030501",729,1429,227,176,198,0,0,8.2798353909465,0,0,388,1429,1429,1209,1417,1429,1429,1429,1429,1429,1429,1429,126,382,2,0,1333,1297,415,1429,1425,1429,1429,1429,415,0,0,1429,1429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,0,0,2,2,0,0,403,0,2,1,0,0,0,0,2,"83"
"8301030601",187,386,62,46,49,9,1,8.71657754010695,5,5,131,386,386,326,386,386,386,386,386,386,386,386,25,127,0,0,366,355,107,386,386,386,386,386,110,25,3,386,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,"83"
"8301030701",275,724,116,98,95,0,0,8.52363636363636,0,0,229,724,724,673,677,724,724,724,724,724,724,724,70,230,0,0,702,692,274,724,724,724,724,724,274,0,0,724,724,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,123,0,2,0,0,0,0,0,0,"83"
"8301040101",665,1432,166,152,173,4,0,8.41203007518797,2,2,250,1432,1432,1317,1382,1432,1432,1432,1432,1432,1432,1432,40,254,0,0,1392,1385,435,1432,1432,1432,1432,1432,435,14,0,1432,1432,0,0,0,5,0,0,95,0,0,0,0,5,0,0,0,57,0,0,7,0,63,0,548,19,91,0,0,0,0,0,0,"83"
"8301040102",215,414,74,67,53,1,0,8.06046511627907,0,0,51,414,414,378,385,414,414,414,414,414,414,414,28,35,0,0,392,392,125,414,414,414,414,414,125,4,0,414,414,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,2,0,0,0,106,0,1,0,0,0,0,0,17,"83"
"8301040201",1021,1835,152,121,360,12,0,8.37512242899118,25,18,286,1835,1835,1697,1833,1835,1835,1835,1835,1835,1835,1835,69,213,2,0,1708,1697,638,1835,1835,1835,1835,1835,647,38,0,1835,1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,5,264,0,0,13,0,0,0,0,0,844,0,"83"
"8301040202",35,58,16,15,9,1,0,8.57142857142857,0,0,5,58,58,52,58,58,58,58,58,58,58,58,3,2,0,0,57,57,19,58,58,58,58,58,19,3,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,20,0,"83"
"8301040301",1221,2086,187,153,383,11,0,8.33333333333333,8,8,227,2086,2086,1976,2082,2086,2086,2086,2086,2086,2086,2086,74,166,0,0,1922,1911,693,2086,2086,2086,2086,2086,695,21,0,2086,2086,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,40,0,0,0,0,104,0,32,96,166,122,0,0,0,13,0,"83"
"8301040302",227,443,49,39,53,0,0,8,0,0,65,443,443,403,443,443,443,443,443,443,443,443,17,71,0,0,416,412,120,443,443,443,443,443,120,0,0,443,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"83"
"8301040303",510,1197,206,164,79,2,0,8,0,0,276,1197,1197,1115,1197,1197,1197,1197,1197,1197,1197,1197,96,251,0,0,1170,1167,228,1197,1197,1197,1197,1197,228,10,0,1197,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"83"
"8301040304",315,696,127,103,67,0,0,8.01269841269841,0,0,175,696,696,649,696,696,696,696,696,696,696,696,67,148,0,0,673,671,180,696,696,696,696,696,180,0,0,696,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"83"
"8301040305",201,402,80,67,28,0,0,8,0,0,107,402,402,350,402,402,402,402,402,402,402,402,32,87,0,0,392,392,80,402,402,402,402,402,80,0,0,402,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"83"
"8301040306",298,627,101,89,64,1,0,8,2,2,83,627,627,581,627,627,627,627,627,627,627,627,14,100,0,0,604,604,171,627,627,627,627,627,171,3,0,627,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"83"
"8301040401",225,883,231,217,48,2,0,8.03111111111111,0,0,568,883,883,814,863,883,883,883,883,883,883,883,193,542,0,0,882,882,197,883,883,883,883,883,197,9,0,883,883,0,0,0,0,0,783,46,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,868,60,309,0,0,0,0,1,0,"83"
"8301040501",2399,3861,228,184,422,1,0,8.32930387661526,7,7,545,3861,3861,3561,3857,3861,3861,3861,3861,3861,3861,3861,158,485,10,0,3657,3648,767,3861,3845,3861,3861,3861,767,3,0,3861,3861,0,0,0,0,2,4,0,1,0,0,5,2,5,1,0,80,0,0,0,3,24,0,101,0,0,0,0,0,0,0,0,"83"
"8301040601",1358,1795,113,84,249,9,0,7.99116347569956,2,2,163,1795,1795,1606,1745,1795,1795,1795,1795,1795,1795,1795,62,134,6,1,1613,1603,367,1795,1793,1795,1795,1795,367,23,0,1795,1795,0,0,0,0,0,3,118,0,0,0,0,1,0,1,0,27,0,0,0,3,9,0,1067,8,73,0,3,3,0,0,1,"83"
"8301040701",1286,2502,310,241,277,1,0,8.44012441679627,38,28,620,2502,2502,2319,2500,2502,2502,2502,2502,2502,2502,2502,150,532,0,22,2445,2433,709,2502,2502,2502,2502,2502,709,1,0,2502,2502,0,0,0,4,0,279,2,0,0,0,0,0,0,0,0,90,0,0,0,0,6,0,486,0,36,0,0,0,0,44,0,"83"
"8301040702",24,52,3,2,4,0,0,8.875,0,0,15,52,52,50,52,52,52,52,52,52,52,52,7,8,0,0,52,52,14,52,52,52,52,52,14,0,0,52,52,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,"83"
"8301040703",13,32,6,6,2,0,0,8.61538461538461,0,0,12,32,32,24,32,32,32,32,32,32,32,32,7,13,0,0,31,31,5,32,32,32,32,32,5,0,0,32,32,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,"83"
"8301040705",267,563,109,90,74,0,0,8.61423220973783,7,7,105,563,563,537,561,563,563,563,563,563,563,563,30,89,3,0,530,530,164,563,563,563,563,563,164,0,0,563,563,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,154,0,102,0,0,0,0,0,0,"83"
"8301050101",3852,4821,535,438,1051,25,0,7.29932502596054,0,0,422,4821,4821,4472,4817,4821,4821,4821,4821,4821,4821,4821,188,341,13,0,3960,3945,1311,4821,4821,4821,4821,4821,1319,70,0,4821,4821,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,40,0,0,0,0,0,0,0,85,108,0,0,0,0,2,1,"83"
"8301050201",2521,5011,297,232,589,0,0,8,0,0,991,5011,5011,4742,5006,5011,5011,5011,5011,5011,5011,5011,382,871,0,0,4769,4748,1193,5011,5010,5011,5011,5011,1193,0,0,5011,5011,0,0,0,0,0,0,2,0,0,0,1,0,3,6,0,205,0,0,0,0,2,0,47,4,8,0,0,0,0,0,3,"83"
"8301050202",101,179,29,24,27,0,0,8,0,0,16,179,179,166,179,179,179,179,179,179,179,179,7,7,0,0,170,170,61,179,179,179,179,179,61,0,0,179,179,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"83"
"8301050301",1791,3417,220,174,429,19,0,8.20658849804578,3,3,395,3417,3417,3225,3385,3417,3417,3417,3417,3417,3417,3417,84,369,0,0,3304,3293,961,3417,3417,3417,3417,3417,963,49,0,3417,3417,0,0,0,0,0,0,22,0,0,0,1,0,7,0,0,39,0,0,0,0,4,0,34,26,23,11,0,0,0,0,0,"83"
"8301050401",1349,2899,162,131,365,0,0,8.06745737583395,2,2,455,2899,2899,2754,2898,2899,2899,2899,2899,2899,2899,2899,137,455,102,0,2802,2791,869,2899,2899,2899,2899,2899,869,0,0,2899,2899,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,135,0,0,0,0,0,0,0,32,31,0,0,0,0,0,0,"83"
"8301050501",412,1027,61,54,132,9,0,7.64320388349515,6,6,296,1027,1027,950,1023,1027,1027,1027,1027,1027,1027,1027,113,268,11,0,992,984,353,1027,1027,1026,1026,1026,365,29,0,1027,1027,0,0,4,0,0,30,58,0,0,0,0,0,0,0,4,78,0,0,5,5,237,0,63,35,26,73,4,4,0,0,0,"83"
"8301050601",1677,4144,428,334,621,16,0,8.17054263565892,34,34,938,4144,4144,3953,4082,4144,4144,4144,4144,4144,4144,4144,251,803,4,0,4015,4010,1512,4144,4144,4144,4144,4144,1512,44,0,4144,4144,0,0,9,1,0,8,87,6,0,0,9,0,4,0,0,123,0,0,0,277,278,0,250,235,174,21,6,0,0,3,0,"83"
"8301050701",591,1484,124,85,168,2,0,9.16920473773266,8,8,240,1484,1484,1421,1481,1484,1484,1484,1484,1484,1484,1484,55,227,0,0,1447,1432,404,1484,1479,1484,1484,1484,408,9,0,1484,1484,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"83"
"8301050801",296,767,56,49,103,0,0,8.05743243243243,10,10,214,767,767,708,759,767,767,767,767,767,767,767,86,180,0,0,744,744,257,767,762,767,767,767,257,0,0,767,767,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,15,0,0,0,206,88,0,0,0,6,0,0,0,0,0,2,"83"
"8301050802",89,228,11,11,22,0,0,8.0561797752809,2,2,53,228,228,220,228,228,228,228,228,228,228,228,32,59,0,0,222,222,62,228,228,228,228,228,62,0,0,228,228,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,57,31,0,0,0,0,0,0,0,0,0,0,"83"
"8301050901",537,1444,164,145,376,2,0,7.4487895716946,0,0,139,1444,1444,1398,1444,1444,1444,1444,1444,1444,1444,1444,0,187,14,0,1345,1337,866,1444,1444,1444,1444,1444,866,10,0,1444,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,315,4,6,0,0,0,0,0,0,"83"
"8301060101",1416,3024,166,137,278,7,0,8.83827683615819,0,0,981,3024,3024,2802,3022,3024,3024,3024,3024,3024,3024,3024,329,905,0,0,2928,2917,586,3024,3002,3024,3024,3024,595,18,0,3024,3024,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,130,0,0,0,0,22,0,2216,2,42,0,0,0,0,0,4,"83"
"8301060201",264,644,54,44,133,11,0,8.97348484848485,18,18,213,644,644,610,640,644,644,644,644,644,644,644,83,208,0,0,593,586,306,644,644,644,644,644,318,41,0,644,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,54,0,530,0,20,0,0,0,0,0,0,"83"
"8301060301",113,294,34,27,64,2,0,8,0,0,109,294,294,287,294,294,294,294,294,294,294,294,32,116,0,0,274,274,158,294,294,294,294,294,158,6,0,294,294,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,0,0,0,0,15,0,37,0,26,0,0,0,0,0,0,"83"
"8301060401",575,1220,78,62,156,3,0,8.95826086956522,0,0,345,1220,1220,1168,1220,1220,1220,1220,1220,1220,1220,1220,134,316,0,0,1157,1157,325,1220,1219,1220,1220,1220,329,5,0,1220,1220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,0,0,8,0,887,7,54,0,0,0,0,0,3,"83"
"8301060501",736,1552,91,79,182,16,0,8.98913043478261,0,0,459,1552,1552,1465,1552,1552,1552,1552,1552,1552,1552,1552,169,409,0,0,1496,1486,432,1552,1552,1552,1552,1552,440,33,0,1552,1552,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,28,0,0,0,0,37,0,1120,8,23,0,0,0,0,0,0,"83"
"8301060601",305,669,44,35,157,11,0,8.93770491803279,0,0,111,669,669,643,669,669,669,669,669,669,669,669,35,116,0,0,605,605,300,669,669,669,669,669,311,25,0,669,669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,0,0,32,0,527,7,19,0,0,0,0,0,0,"83"
"8301060701",884,1933,86,75,287,14,0,8.99547511312217,0,0,531,1933,1933,1812,1933,1933,1933,1933,1933,1933,1933,1933,164,526,0,0,1815,1803,584,1933,1929,1933,1933,1933,604,36,0,1933,1933,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,105,0,0,0,0,19,0,1772,3,34,0,0,0,0,0,0,"83"
"8301060801",678,1380,76,64,181,5,0,8.98230088495575,0,0,344,1380,1380,1292,1380,1380,1380,1380,1380,1380,1380,1380,108,341,0,0,1296,1288,354,1380,1379,1380,1380,1380,359,7,0,1380,1380,0,0,0,0,0,0,3,0,0,1,3,0,0,3,0,71,0,0,0,0,20,0,1275,0,22,0,0,0,0,0,8,"83"
"8301060901",746,1636,181,160,221,8,0,9,0,0,435,1636,1636,1535,1636,1636,1636,1636,1636,1636,1636,1636,151,434,0,0,1554,1533,531,1636,1634,1636,1636,1636,535,15,0,1636,1636,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,41,0,0,0,0,14,0,1528,0,20,0,0,0,0,0,0,"83"
"8301060903",91,164,19,18,13,0,0,9,0,0,55,164,164,149,164,164,164,164,164,164,164,164,16,58,0,0,159,153,22,164,164,164,164,164,22,0,0,164,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,"83"
"8301060904",106,200,26,24,20,0,0,9,0,0,66,200,200,156,200,200,200,200,200,200,200,200,17,71,0,0,191,191,40,200,200,200,200,200,40,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,189,0,4,0,0,0,0,0,0,"83"
"8301061001",885,1827,145,115,276,5,0,8.97514124293785,0,0,414,1827,1827,1709,1827,1827,1827,1827,1827,1827,1827,1827,120,414,0,0,1699,1685,525,1827,1820,1827,1827,1827,532,11,0,1827,1827,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,31,0,0,0,0,17,0,1734,4,46,1,0,0,0,0,0,"83"
"8301070101",449,782,24,19,109,0,0,8.27839643652561,0,0,137,782,782,712,778,782,782,782,782,782,782,782,35,151,3,1,723,714,192,782,782,782,782,782,192,0,0,782,782,0,0,0,0,1,0,46,1,0,0,4,0,0,0,0,7,0,0,0,0,0,0,181,66,66,0,0,0,0,1,0,"83"
"8301070201",700,1498,116,99,188,0,0,8.14571428571429,0,0,478,1498,1498,1412,1490,1498,1498,1498,1498,1498,1498,1498,194,419,0,0,1413,1408,466,1498,1498,1498,1498,1498,466,0,0,1498,1498,0,0,0,1,0,0,110,0,0,0,3,1,1,0,0,55,0,0,0,0,0,0,242,98,92,20,0,0,0,339,0,"83"
"8301070301",73,238,23,21,42,0,0,7.98630136986301,0,0,85,238,238,230,238,238,238,238,238,238,238,238,35,92,3,0,227,227,135,238,238,238,238,238,135,0,0,238,238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,3,0,0,0,0,0,0,0,0,"83"
