"amphur_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
2201,18989,45451,6490,5372,10290,433,1270,8.09458107325294,377,328,12499,45451,45451,43614,44871,45451,45451,45451,45442,45451,45451,45451,3758,11450,250,9,41370,40991,22878,45113,45420,45451,45451,45451,22975,1623,3691,45451,45451,0,8,0,157,410,3230,941,51,10,11,557,43,467,17,6,2030,0,0,95,534,2053,958,11475,4163,3952,975,44,0,0,2043,460,"22"
2202,12263,34614,4357,3773,7494,468,1068,8.11188126885754,558,416,12604,34614,34614,33783,34021,34614,34614,34614,34597,34614,34614,34614,4009,11072,169,110,32069,31832,18179,34538,34523,34614,34614,34614,18302,1658,2994,34614,34614,8,5,8,716,859,797,171,34,103,293,1062,68,200,39,12,21,6,0,244,48,353,73,1642,7051,7287,129,0,3,0,151,249,"22"
2203,14514,43440,4483,3644,9730,696,1610,8.42751825823343,502,258,15436,43440,43440,42581,42373,43440,43440,43440,43440,43440,43440,43440,4842,13983,377,42,40632,40165,24754,43425,43293,43438,43438,43438,24913,2394,4633,43438,43436,4,0,9,49,296,1656,2156,52,36,23,521,304,317,21,15,1102,15,0,164,237,1415,31,3699,9454,8395,565,10,9,0,315,480,"22"
2204,8386,25130,3595,3274,3987,279,479,7.97269258287622,323,197,12025,25130,25130,24053,24998,25130,25130,25130,25129,25130,25130,25130,4175,10674,545,14,23952,23805,10966,25130,25101,25130,25130,25130,11021,1025,1389,25130,25130,4,0,0,148,783,580,450,167,140,41,1191,312,721,13,4,1913,20,0,358,774,1663,320,10781,6659,6707,460,9,0,0,219,374,"22"
2205,6790,21027,2322,1916,4658,293,664,8.09617083946981,712,557,8612,21027,21027,20602,20878,21027,21027,21027,21027,21027,21027,21027,2796,7689,68,44,19748,19595,11526,20990,20998,21027,21027,21027,11567,1029,1956,21027,21027,0,0,0,22,215,440,282,30,10,11,420,114,81,7,13,1070,11,0,50,272,411,191,301,5262,4825,449,18,0,12,18,103,"22"
2206,6541,19410,4224,3454,5144,325,1368,7.97370432655557,176,103,6271,19410,19410,19176,19169,19410,19410,19410,19410,19410,19410,19410,1866,5777,103,0,17886,17690,12024,19410,19383,19403,19410,19410,12140,1143,3685,19410,19408,0,0,0,7,31,129,143,57,1,4,115,33,167,12,0,897,4,0,49,389,1255,128,1921,4705,4489,500,5,0,2,18,52,"22"
2207,11254,30557,4935,4322,5688,382,509,7.77279189621468,539,381,13153,30554,30554,29284,30255,30557,30557,30557,30552,30557,30557,30557,4295,11956,76,4,28245,27940,13379,30557,28938,30555,30555,30555,13447,1278,1450,30555,30556,0,6,4,312,597,1576,369,107,94,148,2090,587,773,30,23,2258,10,0,660,484,681,0,12059,7286,7350,258,13,17,3,236,375,"22"
2208,9265,15092,3067,2844,3254,67,121,7.33610361575823,227,185,3439,15092,15092,13994,15023,15092,15092,15092,15092,15092,15092,15092,1103,3245,36,16,12905,12810,5533,15092,15062,15092,15092,15092,5557,247,311,15092,15092,0,0,0,1,4,18,98,0,0,2,23,18,16,11,5,643,0,0,37,60,150,0,3805,1109,1187,113,1,0,0,126,20,"22"
2209,7355,22442,3100,2471,4741,170,288,8.48511216859279,91,37,8315,22442,22442,22018,22305,22442,22442,22442,22442,22442,22442,22442,2417,7807,244,0,21176,21017,12460,22442,22421,22442,22442,22442,12497,679,838,22442,22442,0,0,0,8,14,477,203,0,4,0,1201,0,17,11,0,654,4,0,130,74,253,28,833,6406,6285,155,0,0,0,19,7,"22"
2210,6610,19959,2146,1821,3500,185,265,8.38290468986384,419,278,8901,19959,19959,19283,19809,19959,19959,19959,19959,19959,19959,19959,2906,7466,200,0,18994,18841,9356,19802,19952,19959,19959,19959,9398,666,800,19959,19959,0,6,0,14,188,718,118,39,13,9,147,5,169,8,0,983,0,0,186,88,47,248,1579,2447,2631,154,12,0,6,9,373,"22"
