"amphur_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
9001,24523,64601,15584,12137,13733,408,847,8.2046242303144,527,504,19905,64601,64601,62043,59655,64601,64601,64601,64561,64601,64601,64601,6443,18266,943,132,59967,59162,32273,64323,64514,64601,64601,64601,32407,1598,2493,64595,64591,0,61,0,68,138,2597,826,113,24,27,916,140,554,21,0,0,0,0,352,1979,3628,1000,7837,8293,12978,1268,7,0,0,200,299,"90"
9002,11450,34464,13293,9853,8213,502,466,8.19668122270742,703,549,13381,34464,34464,33488,34086,34464,34464,34464,34464,34464,34464,34464,4248,12208,1133,141,31254,30884,19154,34453,34390,34464,34464,34464,19227,1704,1363,34464,34464,0,0,4,34,244,487,512,96,14,20,976,34,568,55,4,0,9,0,75,795,1310,271,6085,5825,8911,715,0,0,0,6,29,"90"
9003,24166,73821,17383,12463,11722,762,646,8.31780187039642,2643,1989,33869,73819,73819,68689,73155,73821,73821,73821,73817,73817,73817,73817,11261,30467,1661,528,70051,69651,29400,73256,73566,73817,73817,73817,29536,2808,1809,73813,73813,12,832,18,1214,560,10834,2182,11,0,0,2845,2613,202,31,16,2183,46,17,196,861,2600,128,15342,6285,21526,121,0,34,0,68,1325,"90"
9004,16474,52143,11317,8981,7879,539,695,8.23910404273401,2018,1286,25264,52143,52143,49114,51901,52143,52143,52143,52137,52143,52143,52143,9165,21702,1614,95,49596,49307,20564,52067,52047,52123,52123,52123,20740,2154,2337,52123,52123,53,640,5,0,0,19183,132,0,0,0,3,0,4,19,0,188,3,10,38,192,3234,125,613,10236,19363,282,0,8,0,13,702,"90"
9005,15546,47167,11040,8632,7071,348,228,8.43284446159784,786,575,21711,47167,47167,44200,45384,47167,47167,47167,47167,47167,47167,47167,7839,19905,214,81,44677,44350,18339,47115,47150,47164,47164,47164,18412,1274,668,47164,47164,0,0,0,47,242,872,875,0,44,44,402,4,389,5,0,592,0,0,229,627,595,0,6484,2079,9523,0,6,0,0,75,11,"90"
9006,16221,45475,6123,5212,6183,287,76,9.24992293939954,1496,852,20379,45469,45469,42153,44571,45475,45475,45475,45475,45475,45475,45475,7384,18762,479,76,43122,42694,15526,45471,45428,45473,45473,45473,15662,1214,264,45461,45470,8,150,6,125,359,676,182,20,16,17,2348,6,3433,52,0,45,0,0,92,30,155,0,6408,473,3657,0,0,5,0,2,50,"90"
9007,16920,42218,14074,10108,10513,502,586,8.51613475177305,617,436,11716,42218,42218,40465,41971,42215,42215,42215,42213,42215,42215,42215,3100,10891,393,30,37206,36876,21091,42201,42121,42212,42212,42212,21169,1596,1482,42212,42214,0,2,0,29,69,140,1786,20,4,5,241,29,75,53,0,876,4,0,20,103,1164,27,8282,1851,3057,283,12,11,0,10,101,"90"
9008,3967,10774,4472,3396,2864,326,363,8.54348374086211,126,91,3709,10774,10774,10348,10709,10774,10774,10774,10774,10774,10774,10774,1186,3412,145,0,9394,9268,5647,10774,10774,10774,10774,10774,5702,917,860,10774,10774,0,0,0,0,0,2667,129,0,0,0,0,0,0,0,0,0,0,0,0,41,997,0,0,1293,4825,0,0,4,0,0,0,"90"
9009,17904,53845,8205,6833,8560,468,576,8.02485478105451,580,479,22784,53845,53845,50103,53529,53845,53845,53845,53832,53845,53845,53845,7604,21360,428,87,51020,50686,20846,53827,53782,53845,53845,53845,20970,1721,1764,53845,53845,0,94,0,7,5,3042,570,4,13,0,42,183,215,103,11,319,21,0,184,693,610,22,1189,6141,11035,553,4,0,0,59,3,"90"
9010,27217,71697,14015,11075,10538,324,419,8.3506631884484,2340,1267,28515,71697,71697,66583,70267,71697,71697,71697,71697,71697,71697,71697,9487,26009,1617,143,67822,67385,25370,71697,71649,71697,71697,71697,25448,1163,1305,71697,71695,0,1008,61,3,1074,48050,10,0,0,0,2000,447,0,0,3,21,0,0,0,15,276,0,5243,3814,14902,0,1,26,0,0,0,"90"
9011,55273,124683,23162,17165,22863,450,1095,8.31639317569157,512,379,30680,124683,124683,117810,123624,124683,124683,124683,124674,124683,124683,124683,9419,28974,684,74,115727,114467,49717,123999,124568,124676,124676,124675,49877,1628,2795,124674,124665,0,13,2,88,507,4569,722,69,26,66,1808,1439,297,87,23,1473,2,0,147,904,2805,323,24516,9441,11493,346,21,0,7,379,172,"90"
9012,5850,16915,4739,3710,3286,154,131,8.25504273504274,163,145,5915,16915,16915,16309,16863,16915,16915,16915,16913,16915,16915,16915,1995,5368,68,26,15858,15750,7883,16915,16896,16915,16915,16915,7901,520,391,16915,16915,0,0,0,0,0,2299,30,0,0,206,120,0,3,0,0,0,0,0,6,10,234,0,14,5512,5758,29,0,0,0,57,0,"90"
9013,8550,26066,6503,4764,4944,245,330,7.95497076023392,699,455,11428,26066,26066,24780,25908,26066,26066,26066,26065,26066,26066,26066,3669,9919,656,74,24421,24221,12086,26066,26044,26066,26066,26066,12136,846,940,26066,26066,0,0,0,0,0,2349,20,0,0,0,0,172,0,0,0,47,0,0,31,960,1276,0,665,6685,8110,1779,0,0,0,82,63,"90"
9014,8105,24998,5377,3976,3840,189,439,8.0793337446021,540,427,10736,24995,24995,23547,24350,24998,24998,24998,24982,24998,24998,24998,3766,9272,688,41,24131,23961,10237,24998,24976,24987,24987,24987,10275,750,1490,24991,24990,0,13,2,131,657,1595,2100,0,6,20,2147,383,750,6,4,21,12,0,67,630,2316,0,4237,5448,9167,608,0,10,11,76,444,"90"
9015,16637,46100,14783,11167,9019,473,459,8.05812345975837,509,400,15665,46100,46100,43922,45432,46100,46100,46100,46096,46100,46100,46100,4951,14778,464,60,42981,42686,21578,45878,45611,46100,46100,46097,21712,1700,1392,46100,46100,0,29,4,190,565,2032,586,141,77,53,1258,317,1216,153,22,2221,4,24,250,2860,2385,269,12984,3649,9302,956,18,15,3,827,633,"90"
