"province_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT"
11,18389,31335,3962,3238,2385,1832,0,0,27,0.59614219777266,0,2,0,1003,526,409,1130,228,31,16,1776,429,585,110,11,73,4,0,20,135,432,119,1604,425,437,57,17,10,1,173,304
12,3191,8722,1337,1068,874,273,0,0,8,0.343031136178222,0,0,0,137,201,64,711,2,0,3,271,28,33,5,0,38,0,0,3,61,257,12,516,125,175,51,8,3,0,51,31
13,6324,14567,2357,1899,1283,1111,0,0,9,0.439995829423418,0,0,0,604,672,148,377,175,19,22,1049,58,369,86,0,55,0,0,17,119,374,59,1199,365,329,50,8,1,1,45,172
14,3095,8204,1928,1597,708,966,0,0,30,0.321590028091302,1,0,3,47,160,96,526,99,65,10,825,130,62,3,0,52,2,0,17,133,251,5,530,347,303,140,26,4,0,49,33
15,2714,6825,1875,1527,805,886,0,0,4,0.768120243263228,0,0,0,211,64,145,581,63,2,0,850,12,116,5,0,10,0,0,20,68,147,127,650,354,389,57,0,4,0,3,9
16,8688,24288,6946,5880,4009,2843,0,0,100,1.27728069546631,4,26,2,1440,1336,2647,1867,212,25,41,2657,147,721,9,5,206,11,1,170,280,767,15,2042,1752,1886,501,89,22,13,210,337
17,819,1916,586,459,387,118,0,0,1,0.32621442024093,0,0,0,142,30,94,227,4,0,0,116,4,10,1,0,6,0,0,8,22,64,2,124,85,119,46,0,1,0,1,1
18,1236,3428,993,737,133,591,0,0,16,0.306745912829221,1,1,1,5,6,35,124,102,223,107,219,72,84,1,1,3,0,0,36,5,61,32,165,196,232,4,9,7,0,4,0
19,4564,12808,2714,2176,1193,1300,0,0,36,0.550344091514938,0,3,0,271,356,334,770,147,48,17,1212,219,563,12,1,47,0,0,75,200,350,33,756,618,585,194,24,12,0,47,107
20,5149,11321,1782,1505,1083,524,0,0,25,0.258467160931444,3,2,0,123,285,125,718,106,38,19,437,82,141,13,1,58,1,1,38,101,298,8,574,336,336,57,25,0,0,87,24
