"amphur_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT","province_ID"
4301,392,1837,429,328,0,0,321,0,7,0.405433801807147,0,0,0,1,1,2,2,0,0,0,1,0,2,0,0,307,3,0,13,9,9,0,26,70,82,0,4,3,1,0,1,"43"
4302,475,2127,485,370,0,0,370,0,0,0.764668196003059,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,367,0,0,3,2,2,3,79,95,76,0,0,0,0,0,0,"43"
4305,690,3308,773,592,0,0,592,0,2,0.954299991940034,0,0,0,17,2,14,3,6,0,0,24,4,13,0,0,542,2,0,48,15,9,11,74,127,129,11,2,0,0,0,3,"43"
4307,2,8,4,4,0,0,4,0,0,0.0203821656050955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"43"
4308,87,356,116,94,0,0,83,0,12,0.581215606257342,0,0,0,12,13,11,0,1,0,0,22,1,2,0,2,0,11,0,72,21,24,0,13,43,40,10,5,7,0,0,11,"43"
4314,76,284,47,43,0,0,38,0,5,0.267929466010343,0,0,0,2,6,1,0,1,0,0,6,0,1,0,0,0,4,0,34,6,7,0,0,22,32,2,4,1,0,0,0,"43"
4315,10,30,5,2,0,0,2,0,0,0.00610035077016928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,"43"
4316,17,64,15,13,0,0,10,0,3,0.0562502704339925,0,0,0,2,0,2,0,2,0,0,3,0,1,0,0,0,10,0,0,7,2,0,5,8,7,0,2,1,0,0,2,"43"
4317,8,33,10,8,0,0,7,0,1,0.0881931429831331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,"43"
