"amphur_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT","province_ID"
6001,3459,10713,3486,2914,0,873,0,2403,0,2.15771936319882,1,0,0,63,116,190,232,289,34,31,606,220,306,17,5,138,7,0,98,543,1121,1277,1735,472,499,166,14,3,3,136,219,"60"
6002,420,1461,393,319,0,15,0,310,0,1.25942595443958,0,0,0,7,18,69,19,0,1,0,14,0,13,0,0,17,0,0,17,99,247,0,68,119,124,3,0,0,2,4,12,"60"
6003,830,2324,803,677,0,98,0,582,0,1.49808590206014,0,0,0,0,3,116,46,8,1,0,92,2,2,0,0,22,3,0,9,130,444,28,130,147,224,1,3,0,0,5,6,"60"
6004,546,1773,629,538,0,21,0,520,0,1.11354886782299,0,0,0,0,0,3,4,6,5,2,12,2,2,2,0,35,0,0,10,96,455,0,191,84,139,10,3,0,0,0,2,"60"
6005,765,2497,693,573,0,38,0,542,0,0.900051835446021,0,0,0,3,7,47,19,6,0,0,37,0,22,0,0,33,0,0,26,117,468,0,123,229,208,31,0,0,0,36,1,"60"
6006,162,503,161,139,0,0,0,139,0,0.521106695658694,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,4,0,0,6,9,124,8,0,33,34,8,0,0,0,0,0,"60"
6007,1613,5387,1733,1419,0,463,0,1018,0,2.29898093093336,0,1,0,141,134,33,81,11,2,0,461,15,118,1,0,86,2,0,37,263,848,0,390,559,446,118,5,0,0,20,32,"60"
6008,1812,5734,1805,1456,0,655,0,903,0,2.81108215078676,0,0,0,202,58,51,47,34,3,7,632,90,77,0,0,12,0,0,90,269,713,8,67,419,585,73,0,0,0,34,28,"60"
6009,553,1665,636,557,0,154,0,418,0,1.26968930224076,0,0,0,53,52,65,29,12,0,0,149,23,46,0,0,0,0,0,32,64,304,66,277,197,198,32,0,4,0,21,14,"60"
6010,535,1623,512,394,0,126,0,275,0,0.94795852079975,0,0,0,4,7,13,10,3,67,67,58,1,1,0,0,13,0,0,16,109,191,2,77,35,43,2,0,0,0,0,0,"60"
6011,1009,3443,1151,880,0,430,0,556,0,1.39271357579211,0,0,0,10,68,114,26,17,0,1,422,132,47,21,3,80,2,0,47,173,408,25,248,317,293,82,3,2,0,4,19,"60"
6012,744,2206,709,588,0,194,0,443,0,2.1845742309407,0,1,3,68,73,135,69,38,10,1,177,55,36,5,0,21,2,0,32,129,353,15,177,126,165,97,8,5,0,43,34,"60"
6013,1175,3650,1431,1293,0,765,0,609,0,4.040625,0,0,0,61,195,154,13,21,3,2,750,14,109,5,5,54,4,0,69,165,405,113,260,541,521,116,1,1,0,45,85,"60"
6014,22,70,25,24,0,7,0,17,0,0.174774249927177,0,0,0,0,1,1,0,1,0,0,6,4,1,0,0,0,0,0,0,2,9,6,3,8,9,2,1,0,0,0,0,"60"
6015,34,94,51,50,0,8,0,42,0,0.453226976069616,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,2,0,0,5,8,7,30,10,7,8,5,0,0,0,0,0,"60"
