"amphur_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT","province_ID"
4801,200,767,294,173,0,0,28,149,0,0.168170153200093,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,12,2,0,14,83,71,2,0,77,77,0,0,0,0,0,0,"48"
4802,87,419,141,97,0,0,93,3,1,0.245426713559193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,3,0,12,11,0,0,1,0,0,0,"48"
4803,970,4261,1193,946,0,0,706,263,0,2.43444247149952,0,0,0,2,12,24,4,4,1,1,6,1,5,0,0,653,3,0,53,21,99,152,144,332,280,6,0,0,0,0,3,"48"
4804,628,2943,983,746,0,0,530,239,0,2.82062915910466,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,509,0,0,21,44,37,165,83,244,273,0,0,0,0,0,0,"48"
4805,340,1424,398,307,0,0,217,91,0,0.583983260414685,0,0,0,14,0,25,0,0,0,0,9,0,0,0,0,217,0,0,0,14,57,24,3,124,110,0,0,0,0,0,0,"48"
4806,59,196,79,63,0,0,22,41,0,0.189467985925235,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,13,9,0,0,4,0,37,0,12,25,0,0,0,0,0,0,"48"
4807,1035,4578,1674,1271,0,0,1089,207,4,2.44202355563241,0,0,0,2,10,13,5,9,0,0,18,6,15,0,0,1014,0,0,75,84,83,64,19,446,579,16,0,4,0,0,7,"48"
4808,202,956,277,220,0,0,217,3,4,0.449585155515592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,2,1,0,68,60,0,2,4,0,0,0,"48"
4809,60,203,88,64,0,0,7,57,0,0.16363264471262,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,20,38,0,22,26,0,0,0,0,0,0,"48"
4810,792,3632,1345,1107,0,0,1017,100,2,2.62502667710038,0,0,0,60,12,128,6,1,4,1,158,0,25,3,0,962,9,0,52,41,44,26,95,421,464,6,0,2,0,0,8,"48"
4811,18,66,27,23,0,0,3,20,0,0.130304232054841,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,2,1,0,0,4,13,4,0,7,13,0,0,0,0,0,0,"48"
4812,36,135,66,59,0,0,37,23,0,0.500466536601917,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,36,13,0,10,1,16,27,0,0,0,0,0,0,"48"
