"tumbol_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"710103",3997,7781,1130,958,1382,0,82,8.11508631473605,0,0,1031,7781,7781,7224,7779,7781,7781,7781,7781,7781,7781,7781,296,953,29,0,7156,7089,2853,7781,7781,7781,7781,7781,2853,0,177,7781,7781,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,300,0,40,0,0,91,122,3,0,0,0,3,2,"71"
"710104",1618,3858,715,602,686,13,33,7.77070457354759,58,54,948,3858,3858,3672,3460,3858,3858,3858,3858,3858,3858,3858,267,888,38,10,3651,3615,1712,3858,3857,3858,3858,3855,1716,53,82,3858,3858,0,0,6,3,31,3,15,5,0,0,22,3,15,0,0,0,0,0,11,50,123,0,325,293,422,4,0,0,0,0,0,"71"
"710105",2782,6133,1156,1039,1069,7,51,7.83321351545651,50,50,1640,6131,6131,5843,6069,6133,6133,6133,6133,6133,6133,6133,493,1540,23,0,5694,5632,2563,6133,6131,6133,6133,6133,2563,34,159,6133,6133,0,0,0,23,115,0,675,0,0,0,143,3,54,2,0,0,0,0,41,94,280,0,800,529,540,752,0,0,0,2,7,"71"
"710106",1354,4229,792,699,622,24,35,7.98892171344165,107,85,1793,4229,4229,4089,2776,4229,4229,4229,4227,4229,4229,4229,736,1561,201,0,4029,4006,1931,4229,4229,4229,4229,4229,1935,101,110,4229,4229,0,0,0,32,91,78,3,0,0,0,29,1,46,1,0,0,0,0,2,20,43,0,0,211,219,0,0,0,0,0,0,"71"
"710107",2457,5863,1052,918,791,35,24,8.35409035409035,52,48,2000,5863,5863,5196,5610,5861,5861,5861,5861,5861,5861,5861,607,1780,6,0,5675,5646,2328,5863,5846,5849,5855,5855,2358,148,93,5859,5857,0,0,0,22,37,10,12,15,0,0,39,4,24,0,0,16,0,0,9,22,212,0,6,1008,850,58,8,0,0,0,11,"71"
"710108",2239,5738,1172,1017,905,39,33,7.64984368021438,138,89,2195,5738,5738,5281,5710,5738,5738,5738,5738,5738,5738,5738,616,1874,56,4,5424,5398,2132,5738,5736,5738,5738,5738,2144,129,100,5738,5738,0,0,0,18,26,154,16,8,0,0,59,7,133,0,0,180,0,0,94,181,232,1,1863,1591,1798,476,0,2,0,293,40,"71"
"710109",916,2175,543,473,352,32,54,7.67248908296943,64,39,857,2175,2175,2021,2162,2175,2175,2175,2175,2175,2175,2175,228,760,10,0,2008,1988,849,2175,2171,2175,2175,2175,853,109,157,2175,2175,0,0,0,7,122,83,10,21,0,0,178,22,99,2,0,50,0,0,32,16,134,0,178,380,526,7,0,0,0,3,15,"71"
"710110",1541,5260,1226,1065,961,49,22,7.89292667099286,116,91,2365,5260,5260,5134,5138,5260,5260,5260,5260,5260,5260,5260,687,2215,163,6,5049,5030,2797,5260,5260,5260,5260,5260,2819,207,93,5260,5260,0,9,0,3,5,153,105,2,0,0,49,1,10,10,0,114,0,0,21,61,747,1,306,1288,1350,102,0,0,0,0,65,"71"
"710111",1446,4061,1124,970,837,26,21,7.90940525587829,39,39,1020,4061,4061,3953,4019,4061,4061,4061,4061,4061,4061,4061,277,965,46,0,3825,3811,2219,4061,4061,4061,4061,4061,2225,98,70,4061,4061,0,0,0,2,0,0,0,1,0,0,5,0,3,0,0,70,0,0,3,71,170,0,0,557,667,0,0,0,0,0,0,"71"
"710113",2584,8092,1869,1698,1214,55,26,8.12306501547988,41,37,3724,8092,8092,7699,7210,8092,8092,8092,8092,8092,8092,8092,1197,3565,107,0,7732,7661,3633,8092,8084,8084,8084,8084,3635,235,75,8083,8084,0,0,0,53,139,70,6,9,0,0,56,0,67,0,0,356,0,0,468,22,46,1,235,802,959,46,5,0,0,5,1,"71"
