"tumbol_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"270101",839,2653,661,490,437,25,38,8.49940405244338,3,3,1129,2653,2653,2597,2648,2653,2653,2653,2653,2653,2653,2653,396,1046,11,0,2529,2508,1231,2653,2653,2653,2653,2653,1236,97,137,2653,2653,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,223,0,0,0,0,30,0,1120,5,9,0,0,0,0,0,0,"27"
"270102",2760,8897,2255,1823,1501,64,94,7.38913043478261,226,107,4291,8897,8897,8628,8880,8897,8897,8897,8897,8897,8897,8897,1507,3867,190,59,8406,8350,4230,8897,8879,8897,8897,8897,4246,240,322,8897,8897,0,0,8,0,0,196,91,6,0,0,14,0,636,13,8,783,0,0,37,148,439,0,3321,1443,1469,50,0,0,0,5,13,"27"
"270103",1880,6281,1479,1063,1078,34,37,8.10531914893617,132,106,2916,6281,6281,6136,6267,6281,6281,6281,6281,6281,6281,6281,1029,2624,6,12,5993,5958,3168,6281,6234,6281,6281,6281,3178,138,174,6281,6281,0,0,0,61,181,238,22,7,0,7,207,46,64,12,0,2,0,0,40,226,197,0,2062,1557,1486,9,1,0,0,17,10,"27"
"270104",2217,7131,2021,1611,1234,55,63,8.48353631032927,89,70,3489,7131,7131,6973,7106,7131,7131,7131,7127,7131,7131,7131,1202,3233,63,0,6684,6606,3464,7131,7076,7131,7131,7131,3480,193,237,7131,7131,0,18,0,0,133,61,14,2,0,0,12,2,4,3,0,696,9,0,119,227,352,0,3313,2695,2379,30,0,0,0,0,0,"27"
"270105",2321,6819,2059,1864,1271,122,177,7.39551917277036,22,17,3087,6819,6819,6665,6791,6819,6819,6819,6819,6819,6819,6819,1004,2946,24,5,6249,6187,3147,6819,6805,6819,6819,6819,3186,443,573,6819,6819,0,0,0,0,4,3,1,0,0,3,9,3,9,5,0,8,0,0,0,0,1,0,1463,766,708,0,0,0,0,2,10,"27"
"270106",1598,4303,1004,870,642,40,24,7.48435544430538,56,40,1654,4303,4303,4144,4285,4303,4303,4303,4303,4303,4303,4303,540,1520,4,0,4068,4026,1584,4303,4303,4303,4303,4303,1618,137,60,4303,4303,0,0,0,0,4,0,15,0,0,0,0,0,9,0,0,369,0,0,0,60,238,0,227,1661,1367,19,0,0,0,0,0,"27"
"270108",2915,7065,2049,1715,1459,53,100,6.62401372212693,17,17,2541,7065,7065,6821,7056,7065,7065,7065,7065,7065,7065,7065,731,2334,49,15,6306,6217,3042,7065,7065,7065,7065,7065,3064,138,228,7065,7065,0,5,0,0,8,1,39,33,0,0,35,16,21,23,0,370,0,0,5,0,4,0,2807,1198,1064,36,0,0,0,0,0,"27"
"270111",1434,4819,1278,1076,806,50,95,7.48535564853557,31,16,2294,4819,4819,4692,4807,4819,4819,4819,4818,4819,4819,4819,710,2174,106,22,4613,4559,2362,4819,4819,4819,4819,4819,2368,220,282,4819,4819,0,0,0,53,59,253,64,29,2,0,104,31,50,6,13,10,11,0,137,489,542,0,1277,1313,1312,165,5,0,0,229,695,"27"
"270151",1964,3755,1005,813,881,32,164,7.64154786150713,6,6,776,3755,3755,3641,3740,3755,3755,3755,3755,3755,3755,3755,265,687,0,8,3255,3203,1819,3755,3755,3755,3755,3755,1819,117,397,3755,3755,0,0,0,0,6,49,3,0,0,0,4,2,0,0,0,97,0,0,0,68,60,0,2421,726,619,19,9,0,0,1,11,"27"
"270152",663,1717,446,360,343,15,56,7.79487179487179,14,10,666,1717,1717,1674,1716,1717,1717,1717,1717,1717,1717,1717,224,614,10,0,1549,1516,798,1717,1633,1717,1717,1716,798,63,111,1717,1717,0,9,0,6,5,18,7,5,2,0,13,40,23,0,0,136,5,0,7,15,12,0,609,706,452,25,0,0,0,0,0,"27"
"270153",693,969,276,206,298,12,17,7.75324675324675,0,0,53,969,969,926,965,969,969,969,969,969,969,969,7,70,0,0,745,738,449,969,969,969,969,969,451,31,28,969,969,0,0,0,0,0,0,65,0,0,0,1,0,0,0,0,0,0,0,2,6,20,0,501,13,44,0,0,0,0,0,0,"27"
"270201",2311,6857,1751,1542,935,63,92,8.25097360450022,114,105,3227,6857,6857,6563,6819,6857,6857,6857,6857,6857,6856,6856,1042,2968,46,0,6541,6500,2739,6857,6832,6834,6834,6834,2748,275,301,6836,6836,0,0,0,0,0,3,9,5,0,0,9,3,9,0,0,460,0,0,37,49,27,0,1050,773,869,21,22,0,0,0,0,"27"
"270202",1032,2884,686,604,441,26,51,8.99903100775194,85,78,1219,2884,2884,2744,2848,2884,2884,2884,2880,2884,2884,2884,408,1115,10,0,2737,2730,1114,2884,2884,2884,2884,2884,1123,68,168,2884,2883,0,0,0,12,13,191,8,4,4,4,8,16,6,0,0,147,0,0,25,55,31,0,311,605,594,0,0,0,0,0,0,"27"
"270203",1121,3279,1114,1018,539,30,16,7.31668153434433,4,0,1118,3279,3279,3186,3270,3279,3279,3279,3279,3279,3279,3279,357,1014,62,0,3116,3101,1391,3279,3279,3279,3279,3279,1391,117,53,3279,3279,0,0,0,0,7,0,0,4,1,1,3,0,1,0,0,349,0,0,0,4,0,0,0,18,30,0,3,0,0,0,0,"27"
"270204",770,2367,833,777,365,35,41,8.08571428571429,3,3,995,2367,2367,2291,2347,2367,2367,2367,2367,2367,2367,2367,267,973,14,0,2253,2243,942,2367,2367,2367,2367,2367,953,118,124,2367,2367,0,0,0,0,4,0,0,2,0,0,5,0,3,0,0,171,0,0,0,3,3,0,538,5,70,0,0,0,0,0,0,"27"
