"amphur_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
5701,44871,121510,42380,34831,26471,1675,3876,8.32548862294132,1474,1047,40183,121506,121506,117584,116070,121510,121510,121510,121499,121507,121507,121507,13149,34728,955,49,111664,110581,60263,117920,121276,121501,121501,121501,60541,5515,10659,121502,121499,5,5,30,861,1507,2965,3373,266,630,502,2854,1192,4298,81,48,7039,21,1,2750,3818,5870,304,29058,28632,15340,1859,110,18,4,900,1031,"57"
5702,12081,35935,14974,12374,7774,811,999,8.15859614270342,627,481,13112,35935,35935,35241,35496,35935,35935,35935,35931,35935,35935,35935,4092,10939,326,0,33491,33118,18977,35935,35901,35935,35935,35935,19081,2488,2705,35935,35934,0,4,6,1092,483,1180,220,23,11,19,763,520,353,33,5,2029,4,0,778,748,1325,141,5165,12587,6812,238,10,0,0,20,171,"57"
5703,16367,41973,20125,16087,9116,508,1074,8.50198570293884,801,541,12148,41973,41973,40694,41834,41973,41973,41973,41973,41973,41973,41973,3725,10533,465,24,38444,38026,19425,41973,41888,41973,41973,41973,19505,1603,2633,41973,41973,3,0,3,21,70,92,132,13,22,20,109,34,703,27,0,1788,6,0,84,142,223,147,4843,2545,880,237,4,0,0,8,37,"57"
5704,22143,57523,24135,19106,12430,878,1765,8.619608905749,782,477,18863,57523,57523,55835,57245,57523,57523,57523,57516,57519,57519,57519,6071,17124,381,0,52130,51517,27776,55358,57442,57508,57508,57508,27932,2693,4387,57502,57505,0,5,0,770,708,2735,182,65,60,55,762,776,330,19,0,4219,11,0,2119,387,1529,76,16683,15801,9415,374,24,3,0,44,499,"57"
5705,32156,86522,42241,32533,22543,1890,3599,8.4646722229133,974,665,26038,86518,86518,85009,85616,86520,86520,86520,86503,86520,86520,86520,7566,22831,452,38,76802,75547,48041,86510,85272,86494,86489,86489,48277,5407,8857,86492,86489,0,4,4,1991,839,1509,1278,85,9,4,630,196,672,33,10,3805,12,0,1355,2372,6255,399,16905,32351,18124,840,54,27,2,53,965,"57"
5706,6268,19433,8444,6920,4470,426,405,8.36151882578175,314,207,6900,19433,19433,19151,19189,19433,19433,19433,19433,19433,19433,19433,1913,6125,257,26,18058,17822,10942,19427,19389,19433,19433,19433,11004,1368,1217,19430,19430,0,0,0,331,43,373,100,7,0,0,139,21,31,0,0,69,5,0,206,483,1471,34,3070,7162,4803,128,15,0,0,2,197,"57"
5707,23686,65871,27621,21368,14540,857,2339,8.8174449041628,1134,778,23229,65871,65871,63606,65488,65871,65871,65871,65870,65871,65871,65871,7710,20390,251,49,59963,59229,33160,65746,65733,65871,65871,65865,33274,2585,5685,65871,65871,0,5,29,1445,854,15671,521,4783,25,22,802,141,330,64,19,2826,19,8,3786,1200,2335,26,9394,18102,10964,302,41,18,5,33,336,"57"
5708,12269,34930,14346,11691,7470,628,1313,8.18526367267096,331,228,12774,34930,34930,33819,34613,34930,34930,34930,34916,34930,34930,34930,4175,11271,389,4,32043,31554,17440,34930,34907,34929,34929,34928,17539,1887,3259,34930,34930,0,3,10,108,546,1203,337,84,227,234,2178,205,189,23,0,2240,10,0,2413,985,1924,106,9571,10436,6263,320,4,16,7,104,249,"57"
5709,23359,63597,12359,10019,11999,306,2932,8.86981463247571,315,277,21586,63597,63597,59258,63235,63597,63597,63597,63597,63597,63597,63597,7308,19853,217,6,59491,58554,29508,63597,63564,63597,63597,63588,29573,1066,6761,63597,63597,0,5,0,0,0,11200,538,0,0,0,26,0,0,0,0,1017,0,6,198,94,215,0,3857,6045,2630,0,0,0,0,0,0,"57"
5710,17561,51632,24395,20813,9220,728,858,8.51460622971357,983,692,20810,51632,51632,49211,51112,51632,51632,51632,51613,51632,51631,51631,7300,18124,364,30,48295,47905,22598,49462,51571,51630,51630,51630,22720,2420,2309,51630,51632,10,25,6,1042,1615,511,304,572,366,299,3148,756,1208,377,33,4094,34,0,6656,1198,1962,92,16070,14813,11401,237,47,26,0,107,764,"57"
