"amphur_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
1601,47071,111955,24929,20056,25714,1129,3604,8.08943935756623,891,692,32193,111891,111891,107805,111418,111955,111955,111955,111947,111949,111944,111944,9907,29597,546,96,101464,100409,57187,109862,111739,111864,111864,111862,57345,3993,9091,111859,111865,0,22,231,428,650,20777,279,36,16,12,758,36,90,29,33,4128,9,0,100,1278,4973,130,21460,15990,17947,338,64,14,11,27,206,"16"
1602,18022,50537,9703,8152,8996,471,1180,8.38391965375652,858,715,20304,50537,50537,48546,50072,50537,50537,50537,50531,50537,50537,50537,6158,19004,577,13,47860,47444,22585,50532,50454,50531,50531,50531,22656,1715,3469,50521,50521,0,19,5,25,1294,5591,142,31,12,8,1388,34,78,11,0,2700,30,0,213,255,1440,1,6814,8484,8305,1833,11,19,0,37,191,"16"
1603,19970,57894,17387,13900,11980,998,1999,8.37971957936905,1014,820,21998,57890,57890,56097,56692,57892,57892,57892,57892,57892,57892,57892,6778,20163,710,13,54030,53418,28893,57804,57640,57884,57884,57879,29035,3532,5734,57888,57892,3,146,16,255,257,11739,687,28,8,1,3764,35,805,27,20,2896,42,0,666,1212,3338,20,8131,11046,10537,387,27,21,17,2031,870,"16"
1604,20690,58635,13337,11636,10738,592,1360,7.76476558724021,653,497,23694,58634,58634,56391,57865,58634,58634,58634,58633,58634,58634,58634,7339,22407,880,28,54964,54385,26603,58635,58444,58634,58630,58630,26720,2172,3926,58634,58632,13,11,0,309,658,1160,360,73,21,36,1402,195,169,34,0,4116,55,0,734,925,2988,271,15299,9955,9856,2081,26,12,2,1038,290,"16"
1605,12807,40160,12465,9462,9083,578,999,7.93363004606856,494,287,15763,40160,40160,39152,39824,40160,40160,40160,40160,40160,40160,40160,4656,14357,394,8,37603,37173,23713,40160,40124,40160,40160,40160,23791,2076,2884,40160,40160,0,64,8,78,71,2192,231,130,0,60,83,16,23,17,3,79,4,0,101,505,1794,160,2911,5817,6764,130,0,0,0,131,76,"16"
1606,20537,55969,16264,13083,14145,1010,1893,7.73184983201052,1048,836,20117,55969,55969,53813,55615,55969,55969,55969,55966,55969,55969,55969,6388,18428,343,8,50710,49756,32146,55969,55859,55967,55967,55966,32301,3326,5131,55967,55967,0,16,0,684,722,5328,2486,196,0,1,1284,106,397,40,11,2474,7,0,147,839,3013,30,11256,7825,7060,606,0,8,6,335,131,"16"
1607,7310,19585,4146,3763,3503,152,351,8.45950752393981,119,100,7992,19585,19585,18743,19548,19585,19585,19585,19585,19585,19585,19585,2337,7407,168,10,18280,18070,8521,19565,19582,19585,19585,19585,8531,502,1016,19585,19585,0,10,0,0,145,3938,144,8,0,0,51,20,8,3,0,1478,6,0,106,151,391,1,847,4187,3099,10,0,0,0,0,236,"16"
1608,5741,15464,3404,2787,3100,147,248,7.97352377634558,137,111,5688,15464,15464,14866,15400,15464,15464,15464,15464,15464,15464,15464,1505,5272,28,0,14325,14166,7056,15133,15435,15464,15464,15464,7080,446,684,15464,15464,0,0,0,2,6,1573,29,0,0,2,11,22,2,7,7,786,0,0,98,39,132,377,1515,1833,1996,2,0,0,0,2,10,"16"
1609,5406,15604,3732,3433,2945,318,733,7.98298187199408,462,345,7550,15604,15604,14976,15420,15604,15604,15604,15603,15604,15604,15604,2367,6909,193,0,14474,14360,7049,15529,15601,15604,15604,15604,7084,1036,1969,15604,15604,6,91,0,2794,1899,10141,447,262,63,34,3041,797,1728,53,20,850,30,0,707,559,1463,0,4372,5784,6488,861,24,0,2,395,969,"16"
1610,6126,15779,6196,5452,2978,267,590,7.64299706170421,394,322,6196,15515,15515,14690,14928,15514,15514,15514,15513,15513,15513,15513,2140,5510,169,5,14265,14362,6349,15769,15478,15503,15501,15501,6402,871,1433,15525,15650,0,0,64,820,282,22,142,12,2,3,583,18,341,0,18,571,52,0,243,358,432,2,3751,5957,5797,416,88,21,21,82,127,"16"
1611,8018,18771,4760,3978,4487,203,127,8.07894736842105,273,220,5838,18771,18771,18068,18686,18771,18771,18771,18771,18771,18771,18771,1730,5503,184,6,16744,16490,8897,18771,18751,18771,18771,18771,8930,640,330,18771,18771,0,0,0,57,137,4748,1706,2,0,0,120,248,46,4,4,631,22,6,64,463,1108,8,4450,4381,4475,47,7,7,0,53,20,"16"
