"province_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT"
11,25918,55478,8020,6594,2385,1832,0,3947,0,1.2140091575395,0,8,0,1003,526,493,1130,228,31,16,1776,506,619,113,12,174,4,0,52,797,3235,255,2496,841,900,87,11,9,1,256,374
12,7806,24519,4033,3320,874,273,0,2548,0,1.0663514720147,0,0,0,137,201,250,711,2,0,3,271,38,60,5,0,98,0,0,19,464,2222,44,1272,365,486,111,4,3,0,125,48
13,10853,29517,5506,4466,1283,1111,0,3057,0,1.03476638978672,0,0,0,604,672,255,377,175,19,22,1049,74,432,91,2,110,0,0,49,675,2280,568,2080,804,783,100,4,1,1,75,196
14,10410,34711,9436,7784,708,966,0,6544,0,1.56747450135422,1,0,4,47,160,259,526,99,65,10,825,323,84,6,0,194,6,0,74,1422,5668,28,2351,2426,1609,234,14,2,0,103,47
15,7697,23843,6508,5389,805,886,0,4138,0,2.71080549505274,0,1,0,211,64,341,581,63,2,0,850,46,137,6,0,69,1,0,61,750,2716,1063,1857,1069,1222,106,0,2,0,14,12
16,15601,47508,13812,11630,4009,2843,0,6742,0,2.52632219188319,4,31,13,1440,1336,4365,1867,212,25,41,2657,180,754,16,12,420,21,1,363,1613,5388,242,3337,3168,3512,645,56,17,18,243,419
17,2768,8280,2651,2081,387,118,0,1700,0,1.4789808464518,0,0,0,142,30,253,227,4,0,0,116,7,10,1,0,54,0,0,34,314,1481,68,340,424,471,70,0,1,0,6,6
18,4812,14130,4636,3619,133,591,0,2983,0,1.50625978090767,1,2,1,5,6,62,124,102,223,107,219,72,85,1,1,29,3,0,64,202,2236,642,778,721,894,6,6,0,0,11,0
19,9073,29312,6517,5257,1193,1300,0,3591,0,1.32957669535571,0,6,0,271,356,596,770,147,48,17,1212,295,617,14,3,130,0,0,117,921,2767,240,1612,1399,1285,250,14,5,2,72,153
20,10462,29763,5134,4286,1083,524,0,3154,0,0.736073256978184,3,2,0,123,285,202,718,106,38,19,437,123,220,14,4,142,1,1,75,620,2663,112,1430,783,783,165,14,0,0,254,48
21,9539,23651,3233,2718,897,601,0,1587,0,0.770154937718891,0,0,0,136,135,413,673,30,46,107,493,43,200,3,0,89,0,0,56,420,1317,20,565,692,688,530,3,0,0,85,120
22,8440,25400,4389,3793,1225,1225,0,2096,0,1.36871125352733,1,4,0,241,512,572,626,131,70,80,1107,137,354,13,5,154,1,0,171,501,1354,482,1295,1070,1150,198,12,1,3,185,169
23,3294,7555,1632,1479,345,192,0,1048,0,1.19992211458891,0,1,0,19,14,27,313,75,5,3,119,15,22,0,3,31,4,0,26,313,820,26,353,333,296,48,18,7,1,20,95
24,9288,33172,5784,4891,1434,958,0,3485,0,1.12803978006569,0,5,1,908,384,888,297,110,54,37,846,299,344,3,6,114,7,0,96,815,2781,276,1015,1298,1518,143,16,5,6,89,89
25,6356,20543,5013,3959,951,1571,0,2046,0,1.20046453944795,3,3,15,451,421,327,294,182,36,56,1427,164,214,50,6,210,4,0,112,769,1490,32,1105,1284,1189,91,41,4,16,62,131
26,3309,10537,2325,1892,327,483,0,1321,0,1.13424496573885,0,0,0,29,176,100,134,64,4,2,443,62,30,4,0,49,1,0,37,253,1100,54,674,410,578,57,2,0,0,47,11
