"tumbol_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"200106",2536,7142,845,692,1307,72,191,8.77996845425868,112,100,2771,7142,7142,6954,7077,7142,7142,7142,7141,7142,7142,7142,831,2553,151,0,6762,6717,3681,6590,7124,7142,7142,7142,3696,297,560,7142,7142,5,0,0,10,27,264,86,26,9,15,102,174,57,1,6,412,5,0,51,307,502,172,1945,990,829,123,2,0,3,85,104,"20"
"200107",3294,8213,689,583,1153,38,69,8.11627200971463,47,27,2905,8213,8213,7829,8113,8213,8213,8213,8213,8213,8213,8213,1078,2655,128,0,7910,7854,3203,8213,8205,8213,8213,8213,3206,157,211,8213,8213,0,4,3,103,76,99,155,18,19,3,297,131,699,12,4,537,4,0,38,299,395,0,1353,1515,1166,69,7,2,0,243,95,"20"
"200108",812,2498,376,319,421,19,43,7.76600985221675,0,0,930,2498,2498,2445,2476,2498,2498,2498,2498,2498,2498,2498,249,977,52,62,2372,2347,1355,2496,2498,2498,2498,2498,1355,103,164,2498,2498,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,9,1,0,9,0,0,0,0,0,0,"20"
"200109",2640,5269,374,315,556,9,1,8.57651515151515,82,74,1417,5269,5269,4870,5213,5269,5269,5269,5269,5269,5269,5269,508,1236,0,0,5116,5098,1448,5269,5269,5269,5269,5269,1448,37,2,5269,5269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20"
"200110",1038,2622,251,206,516,11,22,8.72832369942197,0,0,716,2622,2622,2552,2616,2622,2622,2622,2622,2622,2622,2622,246,635,11,0,2458,2435,1271,2622,2622,2622,2622,2622,1275,45,51,2622,2622,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1885,0,0,0,0,0,0,0,0,"20"
"200111",2800,7581,980,843,1620,23,11,8.42821428571429,26,26,1951,7581,7581,7314,7491,7581,7581,7581,7581,7581,7581,7581,619,1843,32,0,7048,6956,4241,7581,7581,7581,7581,7581,4247,97,52,7581,7581,0,0,0,0,1,39,27,2,4,0,21,0,5,0,0,0,0,0,0,11,0,0,114,740,1153,72,0,0,0,133,15,"20"
"200112",1170,2411,255,224,257,23,0,7.95641025641026,0,0,833,2411,2411,2231,2409,2411,2411,2411,2411,2411,2411,2411,241,832,18,6,2318,2304,650,2411,2402,2411,2411,2411,650,90,0,2411,2411,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,86,0,0,0,0,77,0,0,51,22,0,0,0,0,0,0,"20"
"200113",952,2654,221,178,354,14,3,8.90231092436975,0,0,956,2654,2654,2505,2654,2654,2654,2654,2654,2654,2654,2654,320,915,13,4,2600,2597,1105,2654,2652,2654,2654,2654,1107,54,13,2654,2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"20"
"200115",3354,10806,900,767,1418,15,237,8.32438878950507,0,0,5148,10806,10806,10354,10741,10806,10806,10806,10806,10806,10806,10806,2000,4646,121,4,10573,10540,4676,10806,10793,10806,10806,10806,4682,101,818,10806,10806,0,0,0,3,11,0,303,6,0,0,0,0,5,11,0,1109,0,0,1,87,846,0,2819,948,684,59,0,0,0,0,6,"20"
"200116",2517,3186,230,194,691,1,0,8.66905045689313,0,0,14,3186,3186,2961,3079,3186,3186,3186,3186,3186,3186,3186,0,14,0,2,2622,2613,1042,3186,3185,3185,3186,3186,1042,4,0,3183,3186,0,0,0,1,6,1,85,0,0,2,0,0,0,1,0,3,0,0,0,16,106,0,952,0,0,0,0,0,0,0,3,"20"
"200118",1399,2875,399,319,384,21,4,7.75553967119371,17,8,912,2875,2875,2621,2869,2875,2875,2875,2875,2875,2875,2875,312,802,14,0,2744,2730,1022,2875,2875,2875,2875,2875,1022,72,8,2875,2875,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,243,0,0,0,0,86,0,15,0,17,0,0,0,0,0,4,"20"
"200151",3219,6458,1099,923,2089,18,22,8.35725380552967,8,5,1098,6458,6458,6239,6356,6458,6458,6458,6458,6458,6458,6458,326,1111,43,0,5382,5329,4004,6447,6458,6458,6458,6458,4013,55,80,6458,6458,0,0,0,2,22,25,110,57,18,14,64,37,726,5,0,265,0,0,2,162,1577,89,912,444,454,1882,1,0,0,2256,13,"20"
