"amphur_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
4001,69344,198916,48735,37741,37609,2003,3629,8.4901217120443,1846,1481,68064,198916,198916,193413,196862,198914,198914,198914,198892,198914,198914,198914,21165,61782,1263,376,188466,186933,100417,197523,198756,196496,198885,198857,100850,7568,11683,198854,198847,33,48,192,1516,1714,2751,872,197,68,55,3302,874,1143,126,197,6056,69,0,798,3328,4089,950,17412,36687,36970,728,298,29,68,875,1610,"40"
4002,11130,42198,16556,12219,7819,619,679,8.44357592093441,652,561,19625,42198,42198,41721,41754,42198,42198,42198,42198,42198,42198,42198,6639,17301,543,28,40750,40459,24118,42197,41947,42198,42198,42198,24244,2630,2599,42198,42198,0,1,0,993,522,1678,54,18,0,0,532,35,141,16,0,0,0,0,3,314,609,202,7,11265,11031,553,0,0,0,0,0,"40"
4003,7625,21033,9467,7101,5043,289,388,8.39829508196721,245,218,7574,21033,21033,20693,18552,21033,21033,21033,21031,21033,21033,21033,2455,6940,248,4,19080,18649,11846,21033,21021,21031,21031,21031,11908,1004,1175,21031,21030,0,0,0,149,197,14,232,17,6,10,222,44,36,18,11,1258,17,0,61,239,303,279,0,3757,3943,53,13,7,3,3,0,"40"
4004,17505,60662,21122,15995,12683,747,921,8.3456155384176,1342,1024,26931,60662,60662,60107,59912,60662,60662,60662,60650,60662,60662,60662,8793,23946,576,21,57314,56600,35710,60662,60645,60662,60662,60662,35806,3016,3336,60662,60662,0,72,0,434,705,832,271,10,7,4,580,499,54,9,5,3894,17,0,189,1706,1869,377,1925,18402,20245,115,0,9,3,2,263,"40"
4005,27025,80578,27701,20189,17253,799,1115,8.27674375578168,1450,1172,33212,80578,80578,78977,80216,80578,80578,80578,80578,80578,80578,80578,10783,29569,605,0,74724,73904,45799,80578,80244,80578,80578,80578,45947,3213,3768,80578,80578,0,36,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,0,0,3,0,462,0,18979,18450,0,0,0,0,0,0,"40"
4006,16135,57290,19309,15648,10299,1004,852,8.36479702510071,1206,839,27204,57281,57281,56537,56941,57290,57290,57290,57285,57290,57290,57290,8447,24381,1164,22,54845,54426,30943,57290,57190,57249,57238,57238,31115,4204,3283,57246,57252,10,18,30,80,219,303,233,0,0,0,259,74,69,0,7,3145,53,0,227,454,2297,94,5512,13941,16184,0,26,0,8,33,58,"40"
4007,23096,77736,26033,20274,15094,825,1017,8.4301610668514,693,445,31164,77736,77736,76619,77250,77736,77736,77736,77731,77736,77736,77736,10730,27285,1046,30,74205,73515,43919,77736,77670,77729,77729,77729,44109,3427,3867,77727,77729,0,17,7,1935,1276,445,206,67,19,10,3258,956,1171,134,0,5089,20,0,118,365,929,94,2728,24589,22179,235,12,3,0,42,7513,"40"
4008,9201,34286,10455,7620,5963,441,735,7.96913378980546,1084,758,16436,34286,34286,33756,33860,34286,34286,34286,34279,34286,34286,34286,5642,14807,440,7,33225,33047,18463,34286,34102,34286,34286,34286,18557,1906,2827,34286,34286,0,5,0,1412,1393,128,92,46,16,8,5176,2681,347,54,0,2476,7,0,126,510,2103,0,2083,13005,13676,90,6,3,0,93,871,"40"
4009,16747,56145,17720,14504,9789,376,310,8.24267032901415,615,400,22929,56145,56145,55188,55988,56145,56145,56145,56145,56145,56145,56145,7483,20467,585,7,53949,53601,28522,56145,56137,56145,56145,56145,28639,1577,1217,56145,56145,0,2,0,19,1,3,7,0,0,0,12,11,0,0,0,20,0,0,23,6,8,460,1,13099,11261,16,0,42,0,0,4,"40"
4010,19200,62435,17179,13355,12646,534,374,8.61661458333333,882,817,21944,62429,62429,61642,62103,62435,62435,62435,62435,62435,62435,62435,6934,20541,231,0,59125,58700,34625,62435,62385,62428,62428,62428,34728,2310,1441,62430,62428,0,40,14,221,475,286,112,60,18,42,399,129,114,76,5,3615,14,0,115,193,598,27,4509,14952,8715,805,64,0,5,41,158,"40"
