"amphur_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
9401,24679,72503,13671,12163,8215,535,442,8.51375663519592,2221,1590,35275,72503,72503,65117,70813,72503,72503,72503,72494,72503,72503,72503,14071,32530,1471,123,69948,69106,23731,72503,72438,72503,72503,72498,23850,2207,1568,72498,72500,6,55,44,660,557,3495,860,386,98,65,1331,434,1149,47,39,6295,27,2,651,1740,2619,3264,17661,802,23187,954,39,12,7,1715,524,"94"
9402,14040,41355,12052,8710,8168,345,329,8.09109686609687,750,499,17081,41355,41355,39636,38825,41355,41355,41355,41354,41347,41351,41351,6341,15796,768,10,38222,37816,19529,41355,41282,41349,41348,41348,19611,1313,930,41341,41342,6,11,10,25,131,2251,602,45,19,28,559,71,221,47,7,3613,6,0,138,472,1198,535,13615,3122,8459,440,27,4,2,292,184,"94"
9403,12412,46486,11178,9605,5607,638,502,8.11601675797615,1780,1350,28367,46483,46483,43951,45428,46486,46486,46486,46486,46486,46486,46486,11630,26296,738,163,45028,44778,18577,46486,46073,46481,46481,46481,18652,2918,1674,46483,46481,8,76,80,63,923,3051,1010,152,89,65,2428,1281,892,104,6,3807,3,6,2785,1508,1524,1061,12935,1506,24282,259,7,7,3,109,405,"94"
9404,9000,29490,7260,6046,4920,476,430,8.17211111111111,639,394,15081,29490,29490,28037,29417,29490,29490,29490,29490,29490,29490,29490,5566,14200,347,217,27829,27575,13753,29490,29484,29490,29490,29488,13866,1882,1319,29490,29489,0,0,0,7,0,0,9,2,0,4,9,0,0,2,0,920,0,23,5,5,88,847,2175,485,4587,0,0,4,0,0,13,"94"
9405,10776,44226,8574,6908,5452,428,672,8.38446547884187,2405,1839,28032,44226,44226,41969,43876,44226,44226,44226,44224,44226,44226,44226,11996,25797,1371,60,43121,42770,19990,44226,43952,44226,44226,44225,20111,2107,2913,44226,44226,55,31,1087,5,9,1042,1648,26,0,2,502,6,15,0,20,6452,29,6,2801,1410,1358,752,9351,25,19230,14,0,7,0,7,2277,"94"
9406,4087,17396,3835,3050,1830,162,268,8.14582823586983,326,264,11337,17396,17396,16346,17140,17396,17396,17396,17339,17396,17396,17396,4944,10720,748,0,17099,16993,6853,17396,17339,17396,17396,17396,6880,753,1060,17396,17396,0,0,251,635,894,5614,284,237,71,123,1682,73,476,45,21,2399,69,0,835,219,441,351,4425,27,6882,58,0,6,0,33,217,"94"
9407,12937,45287,10607,9042,6626,411,537,8.34776223235681,1218,723,24202,45287,45287,42967,44708,45287,45287,45287,45280,45287,45287,45287,9318,23119,682,0,43383,43015,19971,45287,45222,45287,45287,45287,20065,1792,1600,45287,45287,0,0,0,170,871,1290,202,43,32,21,1365,192,1028,42,8,5691,32,0,2298,1499,1403,1044,19324,115,21358,11,2,0,0,40,35,"94"
9408,2505,10122,1883,1656,1375,196,366,8.05469061876247,601,379,6600,10122,10122,9560,9964,10122,10122,10122,10119,10122,10122,10122,2464,6093,58,0,9713,9637,4104,10122,10093,10122,10122,10122,4146,820,1278,10122,10122,9,34,24,385,1157,5684,74,99,7,3,4425,35,2577,27,55,1194,9,0,836,414,717,103,1691,410,6082,106,2,6,0,4,39,"94"
9409,13630,57164,12019,10816,7017,644,644,8.28217168011739,2489,1894,36279,57164,57164,54785,56534,57164,57164,57164,57138,57164,57164,57164,14999,33980,1551,60,55655,55276,25200,57164,57003,57164,57164,57164,25292,3076,2686,57156,57155,8,0,41,202,498,699,1563,625,5,50,1455,8,1219,39,51,8414,66,0,1376,3043,3453,1021,13042,225,26679,0,0,4,0,0,2,"94"
9410,16583,61095,10940,9316,7214,777,680,8.20870771271784,1530,1039,35980,61095,61095,56463,60205,61095,61095,61095,61095,61095,61095,61095,14968,32934,3816,57,59182,58672,23442,61095,61059,61095,61095,61095,23596,3627,2909,61092,61090,10,296,456,230,1206,12936,733,37,2,0,386,3,12,1,35,1447,60,0,2522,2049,3181,666,8670,231,32063,8,0,9,0,0,98,"94"
9411,3427,14397,2420,1968,1732,85,13,7.95593813831339,626,433,9067,14397,14397,13716,14214,14397,14397,14397,14397,14397,14397,14397,3995,8330,55,0,14095,13987,6573,14397,14393,14397,14397,14397,6577,457,49,14397,14397,0,0,0,3,18,0,8,102,2,36,135,8,18,22,0,1935,0,0,7,14,0,188,2495,0,9070,0,0,0,0,0,29,"94"
9412,3271,11728,3353,2626,1799,92,24,8.48394986242739,339,304,6176,11728,11728,11179,11509,11728,11728,11728,11728,11728,11728,11728,2511,5668,5,0,11199,11136,5084,11728,11728,11728,11728,11728,5097,365,63,11728,11728,0,10,0,0,0,86,0,0,0,0,79,0,6,3,5,445,0,0,33,58,42,30,1406,954,4009,5,0,0,0,5,1,"94"
