"amphur_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
5501,18875,54685,23769,19719,13288,945,1404,8.11512582781457,1081,881,19364,54684,54684,53605,54210,54685,54685,54685,54650,54685,54685,54685,5885,17577,1502,68,50234,49587,29828,54685,54590,54669,54669,54669,29932,3183,3783,54673,54668,0,0,25,3542,1695,3683,1606,71,1095,1553,4522,335,840,31,15,71,0,0,2063,2108,4042,23,11800,18742,9708,2140,11,11,0,0,0,"55"
5502,3490,11423,6396,5847,2275,316,233,8.42206303724928,499,383,5236,11423,11423,11209,11237,11423,11423,11423,11423,11423,11423,11423,1744,4733,21,0,10691,10612,5352,11423,11397,11417,11417,11417,5409,1082,660,11420,11419,0,0,0,126,10,622,37,3,792,801,11,3,6,0,0,675,0,0,941,310,619,75,970,4314,2299,127,10,6,0,0,8,"55"
5503,3037,8536,4396,3872,1792,313,128,8.52387224234442,252,195,3064,8536,8536,8391,8399,8536,8536,8536,8535,8536,8536,8536,835,2575,33,4,7909,7830,3904,8521,8528,8531,8531,8531,3918,873,388,8531,8531,5,0,7,147,58,143,49,21,111,328,162,150,28,2,0,273,0,0,359,125,501,35,308,4291,2532,5,5,3,0,0,49,"55"
5504,7836,22575,12569,10169,5315,572,673,7.59800918836141,289,201,8558,22575,22575,21909,16049,22575,22575,22575,22575,22575,22575,22575,2793,7577,92,37,20475,20183,11988,22575,22565,22575,22575,22575,12071,1754,1936,22575,22575,0,0,4,12411,18,67,92,27,6,12,69,5,24,32,0,445,0,0,106,262,2765,427,4906,10282,5078,50,3,0,0,13,43,"55"
5505,14606,46256,23909,19036,10241,1777,1653,7.97761194029851,866,655,18718,46256,46256,45593,45740,46256,46256,46256,46252,46256,46256,46256,5706,16684,396,103,42486,42038,24290,46256,46183,46256,46256,46256,24431,5485,4404,46256,46256,0,3,12,314,658,5009,678,226,1411,1670,1125,661,518,36,11,355,18,15,3168,1496,3074,544,7848,19966,9944,921,25,4,0,26,292,"55"
5506,12231,34319,18764,15023,8687,866,739,8.20766903769111,590,458,11731,34319,34319,33740,33830,34319,34319,34319,34319,34319,34319,34319,3762,10579,381,20,30644,30217,18132,34301,34303,34315,34315,34314,18233,2555,1932,34319,34319,0,0,4,835,69,4279,120,23,4,0,422,263,469,8,3,9,0,0,943,169,1167,236,1924,10803,3274,9,2,10,10,0,0,"55"
5507,17173,52480,29030,23567,12595,1981,1632,8.30745938391661,1165,898,19628,52464,52464,51179,51649,52480,52480,52480,52402,52478,52478,52478,5890,17354,327,84,48238,47661,28887,52480,52430,52464,52468,52468,29176,5993,4690,52468,52463,0,0,13,3080,1478,1868,1398,417,801,1077,3061,1757,1428,45,16,2905,13,7,1631,2018,5385,601,10290,19325,12284,590,57,9,0,37,685,"55"
5508,4025,13034,6348,5228,2382,289,234,8.03080745341615,382,321,5783,13034,13034,12697,12971,13034,13034,13034,13034,13034,13034,13034,2001,5150,38,21,12145,11994,6259,13034,12759,13034,13034,13034,6276,942,662,13034,13034,0,0,0,0,0,28,15,31,0,0,36,0,0,0,0,7,0,0,580,19,16,98,5399,4183,2151,56,0,0,0,0,0,"55"
5509,7074,20112,10589,7697,4879,575,631,8.24356799547639,211,121,7053,20112,20112,19838,20065,20112,20112,20112,20112,20112,20112,20112,1890,6416,244,0,18035,17756,10921,20112,20090,20112,20112,20112,10975,1673,1590,20112,20112,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,823,4,0,634,174,2365,24,773,4561,1926,4,0,0,0,0,1,"55"
5510,3492,9919,6119,5258,2476,304,427,8.21134020618557,81,76,3504,9919,9919,9817,9717,9919,9919,9919,9919,9919,9919,9919,1119,3131,21,0,8852,8758,5740,9919,9917,9919,9919,9919,5773,994,1134,9919,9919,0,5,0,2287,18,785,36,0,0,0,187,23,242,0,4,37,0,0,22,15,155,125,400,4755,2227,71,0,2,0,0,0,"55"
5511,3683,11186,6328,5384,2198,189,81,7.99728482215585,287,238,4708,11186,11186,11005,10982,11186,11186,11186,11186,11186,11186,11186,1476,4259,88,4,10262,10110,5182,11186,11154,11183,11186,11185,5230,609,224,11186,11186,0,11,0,106,278,1364,103,44,104,100,358,69,126,8,0,867,10,0,1179,631,527,222,2719,4964,2645,404,18,8,0,13,40,"55"
5512,3195,12681,6940,6561,1363,298,172,7.97652582159624,802,562,7429,12681,12681,12081,12574,12681,12681,12681,12678,12681,12681,12681,2530,6295,183,55,12460,12432,4649,12672,12598,12681,12681,12681,4687,1214,606,12681,12681,11,4,0,114,565,391,28,280,7927,180,1164,11,471,4,0,330,8,0,4800,443,412,313,2655,8356,5782,136,1,11,0,3,21,"55"
5513,2735,8879,4180,3756,1281,170,86,7.41316270566728,396,344,4249,8879,8879,8509,8739,8879,8879,8879,8879,8879,8879,8879,1573,3814,175,6,8515,8497,3530,8877,8875,8879,8879,8878,3548,599,256,8879,8879,0,0,0,4,16,19,62,15,1,48,37,0,3,0,0,706,0,0,1110,49,305,160,2425,5305,2241,229,0,0,0,1,20,"55"
5514,9001,26101,13991,11074,6757,573,1380,8.59415620486613,564,436,9024,26101,26101,25759,25769,26101,26101,26101,26097,26101,26101,26101,2658,7818,467,36,23949,23720,14909,26101,26079,26101,26101,26101,14979,1799,3562,26101,26100,0,0,0,1170,856,1792,1497,41,584,528,762,108,207,13,0,34,24,0,188,900,2920,144,2001,10909,5131,189,11,0,0,15,29,"55"
5515,2087,7171,4522,4254,825,99,12,8.02252036415908,177,89,2943,7171,7171,6810,7050,7171,7171,7171,7171,7171,7171,7171,517,3039,0,0,7004,6993,2301,7171,7171,7171,7171,7171,2313,362,50,7171,7171,0,0,0,0,0,0,0,0,5365,5917,6309,0,0,0,0,14,0,0,520,0,0,36,94,2573,536,0,0,0,0,0,0,"55"
