"amphur_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
9201,29211,71949,14225,11347,15365,617,1140,8.51405292526788,540,380,23581,71949,71949,69501,71335,71949,71949,71949,71944,71949,71949,71946,7673,21422,134,320,65067,64507,33816,71949,71896,71938,71938,71938,33965,2258,3247,71936,71936,0,0,124,3014,3508,1142,445,1529,982,470,5293,3413,3117,1727,8,4240,4,7,227,801,1875,0,25331,8846,12210,796,17,22,0,679,1132,"92"
9202,17772,53339,11935,9971,8971,581,1281,8.59244879585865,709,478,21131,53339,53339,50883,53074,53339,53339,53339,53336,53339,53339,53339,6619,19759,378,39,50644,50269,22261,53241,53290,53335,53335,53335,22395,2156,4038,53335,53335,0,46,0,114,181,1353,1079,65,75,58,1374,274,2001,87,0,3462,3,0,100,710,1666,34,17505,7385,13696,654,1,0,2,51,145,"92"
9203,12231,38389,9049,6969,7545,514,1331,8.29229008257706,368,251,16645,38389,38389,37277,38282,38389,38389,38389,38389,38389,38389,38389,5635,14689,208,30,35656,35397,18693,38389,38362,38389,38389,38389,18757,1818,3700,38389,38386,0,5,0,0,0,37,6,0,0,0,0,124,0,10,0,4026,0,0,0,67,1080,0,2167,7874,11684,0,0,4,0,0,0,"92"
9204,16193,47182,12803,10664,8000,868,1594,8.13765207188291,416,262,19497,47182,47182,44322,46789,47182,47182,47182,47182,47182,47179,47179,6436,17747,308,9,44178,43851,19195,47166,47094,47174,47174,47174,19313,3030,4377,47174,47178,0,0,0,85,124,2853,380,22,4,14,3520,29,88,10,3,4501,15,0,76,576,904,40,17425,3865,9645,437,2,0,0,136,17,"92"
9205,8669,26968,5863,4962,3550,384,414,8.27834813704003,865,521,12999,26968,26968,25387,26580,26968,26968,26968,26965,26968,26968,26968,4218,11317,550,17,25909,25760,9424,26968,26910,26968,26968,26968,9515,1395,1330,26968,26968,3,4,0,350,763,816,206,532,557,638,2956,724,1287,79,6,125,20,0,305,1210,1243,213,13861,6584,12536,1058,4,0,0,495,386,"92"
9206,20151,57050,9600,7887,10177,843,1136,8.42360180636197,756,494,23540,57050,57050,54585,56531,57050,57050,57050,57042,57050,57050,57050,7704,21231,640,15,53242,52781,24323,57050,57015,57049,57049,57049,24505,2953,3327,57049,57049,0,6,3,65,263,938,326,234,77,153,3776,292,507,49,0,4596,2,0,299,685,1142,321,15273,11266,16543,1618,12,3,0,197,350,"92"
9207,10592,27804,6097,5214,4400,250,411,8.63906722054381,357,273,10943,27804,27804,25656,27630,27804,27804,27804,27799,27804,27804,27804,3674,9855,558,15,25918,25722,9987,27804,27796,27800,27800,27800,10048,854,1196,27800,27800,0,0,0,23,1399,179,1622,18,15,26,693,16,110,53,0,768,19,0,139,105,1674,0,9739,6033,7620,293,4,0,0,2,68,"92"
9208,10218,29491,6859,5616,5792,304,513,8.29643765903308,733,538,11245,29491,29491,28420,27512,29491,29491,29491,29480,29491,29491,29491,3704,10033,282,79,27664,27477,13542,29491,29446,29467,29467,29467,13619,1034,1602,29467,29469,15,17,0,862,529,1020,389,84,39,56,1910,175,557,87,0,85,17,11,24,1409,1851,126,13583,5621,7551,741,21,0,0,215,226,"92"
9209,6363,21281,3437,2828,3107,397,564,8.14678610718215,960,565,11201,21281,21281,20030,21091,21281,21281,21281,21275,21281,21281,21281,3835,9665,30,149,20253,20092,7707,21281,21262,21278,21278,21278,7810,1499,1652,21278,21277,12,0,2,0,247,797,169,34,3,3,1082,93,112,21,0,1025,0,0,77,232,519,50,2558,5953,8828,1189,3,0,0,208,108,"92"
9210,3321,10744,3139,2551,1661,138,407,8.57573020174646,282,174,5542,10744,10744,10021,10678,10744,10744,10744,10744,10744,10744,10744,1900,5078,142,0,10137,10059,4116,10744,10732,10744,10744,10744,4136,489,1178,10744,10744,5,4,0,9,83,493,267,30,37,121,1117,3,84,9,5,1252,13,0,77,234,701,33,3412,1962,4921,158,0,8,0,1,0,"92"
