"amphur_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
8401,9181,25853,4346,3398,4804,238,540,8.28613440801656,536,374,10334,25853,25853,24754,25653,25853,25853,25853,25836,25853,25853,25853,3591,8885,219,124,24293,24076,11511,25853,25762,25853,25853,25853,11563,877,1592,25853,25853,4,55,0,458,558,5234,511,62,40,67,922,58,96,40,0,642,10,0,45,265,926,195,4987,5226,8131,1056,11,7,11,1059,106,"84"
8402,23159,65473,7207,6140,11289,426,780,8.41966406148797,1041,824,25943,65473,65473,62158,64669,65473,65473,65473,65461,65473,65473,65473,8415,23150,329,22,61570,61188,25910,65472,65377,65473,65473,65472,26046,1530,2179,65473,65473,0,18,3,2847,850,17866,1743,178,94,127,5221,532,1193,90,28,3193,27,0,264,870,1974,44,28610,11137,20405,1592,10,8,4,258,349,"84"
8403,8228,20333,2776,2384,3597,150,282,7.84115216334468,239,175,7788,20333,20333,18878,20313,20333,20333,20333,20333,20333,20333,20333,2485,7219,87,7,18603,18443,7242,20333,20306,20333,20333,20333,7265,511,716,20333,20332,0,0,0,359,512,3423,107,211,32,30,1136,85,581,187,0,1639,7,0,28,183,229,317,3570,2575,4737,253,3,3,0,79,243,"84"
8404,7993,17473,1830,1322,3413,35,201,8.00600525459777,173,173,5471,17471,17471,16581,17243,17473,17473,17473,17472,17473,17473,17473,1641,5155,233,15,15974,15832,6904,17473,17446,17469,17469,17469,6912,121,501,17472,17473,0,0,11,128,29,4177,228,10,97,95,238,85,78,22,5,721,7,0,18,116,630,0,2919,3360,3497,49,3,0,1,724,47,"84"
8405,4364,10365,616,489,1739,32,18,8.65077910174152,61,53,3173,10365,10365,9791,10228,10365,10365,10365,10365,10365,10365,10365,1103,2898,95,0,9722,9653,3920,10365,10347,10365,10365,10365,3923,105,50,10365,10365,0,0,0,4,5,49,25,0,0,0,377,7,7,1,0,307,0,0,12,92,265,0,2833,1943,2066,157,0,0,0,149,10,"84"
8406,12252,29834,3460,2712,6654,217,572,8.20608880182827,551,424,9653,29834,29834,28339,29585,29834,29834,29834,29834,29834,29834,29834,2730,9071,80,68,26939,26669,13470,29834,29768,29831,29831,29831,13506,684,1393,29829,29829,0,10,0,27,137,2641,505,18,3,1,555,36,124,21,0,349,14,0,152,380,921,0,7617,2880,4936,790,14,0,0,267,113,"84"
8407,13332,34406,3365,2692,6719,352,1056,7.74362436243624,416,297,12255,34406,34406,32916,34147,34406,34406,34406,34405,34406,34406,34406,3630,11152,348,31,31468,31238,14381,34406,34338,34406,34406,34406,14434,1192,2849,34406,34406,0,0,0,3324,632,8057,609,102,22,130,6903,157,1295,67,12,2130,13,0,185,353,1099,200,6335,6547,11862,1340,6,3,0,1070,1013,"84"
8408,12113,31124,3728,3101,5420,247,348,8.0151077354908,268,170,11890,31123,31123,29014,30738,31122,31122,31122,31124,31124,31124,31123,3790,10670,472,21,29164,28946,12897,31116,31068,31089,31089,31089,12952,925,1061,31090,31093,0,2,0,3658,161,11695,328,9,6,6,4759,17,62,21,11,1108,0,0,40,40,627,4,7311,5167,10963,953,34,8,0,406,223,"84"
8409,4392,8810,831,697,1255,75,61,7.08492714025501,65,59,2562,8810,8810,7649,8726,8810,8810,8810,8810,8810,8810,8810,695,2485,64,0,8238,8179,2591,8810,8804,8810,8810,8810,2605,232,173,8810,8810,0,0,0,0,9,95,670,0,0,0,41,4,22,0,0,430,0,0,18,50,70,116,1168,618,1051,13,3,0,0,2,10,"84"
8410,8516,25244,2655,2323,3271,91,166,7.98661343353687,341,265,11467,25244,25244,23643,25101,25244,25244,25244,25244,25244,25244,25244,3855,10238,481,3,24188,24068,8507,25127,25121,25244,25240,25236,8524,318,462,25240,25240,0,0,6,465,300,4404,400,3,4,4,125,37,51,24,31,2143,2,0,33,88,210,101,4670,5717,7990,434,2,0,2,203,30,"84"
8411,8168,20204,2277,1795,4155,89,85,8.41099412340842,123,123,6849,20204,20204,19277,20047,20204,20204,20204,20179,20204,20204,20204,2086,6302,163,11,18548,18407,9227,20113,20166,20197,20197,20197,9233,352,257,20192,20193,0,0,0,58,108,443,149,27,18,388,1848,126,421,48,0,1224,0,0,55,99,310,90,981,1362,1987,538,8,0,0,334,118,"84"
8412,14253,43497,5573,4869,8021,378,1433,7.96737528941276,1113,887,18387,43497,43497,41644,42891,43497,43497,43497,43489,43497,43497,43497,6065,16243,372,17,40962,40673,19162,43497,43434,43497,43497,43497,19254,1434,4011,43497,43493,0,9,2,37,206,7713,1668,10,25,16,1184,60,459,6,27,1973,15,0,299,439,1350,0,6557,6368,11742,352,10,1,0,811,133,"84"
8413,5564,14862,1596,1379,2957,87,167,8.5726096333573,394,289,5488,14862,14862,14273,14796,14862,14862,14862,14861,14862,14862,14862,1939,4659,255,4,13792,13707,6637,14862,14859,14862,14862,14862,6666,338,492,14862,14861,0,0,0,27,41,545,401,0,8,10,1216,17,56,0,0,8,0,0,24,167,396,0,1871,1881,3277,529,0,0,0,302,0,"84"
8414,13997,37876,4453,4098,4594,218,468,8.1130242194756,390,299,16592,37876,37876,33969,37604,37874,37874,37874,37872,37874,37874,37873,5887,14365,480,0,36013,35767,11027,37876,37847,37866,37865,37865,11065,787,1404,37865,37868,0,11,34,532,28,24727,121,71,3320,3186,6495,149,9442,32,41,2962,5,0,104,91,60,1,12389,7480,12736,230,17,15,0,271,54,"84"
8415,10989,31669,3977,3312,5903,292,693,7.98243698243698,721,581,12515,31669,31669,30091,31108,31669,31669,31669,31666,31669,31669,31669,4018,11397,292,18,29727,29514,13809,31669,31650,31669,31669,31669,13866,1083,1984,31669,31669,0,23,0,690,1176,2170,694,142,171,257,1788,328,933,82,30,1747,36,0,189,753,1464,1257,11188,4906,8673,1655,34,8,0,731,362,"84"
8416,15845,48283,4971,4428,6075,258,456,8.30318712527611,626,498,23448,48283,48283,44630,47908,48283,48283,48283,48271,48283,48283,48283,8301,20457,341,30,46176,45851,15318,48283,48163,48274,48275,48275,15388,959,1356,48272,48267,6,19,0,2395,3906,8087,1036,447,420,329,4562,2291,1508,232,23,4201,37,10,280,1023,907,0,29884,7579,18626,2354,44,11,3,961,759,"84"
8417,22724,63831,6520,5459,11202,599,906,8.134307340257,829,643,26293,63831,63831,60698,62798,63831,63831,63831,63820,63831,63831,63831,9109,23083,892,124,60178,59735,27305,63831,63712,63831,63831,63828,27472,2172,2583,63831,63831,0,3,9,160,1688,2814,1381,540,79,59,4399,1396,1063,57,37,2820,72,7,424,1369,1748,1477,18846,10650,17150,2295,45,8,15,2283,1199,"84"
8418,6147,17357,1805,1639,1892,116,183,8.02049780380674,231,160,8346,17357,17357,15817,17221,17357,17357,17357,17357,17357,17357,17357,2724,7364,72,23,16744,16698,4891,17357,17295,17357,17357,17357,4934,450,578,17357,17357,0,0,0,143,329,286,109,141,120,72,1157,29,374,17,3,1399,9,0,103,347,248,0,11891,3039,5262,270,0,11,0,144,107,"84"
8419,3903,11669,1252,1069,1406,88,195,7.64360748142454,378,309,5657,11669,11669,10873,11621,11669,11669,11669,11669,11669,11669,11669,1948,4951,270,19,11205,11154,3749,11669,11665,11669,11669,11669,3772,327,597,11669,11669,5,33,0,243,900,1577,112,253,1471,1645,2453,269,1313,33,19,847,52,0,9,738,535,318,2199,3055,5281,579,2,8,0,550,734,"84"
