"province_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT"
11,21219,55182,7670,6350,0,1832,1071,3947,27,1.16908676833119,0,8,0,877,418,307,250,228,31,16,1776,492,612,112,14,995,7,0,62,797,3235,255,2237,814,882,80,17,10,1,245,356
12,6888,24230,3781,3128,0,273,464,2548,8,1.0046829531512,0,0,0,56,94,236,243,2,0,3,271,34,57,5,1,436,3,0,27,464,2222,44,1143,346,467,97,8,3,0,101,40
13,12248,41144,6593,5409,0,1111,1660,3057,9,1.25325826295485,0,0,0,364,428,221,179,175,19,22,1049,72,415,82,4,1585,3,0,73,675,2280,568,2179,889,875,108,8,1,1,69,186
14,11489,43102,10836,8952,0,966,1835,6544,30,1.80267622509288,0,0,3,11,96,270,204,99,65,10,825,328,85,6,0,1658,19,0,164,1422,5668,28,2569,2697,1773,233,26,4,0,106,43
15,7181,24150,6382,5306,0,886,590,4138,4,2.66905436198735,0,1,0,146,50,290,111,63,2,0,850,45,126,6,0,470,3,0,117,750,2716,1063,1761,1085,1228,99,0,4,0,14,11
16,16652,59536,15231,12877,0,2843,4372,6742,100,2.79720127814959,0,31,15,752,847,3938,452,212,25,41,2657,139,664,16,19,3480,67,1,844,1613,5388,242,3278,3493,3886,599,89,22,17,225,411
17,2984,10550,3057,2438,0,118,721,1700,1,1.73270317330585,0,0,0,55,20,231,46,4,0,0,116,5,9,1,0,656,4,0,61,314,1481,68,337,471,485,62,0,1,0,6,6
18,4998,15087,4869,3837,0,591,397,2983,16,1.5969933073619,0,1,1,1,1,57,37,102,223,107,219,71,85,1,2,272,8,0,118,202,2236,642,775,753,940,4,9,7,0,10,0
19,10273,39505,7810,6389,0,1300,1969,3591,36,1.61587702237543,0,6,0,199,281,568,287,147,48,17,1212,282,615,14,9,1757,7,0,211,921,2767,240,1772,1525,1419,258,24,12,2,68,142
20,11748,42864,6409,5375,0,524,1985,3154,25,0.923097003326584,0,1,0,42,137,171,239,106,38,19,437,143,218,15,5,1725,10,1,254,620,2663,112,1471,867,892,178,25,0,0,264,51
