"amphur_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
9301,28372,72339,17813,13543,18559,1166,1789,8.11705202312139,705,517,24402,72335,72335,69981,71513,72339,72339,72339,72334,72339,72339,72339,7790,21781,623,17,63344,62648,36871,72339,72244,72316,72316,72316,37048,3614,4398,72321,72322,0,8,17,216,899,6564,911,60,18,26,3156,387,777,132,9,4844,34,0,299,1219,2794,13,8895,15219,15551,1222,24,0,4,238,955,"93"
9302,8465,27589,6208,5015,4313,444,708,8.3603071470762,592,425,12579,27589,27589,26045,27412,27589,27589,27589,27589,27589,27589,27589,4405,11559,1858,12,26145,26026,10809,27589,27554,27589,27589,27589,10899,1625,2190,27589,27589,0,128,5,6,9,582,88,29,6,6,1377,78,59,20,6,2524,49,0,117,334,1149,0,2935,3534,13071,66,0,24,0,19,98,"93"
9303,11792,32742,8783,6577,6776,351,341,7.79765943012212,203,161,12353,32742,32742,31251,32669,32742,32742,32742,32742,32742,32742,32742,4264,10779,76,36,29716,29382,14405,32742,32618,32742,32742,32742,14501,1207,903,32742,32742,0,0,0,31,94,65,52,16,402,445,285,60,75,214,0,2691,13,0,77,636,377,0,6896,5703,9228,155,0,17,6,52,1017,"93"
9304,7261,20861,6295,5270,3325,242,385,7.27241426800716,445,354,9506,20861,20861,19377,20709,20861,20861,20861,20861,20861,20861,20861,3491,8425,338,11,19467,19302,7416,20861,20841,20861,20861,20861,7472,781,1049,20861,20861,0,3,0,13,41,9994,2,0,0,0,36,2,51,16,0,1962,0,0,29,22,14,50,4275,2954,9564,15,0,0,0,2,72,"93"
9305,23211,60841,16261,13061,15450,793,1528,8.44030847443023,722,469,20976,60841,60841,58643,60352,60841,60841,60841,60840,60841,60841,60841,6476,18726,463,0,53254,52508,30152,60841,60669,60829,60829,60829,30256,2365,3787,60832,60830,0,15,3,34,130,1701,378,94,33,23,852,223,256,71,10,3364,17,0,209,624,1097,0,2128,14098,15958,673,18,5,0,135,258,"93"
9306,12483,38783,9750,7223,7504,445,751,8.08803973403829,737,563,17225,38783,38783,37039,38475,38783,38783,38783,38783,38783,38783,38779,6235,15651,306,64,36085,35738,17714,38783,38749,38783,38783,38783,17809,1505,2123,38781,38782,4,29,0,433,948,1147,562,108,122,93,2831,630,1393,39,0,3671,14,0,294,1734,2110,0,10514,8009,13556,1390,2,13,13,723,409,"93"
9307,4962,14854,2797,2436,2363,190,376,7.76501410721483,427,264,6487,14854,14854,13933,14661,14854,14854,14854,14854,14854,14854,14854,2093,5660,153,7,13734,13635,5209,14854,14806,14854,14854,14854,5238,587,953,14854,14854,0,0,0,0,0,1727,126,35,0,0,239,0,40,27,0,1502,16,0,37,339,424,17,1610,6040,6437,514,4,4,8,9,104,"93"
9308,12277,36440,8757,6693,5705,259,511,7.82878553392523,518,404,15434,36440,36440,34370,36054,36440,36440,36440,36440,36440,36440,36440,5632,13638,333,28,34443,34234,13699,36440,36414,36440,36440,36440,13753,904,1564,36440,36440,0,19,0,78,342,1680,338,53,413,502,529,139,253,31,0,22,22,0,158,511,1138,2,7752,5930,7850,757,0,2,0,300,115,"93"
9309,6768,19143,5387,4308,3668,196,575,8.21557328605201,262,209,7813,19143,19143,18146,18906,19143,19143,19143,19138,19143,19143,19143,2617,7013,71,7,17737,17599,8673,19143,19134,19143,19143,19143,8718,722,1733,19143,19142,0,0,0,43,196,330,87,30,24,13,324,163,1007,13,4,1509,8,0,149,410,643,0,6032,3201,4881,830,0,0,0,48,251,"93"
9310,9747,27957,7967,6385,4718,202,433,8.25536062378168,278,225,11505,27957,27957,26463,27732,27957,27957,27957,27949,27957,27957,27957,3559,10321,52,21,26018,25832,10867,27957,27949,27957,27957,27957,10905,719,1255,27957,27957,0,0,0,14,248,1610,383,46,140,251,1329,287,345,46,4,2465,0,0,103,556,570,0,1241,6030,8335,869,0,0,0,395,250,"93"
9311,7506,18632,4612,3711,3532,156,191,8.37130295763389,277,198,5916,18632,18632,17553,18519,18632,18632,18632,18632,18632,18632,18632,1990,5050,176,0,17008,16892,7004,18632,18626,18632,18632,18632,7037,455,472,18632,18629,0,3,4,4,1,18,12,6,1,0,13,11,3067,9,0,1001,8,0,9,49,95,0,1685,3923,4492,185,0,0,0,6,216,"93"
