"amphur_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT","province_ID"
5001,27,125,19,19,0,0,18,0,1,0.0274304853752202,0,0,0,13,0,0,0,0,0,13,0,0,0,0,1,0,0,0,17,1,1,0,0,1,1,0,1,0,0,0,0,"50"
5002,150,642,247,216,0,0,201,0,15,0.523687145420162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,3,0,95,3,43,0,94,104,86,0,0,15,0,0,1,"50"
5003,1745,7401,3601,3399,0,0,3398,0,1,8.09517004858531,0,0,0,322,295,27,2,249,166,229,1116,7,257,5,0,60,8,0,3344,41,90,0,1939,1099,1423,10,1,0,1,1,1,"50"
5004,691,2614,745,687,0,0,679,0,15,1.54143014202697,0,2,4,29,78,119,16,44,65,75,137,97,92,8,8,9,5,0,666,105,59,6,368,220,217,36,14,3,2,12,50,"50"
5005,383,1579,423,350,0,0,339,0,15,0.731391315250554,0,0,0,2,9,16,5,12,3,10,40,11,7,0,0,199,4,0,140,48,35,3,39,98,82,6,8,9,0,0,2,"50"
5006,432,1548,490,440,0,0,437,0,5,0.874177974688574,0,0,0,50,42,23,6,19,47,23,76,13,32,1,4,0,3,0,434,23,36,0,0,162,140,14,5,0,0,0,6,"50"
5007,498,2468,413,349,0,0,348,0,4,0.574079252545523,0,0,0,1,9,4,2,10,5,5,14,5,12,0,0,264,2,0,87,7,17,0,86,103,70,1,1,3,0,0,9,"50"
5008,572,2489,1157,1093,0,0,1093,0,0,7.14519186768648,4,4,0,22,20,0,1,0,7,10,38,0,54,0,0,287,5,0,867,71,47,0,69,282,228,45,0,0,0,1,15,"50"
5009,859,3296,952,829,0,0,822,0,11,1.56388537795469,2,0,0,91,93,70,13,39,33,33,185,67,111,2,4,357,1,0,488,48,67,0,371,256,276,51,9,2,0,6,55,"50"
5010,434,1700,684,654,0,0,654,0,0,1.31634563130246,0,0,0,0,13,13,16,1,0,0,107,5,3,0,0,24,0,0,630,12,12,0,418,106,139,4,0,0,0,0,78,"50"
