"amphur_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
5001,33857,69266,12386,9735,16245,411,807,8.7659568183832,436,155,15405,69266,69266,66597,68631,69266,69266,69266,69263,69266,69266,69266,4690,14156,438,296,61359,60574,34190,69266,69157,69266,69266,69262,34288,1438,2112,69265,69266,0,0,4,820,435,87,612,15,8,743,314,75,149,21,4,0,0,0,118,431,1238,0,6905,3854,1696,1978,3,0,0,959,29,"50"
5002,15400,41246,19186,15225,10076,857,1759,8.9188961038961,399,296,13451,41246,41246,40043,40803,41246,41246,41246,41246,41246,41246,41246,4168,12018,298,5,37240,36990,22576,41246,40605,41242,41242,41242,22687,2797,4922,41242,41242,0,0,0,4,5,247,234,2,4,1,19,1061,42,5,0,352,5,0,263,190,3528,0,17736,6266,5560,8,0,35,0,4,32,"50"
5003,12525,41988,20513,18511,5781,430,387,8.22642714570858,766,498,17760,41988,41988,38803,41723,41988,41988,41988,41939,41988,41988,41988,5934,16381,416,31,40414,40225,15476,41988,41450,41988,41988,41988,15541,1561,1190,41988,41988,0,0,0,1136,1438,377,114,1011,628,1024,4842,104,982,55,0,175,20,0,7242,333,2092,58,21206,6170,6939,85,3,0,3,4,37,"50"
5004,16182,44569,11332,9552,8049,479,662,8.28179458657768,1000,757,17647,44569,44569,39256,44229,44569,44569,44569,44519,44569,44569,44569,6044,15683,213,16,41208,40572,17572,44569,44528,44568,44568,44549,17687,1489,1592,44567,44565,0,27,16,400,1042,2033,603,268,603,628,2253,1070,1122,57,28,45,25,0,2514,1717,2227,162,13845,10832,7802,644,55,11,33,102,635,"50"
5005,18519,47854,14675,11068,12256,836,2213,8.43917058156488,624,473,12515,47854,47854,46734,47575,47854,47854,47854,47841,47854,47854,47854,4009,10508,278,28,43699,43295,26872,47854,47778,47851,47851,47851,27012,2518,5500,47848,47849,20,8,10,196,565,982,419,160,156,180,1220,638,454,46,6,1151,20,0,384,923,3678,61,2854,10108,6683,491,24,23,3,148,467,"50"
5006,23542,50333,18725,14907,12568,764,1625,8.43598674709031,561,468,11791,50329,50329,46558,49781,50333,50333,50333,50315,50333,50333,50333,3583,10768,369,61,44279,43712,23253,50333,50256,50330,50332,50330,23354,2034,3470,50332,50331,5,4,0,1620,752,1287,860,204,204,422,2683,698,938,24,17,2,13,0,1522,849,2833,0,20,11854,8040,336,15,0,0,82,128,"50"
5007,22794,60793,13225,10642,13392,468,626,7.89001491620602,341,247,18113,60793,60793,57852,60246,60793,60793,60793,60793,60793,60793,60793,6082,15814,449,33,56421,56024,31914,60793,60657,60788,60788,60783,31967,1578,1589,60788,60793,7,0,0,108,490,803,453,114,54,38,593,280,323,9,0,1913,7,0,584,702,2210,15,12721,16173,8985,144,7,8,0,507,971,"50"
5008,5334,15297,7257,6018,3143,273,342,8.13292088488939,650,546,6166,15297,15297,14729,15167,15297,15297,15297,15297,15297,15293,15293,1995,5308,179,0,14119,14058,7048,15297,15273,15297,15297,15297,7070,874,811,15296,15297,19,10,0,88,102,8,58,5,22,33,167,4,253,2,0,803,18,0,1814,424,842,0,1165,2802,2058,143,0,3,0,21,92,"50"
5009,21546,53009,19063,15235,12759,548,1787,7.8711129676042,637,514,15624,53009,53009,50585,52531,53009,53009,53009,52994,53009,53009,53009,4962,13711,168,20,47596,47133,26558,53009,52956,53009,53009,53009,26622,1683,4270,53009,53009,10,11,7,4727,1432,1264,646,324,183,144,7214,777,1195,75,9,1819,2,0,1563,1121,3183,0,17451,11915,7765,777,24,7,0,207,1211,"50"
5010,21041,49683,20438,17157,9817,186,687,8.86531058409771,1016,882,16298,49683,49683,44782,49485,49683,49683,49683,49681,49683,49683,49683,4970,14993,18,5,45401,44865,19954,49683,49668,49683,49683,49673,20003,600,1696,49683,49683,0,0,0,70,118,78,202,29,18,18,2600,15,41,4,0,64,0,0,1636,364,1287,37,15337,5802,2704,111,0,0,0,5,823,"50"
