"amphur_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT","province_ID"
3401,1864,7223,1648,1320,141,83,1112,0,0,1.11370788792049,2,0,0,10,41,4,88,5,7,10,64,9,16,0,0,1100,1,0,11,18,27,0,199,298,290,5,0,0,0,0,0,"34"
3402,1380,5766,1975,1562,51,248,1310,0,7,3.21949007564359,0,0,0,25,19,5,10,41,18,21,223,55,89,13,0,1239,3,0,77,22,18,0,284,291,362,17,1,6,0,28,66,"34"
3403,1,8,1,1,0,0,1,0,0,0.0057696745903531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"34"
3404,450,1644,685,485,220,168,138,0,2,0.588770864946889,0,0,0,29,124,14,77,25,1,21,142,27,18,2,0,70,13,0,55,25,39,0,32,194,200,5,0,2,0,0,32,"34"
3405,912,3757,1016,888,74,181,681,0,0,2.34133994252116,0,0,0,27,48,0,1,13,22,16,158,6,15,12,0,666,2,0,13,18,10,0,342,126,147,0,0,0,0,0,14,"34"
3407,1591,7651,2696,2157,71,149,1967,0,4,1.92797575952592,0,0,0,7,55,5,9,0,0,0,149,0,16,0,0,1895,0,0,77,10,6,0,114,299,477,0,0,4,0,0,0,"34"
3408,757,3612,868,782,16,38,726,0,13,2.17403391715318,0,0,0,1,4,0,11,0,0,1,37,0,1,3,0,726,0,0,0,0,0,0,72,56,65,0,7,6,0,0,2,"34"
3409,1071,4739,1122,966,147,46,792,0,3,2.17117684078037,0,0,2,58,21,7,71,6,4,3,33,2,9,0,1,754,1,0,39,12,4,0,254,170,203,2,3,2,0,0,7,"34"
3410,1600,5541,1859,1631,355,381,1022,0,0,3.1510210390062,0,0,0,129,37,119,202,7,1,3,373,3,87,9,4,1007,11,0,0,33,41,0,212,462,422,19,0,0,0,2,8,"34"
3411,2843,11857,3873,3268,460,1268,1783,0,5,3.79810094952524,5,6,2,190,246,31,42,15,45,33,1237,44,1034,1,1,1701,15,0,80,65,62,5,351,896,828,25,4,1,0,4,99,"34"
