"amphur_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT","province_ID"
4601,1371,6502,1964,1508,148,215,1198,0,0,1.58084535390808,0,0,0,75,86,0,4,3,32,105,118,4,12,1,0,1192,0,0,6,3,22,6,107,324,322,0,0,0,0,0,0,"46"
4602,396,2052,660,500,12,21,468,0,0,1.82381907714755,0,0,0,1,0,1,11,1,1,0,19,0,2,0,0,459,6,0,6,0,5,1,37,201,243,0,0,0,0,0,0,"46"
4603,441,2168,694,506,49,12,376,0,80,0.977702206592727,0,0,0,12,10,7,30,1,1,0,11,2,3,0,1,349,4,0,22,10,12,1,21,119,107,1,80,8,6,2,10,"46"
4604,228,1137,322,282,0,1,281,0,0,2.4680553124453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,265,4,0,12,0,0,2,0,70,80,0,0,0,0,0,0,"46"
4605,286,851,342,270,76,152,46,0,10,0.356831337721037,0,0,0,8,5,25,63,16,0,0,137,4,4,0,0,0,4,0,42,11,19,16,12,101,121,7,8,2,2,1,4,"46"
4606,436,1617,602,454,53,29,375,0,6,1.70914429846026,0,0,0,4,7,1,45,7,4,2,21,0,1,1,0,339,0,0,37,12,4,6,14,257,116,2,2,4,0,1,0,"46"
4607,356,1543,517,389,5,9,243,0,132,0.452446584551682,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,225,0,0,18,8,2,0,5,36,22,0,124,19,15,0,12,"46"
4608,754,3741,1363,948,101,62,805,0,0,2.35002478929103,0,0,0,6,93,0,2,1,0,0,61,3,0,0,0,800,2,0,3,3,1,0,59,141,176,0,0,0,0,0,0,"46"
4609,352,1898,666,544,19,9,517,0,0,1.62097735399285,0,0,0,0,3,0,16,3,0,0,8,0,0,0,0,497,9,0,11,1,2,3,10,101,157,0,0,0,0,0,0,"46"
4610,803,3379,1202,1063,414,138,542,0,0,2.99656086147601,0,2,0,390,15,38,9,2,0,1,135,0,2,2,0,490,7,0,49,42,10,5,390,416,541,7,0,0,0,0,3,"46"
4611,512,2938,1042,867,23,6,840,0,0,2.87992027902342,0,0,0,0,0,7,23,0,0,0,6,0,0,0,0,837,2,0,1,2,2,5,74,314,360,2,0,0,0,0,0,"46"
4612,1266,5758,2176,1782,167,456,1292,0,6,4.10513948720311,3,0,0,59,111,34,26,17,12,4,438,36,51,6,0,1107,16,0,188,96,79,24,324,736,832,37,6,0,0,1,53,"46"
4613,344,1556,554,441,94,102,290,0,2,0.939837606291158,0,0,0,23,68,27,19,11,25,45,75,1,27,0,0,266,4,0,20,7,4,6,0,279,210,7,2,0,0,1,0,"46"
4614,346,1592,490,392,70,13,314,0,0,1.6988082340195,0,0,0,10,3,2,57,2,0,0,11,0,0,0,0,301,3,0,10,0,2,5,6,110,139,3,0,0,0,0,0,"46"
4615,371,1747,688,568,97,23,457,0,6,2.96698704554952,0,0,0,81,7,11,9,0,0,0,23,29,11,0,0,447,3,0,7,15,48,2,229,191,230,13,1,5,0,1,4,"46"
4616,62,242,118,96,4,63,43,0,0,0.423859773058413,0,0,0,0,0,13,4,0,0,0,63,0,6,0,0,18,0,0,25,17,4,4,2,18,51,0,0,0,0,0,0,"46"
4617,336,1594,569,479,44,6,441,0,1,2.36894164193867,0,0,0,2,38,0,4,0,0,0,6,0,3,0,0,437,0,0,4,0,2,0,14,80,92,0,0,1,0,0,0,"46"
4618,169,778,267,196,0,24,170,0,2,0.968044648589915,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,169,0,0,1,0,0,2,4,69,86,0,0,2,0,0,0,"46"
