"province_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT"
11,18332,43258,6650,5489,0,1832,0,3947,27,1.01056964903463,0,8,0,872,412,301,235,228,31,16,1776,477,603,111,9,157,4,0,43,797,3235,255,2003,750,809,78,17,10,1,231,350
12,5926,19836,3341,2759,0,273,0,2548,8,0.886163768460407,0,0,0,49,86,229,226,2,0,3,271,33,52,5,0,79,0,0,19,464,2222,44,1028,322,432,95,8,3,0,95,40
13,8566,24798,4799,3899,0,1111,0,3057,9,0.903393227447028,0,0,0,360,425,208,177,175,19,22,1049,69,401,82,2,102,0,0,49,675,2280,568,1765,740,710,94,8,1,1,68,184
14,9210,32037,8903,7359,0,966,0,6544,30,1.48189168235685,0,0,3,11,90,247,182,99,65,10,825,301,73,6,0,173,6,0,67,1422,5668,28,2156,2360,1555,225,26,4,0,99,43
15,6593,21272,5833,4844,0,886,0,4138,4,2.43665648878001,0,1,0,146,50,281,108,63,2,0,850,45,123,6,0,68,1,0,59,750,2716,1063,1669,979,1105,97,0,4,0,14,9
16,12021,38475,10959,9192,0,2843,0,6742,100,1.99672859740243,0,26,13,687,793,3361,423,212,25,41,2657,120,642,15,12,350,17,1,322,1613,5388,242,2568,2565,2854,502,89,22,15,204,361
17,2265,7117,2292,1799,0,118,0,1700,1,1.27856152944103,0,0,0,53,19,218,42,4,0,0,116,5,9,1,0,49,0,0,33,314,1481,68,288,389,402,55,0,1,0,6,6
18,4639,13629,4516,3532,0,591,0,2983,16,1.47004961209336,0,1,1,1,1,53,35,102,223,107,219,70,85,1,1,29,3,0,62,202,2236,642,737,685,863,4,9,7,0,10,0
19,7543,25788,5768,4650,0,1300,0,3591,36,1.1760569970333,0,6,0,196,281,548,271,147,48,17,1212,270,595,14,2,124,0,0,108,921,2767,240,1402,1295,1205,240,24,12,2,65,132
20,7670,24015,4277,3566,0,524,0,3154,25,0.612421193276763,0,0,0,37,128,154,211,106,38,19,437,110,203,12,4,109,1,1,69,620,2663,112,1136,668,651,156,25,0,0,236,41
21,4964,15016,2456,2063,0,601,0,1587,9,0.584558365163382,0,0,0,51,80,359,131,30,46,107,493,31,178,3,0,78,0,0,54,420,1317,20,454,560,594,183,4,5,0,36,59
22,6000,19321,3581,3114,0,1225,0,2096,26,1.12369281399528,1,4,0,152,257,509,216,131,70,80,1107,130,339,9,2,135,1,0,153,501,1354,482,1041,898,968,181,24,2,6,169,150
23,2016,5641,1348,1224,0,192,0,1048,34,0.993038991383926,0,1,0,5,7,16,66,75,5,3,119,12,21,0,3,28,4,0,25,313,820,26,268,322,278,46,20,17,0,24,68
24,7012,26274,4938,4209,0,958,0,3485,35,0.970746152994575,0,1,1,480,216,575,164,110,54,37,846,257,325,2,6,104,7,0,92,815,2781,276,866,1007,1275,122,28,10,2,81,72
25,5411,17876,4397,3473,0,1571,0,2046,51,1.05309758663873,0,3,15,234,228,278,110,182,36,56,1427,152,201,47,6,191,4,0,109,769,1490,32,925,1100,1020,78,47,7,18,54,122
26,2980,9751,2141,1755,0,483,0,1321,6,1.05211411991103,0,0,0,8,144,94,39,64,4,2,443,62,26,4,0,45,1,0,33,253,1100,54,621,389,546,54,6,0,0,43,11
27,3800,12755,3524,3045,0,1118,0,2007,69,0.917022282587418,1,4,0,74,142,155,152,66,15,19,1051,43,250,6,3,59,7,0,87,645,1547,12,621,936,984,84,25,47,0,16,62
30,29169,95387,30775,24898,0,7620,0,18328,148,1.45198754572816,2,24,14,1055,1213,3484,1030,351,63,94,7337,790,1270,43,18,1313,32,14,793,5571,13294,1197,3983,7995,8648,745,83,66,10,330,639
31,15633,57601,18693,15577,0,7191,0,9304,178,1.47825137960322,7,12,0,604,1215,1406,326,408,325,226,6763,390,1192,45,7,1012,29,0,620,3116,5463,1584,2548,5848,6245,705,99,83,10,114,647
32,7405,26907,10192,8560,0,3217,0,5917,67,0.969777166505981,0,1,10,449,725,726,155,387,181,111,2874,203,606,9,17,320,17,0,264,1638,2687,2072,1182,3152,3180,201,52,19,6,18,320
33,12610,47439,19725,16567,0,8940,0,8755,102,1.72482183851203,0,10,4,1519,1593,815,254,471,475,429,8291,395,1094,68,9,985,29,0,769,3329,4453,1879,3465,6548,7067,340,56,46,2,64,621
34,5903,20192,8202,6430,0,3116,0,3464,81,0.552915187281747,0,7,4,397,189,490,110,145,101,116,2935,116,1281,40,2,428,14,0,124,1218,2376,93,835,2420,2201,80,23,60,0,25,253
35,2492,8459,2743,2124,0,612,0,1548,27,0.536633308152329,0,0,2,77,82,100,95,48,6,8,567,18,138,4,2,107,5,0,39,434,995,203,282,699,640,31,16,11,1,36,62
36,12337,42618,14943,12009,0,6117,0,6315,78,1.50530787425559,1,4,8,982,1012,1280,180,252,154,81,5870,406,352,29,8,525,5,1,376,1410,4607,713,1579,4240,4770,315,47,32,7,64,333
37,1719,5910,2402,1897,0,1025,0,937,6,0.767543859649123,0,1,0,55,120,131,8,30,4,2,991,1,85,0,0,55,4,0,32,318,493,198,339,956,675,12,0,6,0,2,16
38,2899,10938,3794,3271,0,410,0,2915,39,1.12349516563911,0,3,5,491,155,527,73,65,8,4,355,31,276,11,2,283,5,0,81,771,1955,371,418,1052,1437,84,20,19,0,32,90
39,959,3843,1299,1127,0,140,0,920,83,0.330260281439196,0,0,24,1,22,6,9,25,0,0,118,33,23,0,7,0,0,0,0,119,661,171,85,396,447,1,74,17,0,1,32
40,12676,47388,15470,12386,0,4901,0,7905,158,1.08579308216734,0,3,5,649,814,1237,174,384,100,48,4644,270,608,164,11,582,12,0,156,2152,4511,1916,1134,4878,5118,168,125,33,12,82,569
41,10226,36753,12669,10163,0,2733,0,7837,74,0.997073432991622,1,5,5,828,826,1583,223,168,37,60,2560,351,714,20,12,498,13,3,236,2595,4272,1632,1373,3376,3752,212,52,22,1,45,237
42,8696,28075,11402,9065,0,3109,0,3577,2686,2.03690013684194,2,2,424,492,349,173,167,1055,291,260,1937,214,367,61,223,519,365,0,199,814,2044,981,926,2053,2035,140,2337,349,85,87,240
43,3322,11465,3453,2783,0,1136,0,1772,30,0.903169693999747,0,5,3,357,306,197,35,81,33,36,1080,35,162,10,0,26,12,0,93,686,937,323,504,1045,1140,60,18,12,2,10,166
44,4975,18400,6155,4891,0,1569,0,3414,39,0.680559865195993,0,3,0,554,179,205,30,219,16,15,1373,87,96,4,0,119,6,0,81,919,1253,1512,352,2001,1801,46,24,15,4,21,105
45,4849,16397,6158,4820,0,1154,0,3812,46,0.529939375814974,2,3,3,306,78,277,44,148,18,22,994,233,99,7,4,141,5,0,82,1209,1926,1094,438,1813,1416,183,31,15,0,71,80
46,3831,14212,5767,4706,0,1341,0,3245,245,0.663434549630008,3,2,0,112,146,153,59,66,75,157,1164,47,125,5,0,245,12,0,148,1007,1375,1081,662,1608,1947,72,223,41,23,9,68
47,5046,16829,6881,5982,0,3959,0,2141,40,0.804389043527371,0,1,6,743,459,659,73,74,38,55,3845,148,219,8,1,189,10,0,75,777,1165,332,737,1585,2268,83,21,22,1,1,173
