"amphur_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
2001,38715,87587,9658,8080,16146,430,1312,8.36582719876017,385,325,24446,87587,87587,83200,86703,87587,87587,87587,87586,87587,87587,87587,8191,22676,755,158,81387,80824,38982,87022,87524,87586,87587,87584,39067,1672,3637,87584,87587,5,4,3,264,387,821,1770,147,67,40,528,348,1690,47,16,2842,9,0,126,885,3596,270,11954,6032,5506,2415,26,2,3,2986,335,"20"
2002,22037,50368,7093,5766,9810,228,745,8.30389798974452,186,152,12269,50367,50367,48098,49957,50368,50368,50368,50366,50368,50368,50368,3975,11429,265,3,46765,46532,23256,50368,50332,50365,50365,50365,23319,895,2376,50361,50363,3,0,9,76,890,282,215,22,6,8,1178,730,135,67,4,1496,4,0,90,611,2438,0,12393,3856,3020,128,0,0,0,369,71,"20"
2003,4308,10826,1875,1669,1878,42,62,7.73909006499536,85,55,3509,10826,10826,10319,10579,10826,10826,10826,10826,10826,10826,10826,1153,3309,16,0,10211,10135,4859,10826,10824,10826,10826,10826,4863,191,168,10826,10825,0,0,0,49,108,198,36,17,4,10,133,30,789,9,2,463,0,0,54,210,476,6,1749,1995,1933,20,11,0,0,681,386,"20"
2004,37884,65527,6897,5687,9371,197,523,8.60099250343153,201,160,12107,65527,65527,59673,65286,65526,65526,65526,65526,65526,65526,65526,3841,10808,259,17,60904,60549,19268,65420,65464,65523,65524,65523,19342,606,1178,65520,65521,0,0,36,27,15,596,636,32,5,7,107,115,141,16,0,1857,0,9,48,651,741,52,7619,898,958,60,5,4,0,80,72,"20"
2005,19852,40406,4886,3963,6480,210,446,8.31256296594801,329,271,11440,40406,40406,35328,40026,40406,40406,40406,40405,40406,40406,40406,3878,10483,329,12,38249,37954,16213,40406,40392,40406,40406,40405,16273,841,1595,40406,40404,0,11,0,3,9,18,131,2,0,1,26,7,31,10,0,900,11,0,31,234,559,0,1063,300,359,6,19,0,0,289,522,"20"
2006,27266,87794,14067,10633,17756,1019,1113,8.517127558131,1419,1151,36208,87794,87794,85837,87039,87794,87794,87794,87794,87794,87794,87794,12650,33583,775,100,83455,82881,51019,87794,87569,87783,87783,87780,51271,4278,3645,87772,87763,2,2,2,28,13,187,271,5,0,8,59,20,14,14,0,4255,0,0,41,324,3837,0,5256,8865,8433,224,13,2,0,135,48,"20"
2007,113840,138121,11665,9650,14467,85,252,8.21265811665495,460,375,12628,138117,138117,102985,136251,138115,138115,138115,138111,138109,138108,138107,3862,10409,102,19,127297,126024,22532,136884,138064,138095,138096,138060,22541,325,631,138094,138023,19,19,11,244,325,6,878,147,74,55,513,370,455,175,4,2011,0,4,61,310,2527,54,23141,347,208,110,17,0,0,139,194,"20"
2008,1006,2097,143,133,412,6,4,8.34393638170974,0,0,439,2097,2097,1948,2092,2097,2097,2097,2097,2097,2097,2097,147,458,9,0,1921,1884,911,2065,2089,2097,2097,2097,911,20,8,2097,2097,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,92,0,0,0,16,20,4,2017,44,76,0,0,0,0,0,8,"20"
2009,29603,50886,4194,3618,7175,51,250,8.39553423639496,45,21,10796,50886,50886,45609,50703,50886,50886,50886,50884,50886,50886,50886,3522,10198,294,1,47348,47097,15826,50886,50863,50886,50886,50885,15836,196,906,50886,50879,0,0,0,276,41,606,1018,16,8,7,34,17,52,18,7,2079,0,0,73,265,423,0,12840,2108,2197,32,1,0,0,15,63,"20"
2010,9795,30171,6182,5358,5061,406,478,8.38560490045942,322,191,14054,30171,30171,29128,29954,30171,30171,30171,30171,30171,30171,30171,5052,12991,700,0,28687,28453,15174,30171,30157,30171,30171,30170,15253,1645,1719,30171,30171,0,12,0,88,135,506,30,116,65,25,557,867,278,7,15,1735,12,0,536,771,1530,0,2751,3490,3480,316,8,3,0,68,237,"20"
2011,7850,18496,2998,2536,3262,193,100,8.29171974522293,53,52,6394,18496,18496,17162,18336,18496,18496,18496,18493,18496,18496,18496,2136,5886,172,0,17181,17019,7958,18232,18466,18496,18496,18496,7995,693,359,18496,18496,0,5,0,78,673,391,125,43,80,37,240,75,179,19,3,1164,6,0,64,190,430,324,6977,2657,2459,40,0,0,0,579,91,"20"
