"province_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT"
11,21376,43984,5095,4195,2385,1832,1071,0,0,0.772333699708557,0,2,0,1003,526,420,1130,228,31,16,1776,444,590,110,14,995,7,0,62,188,525,126,1867,512,545,63,7,9,0,191,313
12,4184,13359,1832,1483,874,273,464,0,0,0.476325070180059,0,0,0,137,201,87,711,2,0,3,271,29,36,5,1,436,3,0,27,78,313,15,647,159,226,50,0,0,0,58,31
13,10077,31306,4236,3481,1283,1111,1660,0,0,0.806543171260093,0,0,0,604,672,160,377,175,19,22,1049,60,385,87,4,1585,3,0,73,156,415,91,1643,532,512,67,1,0,1,46,174
14,5488,19979,4034,3344,708,966,1835,0,0,0.673385757005205,1,0,1,47,160,128,526,99,65,10,825,165,71,3,0,1658,19,0,164,229,394,5,990,736,572,151,9,2,0,54,35
15,3371,10084,2531,2085,805,886,590,0,0,1.04880858363054,0,0,0,211,64,158,581,63,2,0,850,12,120,5,0,470,3,0,117,109,193,153,772,482,539,62,0,2,0,5,12
16,13472,46361,11477,9789,4009,2843,4372,0,0,2.12641168842171,4,27,7,1440,1336,3272,1867,212,25,41,2657,169,735,10,19,3480,67,0,844,459,986,36,2849,2760,3018,601,19,5,9,230,381
17,1578,5607,1428,1165,387,118,721,0,0,0.827973419565758,0,0,0,142,30,115,227,4,0,0,116,4,10,1,0,656,4,0,61,44,128,5,180,190,219,57,0,0,0,1,1
18,1624,5032,1396,1079,133,591,397,0,0,0.449089335064762,1,1,1,5,6,40,124,102,223,107,219,73,84,1,2,272,8,0,118,28,83,40,209,269,326,4,1,0,0,4,0
19,7374,27044,4857,4009,1193,1300,1969,0,0,1.01393817228097,0,3,0,271,356,361,770,147,48,17,1212,232,587,12,9,1757,7,0,211,255,438,37,1171,868,806,219,13,6,0,52,114
20,9276,30621,3982,3374,1083,524,1985,0,0,0.57944730962305,3,3,0,123,285,142,718,106,38,19,437,117,163,16,5,1725,10,1,254,142,379,11,918,542,595,87,3,0,0,112,35
21,8074,21141,2502,2107,897,601,784,0,0,0.597025921182378,0,0,1,136,135,353,673,30,46,107,493,32,170,3,0,705,0,0,80,102,267,5,508,538,510,453,0,0,0,75,113
22,8268,27834,3999,3489,1225,1225,1587,0,0,1.25901227618161,1,6,0,241,512,485,626,131,70,80,1107,131,337,12,6,1239,3,0,354,220,329,104,1118,1076,1155,180,13,0,6,121,136
23,2959,8652,1265,1137,345,192,638,0,0,0.922455337584579,0,0,0,19,14,36,313,75,5,3,119,7,18,1,3,573,5,0,59,58,86,8,276,170,264,47,3,4,1,10,81
