"amphur_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT","province_ID"
9601,432,1198,250,219,215,0,0,0,4,0.338516709432096,0,0,0,141,62,6,60,4,0,0,16,0,3,1,0,9,0,0,0,0,0,0,2,1,19,0,0,4,0,0,0,"96"
9602,639,2734,782,656,111,0,0,563,2,1.41651011638704,2,0,0,1,103,133,6,1,0,0,75,0,3,0,5,55,5,0,86,347,184,48,208,66,366,3,1,1,0,0,0,"96"
9603,81,278,84,57,24,0,0,28,6,0.15439204745524,0,0,0,1,7,17,16,0,0,0,16,0,0,0,0,2,0,0,9,5,16,7,1,0,30,0,0,6,0,0,0,"96"
9604,26,101,32,32,2,0,0,30,0,0.0877939038108041,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,13,0,0,0,0,0,0,"96"
9605,339,1258,309,264,46,0,0,224,3,0.467314534544103,1,1,2,1,2,5,43,0,0,0,22,0,0,0,0,19,0,0,23,54,31,149,145,0,120,0,2,1,0,0,0,"96"
9606,532,2659,654,547,101,0,0,493,6,1.00091491308326,0,0,3,9,50,83,52,6,0,0,130,0,8,8,7,14,2,0,79,258,244,24,153,4,293,4,2,4,0,1,0,"96"
9607,256,1199,387,350,5,0,0,344,1,1.16445420367968,5,0,10,0,0,54,0,0,0,0,21,0,0,0,0,0,0,0,46,73,252,22,5,2,222,0,0,1,0,35,6,"96"
9608,45,184,73,65,4,0,0,59,3,0.164531969827368,0,0,0,2,0,26,2,4,0,0,0,0,0,0,0,3,0,0,3,8,39,12,12,2,35,0,0,3,0,0,0,"96"
9609,219,639,171,162,88,0,0,75,0,0.859781339560556,0,0,0,5,79,8,4,1,0,0,77,0,1,0,0,0,0,0,9,18,20,38,44,13,92,0,0,0,0,0,0,"96"
9610,866,2611,719,591,13,0,0,582,2,1.86106562539363,0,0,0,0,2,8,11,7,0,0,1,0,26,0,0,10,0,0,22,140,420,62,105,4,156,0,1,1,0,2,1,"96"
9611,2679,9926,3945,3177,2227,0,0,1162,8,8.7347410095678,1,1,24,85,886,328,1320,57,10,14,727,23,545,6,12,168,5,0,403,773,459,35,1425,118,1185,52,0,8,0,14,139,"96"
9612,177,850,171,161,35,0,0,128,2,0.697030045891419,2,0,0,2,7,1,24,0,0,0,10,0,3,1,1,14,0,0,3,33,48,55,71,1,81,1,2,0,0,0,0,"96"
9613,550,2623,713,606,110,0,0,497,0,2.6136461657897,0,0,0,0,3,6,107,0,0,0,35,0,0,1,0,0,4,0,68,306,212,16,199,4,308,0,0,0,0,0,81,"96"
