"tumbol_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT","province_ID"
"960102",49,178,51,38,0,38,0,0,0,0.479434771637648,0,0,0,0,0,2,0,2,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,"96"
"960103",108,455,150,129,0,129,0,0,0,2.2051282051282,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,"96"
"960104",22,71,27,11,0,11,0,0,0,0.182936969898553,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,"96"
"960105",113,293,114,86,0,86,0,0,0,1.4896934003118,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,"96"
"960106",91,298,99,82,0,82,0,0,0,0.832910106653123,0,0,0,0,1,16,0,19,1,2,78,0,0,0,0,4,0,0,0,0,0,0,0,14,37,0,0,0,0,0,0,"96"
"960107",5,17,6,4,0,0,0,0,4,0.0321078824851501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,"96"
"960151",78,207,45,39,0,39,0,0,0,0.231742824885614,0,0,0,17,12,0,0,9,0,0,35,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96"
"960201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96"
"960202",1,2,1,1,0,0,0,0,1,0.0147994672191801,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"96"
"960203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96"
"960204",1,4,2,2,0,2,0,0,0,0.0274273176083379,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96"
"960205",86,386,111,95,0,95,0,0,0,2.14883510517982,0,0,0,1,65,12,0,1,0,0,95,0,1,0,0,8,0,0,10,12,13,0,63,1,73,0,0,0,0,0,0,"96"
"960206",17,83,33,29,0,29,0,0,1,0.374097007223942,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,4,0,0,8,0,0,1,0,0,21,0,0,1,0,0,0,"96"
"960207",2,9,2,2,0,2,0,0,0,0.0657246138678935,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"96"
"960208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96"
"960301",6,23,9,8,0,6,0,0,2,0.293793609988983,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,"96"
"960302",1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96"
"960303",107,393,136,120,0,120,0,0,0,2.26415094339623,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,3,0,36,0,0,0,0,0,0,"96"
"960304",697,2642,789,584,0,583,0,0,1,9.15073644625509,0,0,0,0,0,2,0,0,0,0,583,0,1,0,0,1,0,0,383,0,0,0,3,0,456,0,0,1,0,0,0,"96"
"960305",77,268,90,69,0,69,0,0,0,1.38916851218039,0,0,0,0,0,0,4,1,0,1,67,0,0,0,0,1,0,0,0,0,0,0,3,0,46,0,0,0,0,0,0,"96"
"960306",914,3125,1153,880,0,880,0,0,0,21.5475024485798,0,9,0,0,0,282,1,0,0,0,880,1,2,0,0,35,0,0,159,2,10,0,5,0,504,0,0,0,0,2,0,"96"
"960351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96"
"960352",57,200,68,57,0,54,0,0,3,1.22765453370666,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0,"96"
"960401",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96"
"960402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96"
"960403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96"
"960404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96"
"960405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96"
"960406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96"
"960501",91,309,66,55,0,54,0,0,1,0.496479508936631,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,8,0,0,0,13,3,15,0,0,1,0,0,0,"96"
"960502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96"
"960506",27,100,17,16,0,16,0,0,0,0.234089246525238,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96"
"960507",2,11,2,2,0,0,0,0,2,0.021468441391155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"96"
"960508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96"
"960509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96"
"960510",209,922,259,224,0,224,0,0,0,2.42844752818734,0,0,3,0,1,15,4,5,0,0,223,0,1,0,0,8,0,0,17,10,1,6,111,0,144,0,0,0,0,0,0,"96"
"960601",7,22,8,8,0,4,0,0,4,0.0965600482800241,0,0,0,0,0,0,4,2,0,0,4,0,2,0,0,1,0,0,3,3,1,3,5,0,6,3,0,4,0,0,0,"96"
"960602",3,7,1,1,0,1,0,0,0,0.0304228780042592,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"96"
"960603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96"
"960604",73,280,75,68,0,68,0,0,0,1.34600158353127,0,0,0,0,0,4,0,2,0,0,66,0,0,0,0,0,0,0,9,1,1,0,8,0,44,0,0,0,0,0,0,"96"
"960605",156,672,199,152,0,152,0,0,0,2.84804197114484,0,0,0,0,0,1,1,0,0,0,152,0,0,0,0,1,0,0,3,4,0,0,17,0,111,0,0,0,0,0,0,"96"
"960606",4,16,4,4,0,4,0,0,0,0.060313630880579,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"96"
"960607",15,82,21,19,0,19,0,0,0,0.477987421383648,0,0,6,7,9,0,4,2,0,4,13,0,3,0,0,1,0,0,10,3,0,0,8,0,12,0,0,0,0,0,0,"96"
"960608",613,2713,581,526,0,526,0,0,2,9.08776779543884,0,6,2,0,35,7,1,4,0,0,523,0,2,6,11,13,2,0,26,48,45,3,217,0,339,0,2,0,0,0,0,"96"
"960609",17,78,19,19,0,19,0,0,0,0.325565455791638,0,0,2,0,0,2,0,2,0,0,19,0,14,0,1,8,0,0,3,0,0,0,6,0,12,0,0,0,0,0,0,"96"
